stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg,latitude,longitude,geocode_query,geocoded
26,"Well At Gram Panchayat Office, Kaanuru, Vijaywada",Groundwater,ANDHRA PRADESH,2019,Unsafe,33.28,"pH Out of Range, High BOD",25.5,,4.35,7.85,500.0,1.1,1.955,2.5,,16.511298,80.6346206,"vijaywada, Andhra Pradesh, India",True
1513,"Borewell Krishna Murthy, D.No. 48-16-43 Autonagar Vijjayawada",Groundwater,ANDHRA PRADESH,2019,Unsafe,34.05,"pH Out of Range, High BOD",26.0,,4.15,7.55,500.0,1.1,2.275,2.5,,,,"krishna murthy d.no. 48 16 43 autonagar vijjayawada, Andhra Pradesh, India",False
1514,Borewell Vijay Kumar Autonagar Vijayawada,Groundwater,ANDHRA PRADESH,2019,Unsafe,30.97,"pH Out of Range, High BOD",25.5,,4.95,7.55,500.0,2.65,0.84,2.5,,16.4906913,80.6711891,"autonagar vijayawada, Andhra Pradesh, India",True
1516,"Borewell Of Navlok Gardens, Nellore",Groundwater,ANDHRA PRADESH,2019,Unsafe,35.2,"pH Out of Range, High BOD",19.0,,3.85,7.95,500.0,1.2,1.58,2.5,,14.4675091,80.0225997,"gardens nellore, Andhra Pradesh, India",True
1517,Borewell Near Tungbhadra River Kurnool,Groundwater,ANDHRA PRADESH,2019,Unsafe,32.71,"pH Out of Range, High BOD",22.0,,4.5,7.5,500.0,0.8,4.0,2.0,,15.8416963,78.0507262,"river kurnool, Andhra Pradesh, India",True
1518,Borewell At Nandyal (Kundu),Groundwater,ANDHRA PRADESH,2019,Unsafe,30.21,"pH Out of Range, High BOD",22.0,,5.15,7.0,500.0,0.75,3.03,2.0,,15.2982538,78.3506278,"kundu, Andhra Pradesh, India",True
1520,Borewell Near Swarnamukhi River At Srikalahasti,Groundwater,ANDHRA PRADESH,2019,Unsafe,31.36,"pH Out of Range, High BOD",29.5,,4.85,7.05,500.0,0.65,1.67,2.0,,13.6855574,79.6587873,"swarnamukhi river srikalahasti, Andhra Pradesh, India",True
1521,"Open Well Near Rama Temple , Ward No.2 , Mindi , Visakhapatnam",Groundwater,ANDHRA PRADESH,2019,Unsafe,30.66,"pH Out of Range, High BOD",28.0,,5.05,7.95,500.0,1.35,13.58,16.0,,17.7019054,83.2123315,"no.2 mindi visakhapatnam, Andhra Pradesh, India",True
1522,Open Well Peddanuvvi - Vizianagaram,Groundwater,ANDHRA PRADESH,2019,Unsafe,33.69,"pH Out of Range, High BOD",27.0,,4.25,7.65,500.0,1.2,5.425,10.0,,18.1141255,83.4114389,"vizianagaram, Andhra Pradesh, India",True
1523,"Borewell Near M/S Andhra Sugars Ltd. , Kovvur",Groundwater,ANDHRA PRADESH,2019,Unsafe,31.93,"pH Out of Range, High BOD",30.0,,4.7,7.4,307.5,1.25,0.185,3.5,,17.0066189,81.7285405,"ltd. kovvur, Andhra Pradesh, India",True
1524,Open Well Near Partap Nagar Bridge -Kakinada,Groundwater,ANDHRA PRADESH,2019,Unsafe,28.09,"pH Out of Range, High BOD",28.5,,5.7,7.7,500.0,1.2,1.72,8.0,,16.9810077,82.2410623,"nagar kakinada, Andhra Pradesh, India",True
3087,"Bore Well Near Village Secretariat, Pathapadu (V)",Groundwater,ANDHRA PRADESH,2019,Unsafe,33.48,"pH Out of Range, High BOD",27.0,,4.3,7.65,500.0,0.9,2.77,2.5,,15.3288733,78.1587396,"pathapadu, Andhra Pradesh, India",True
3089,"Hand Pump At Tanam Vill., Vishakhapatnam",Groundwater,ANDHRA PRADESH,2019,Unsafe,32.76,"pH Out of Range, High BOD",28.0,,4.5,8.15,500.0,2.0,10.41,13.0,,,,"hand pump tanam vill. vishakhapatnam, Andhra Pradesh, India",False
3090,"Hand Pump At Pittavanipalem, Vishakhapatnam",Groundwater,ANDHRA PRADESH,2019,Unsafe,32.6,"pH Out of Range, High BOD",27.5,,4.55,7.35,500.0,0.95,17.56,12.0,,,,"hand pump pittavanipalem vishakhapatnam, Andhra Pradesh, India",False
3091,"Bore Well At Kapuluppada Dumpsite, Vishakhapatnam",Groundwater,ANDHRA PRADESH,2019,Unsafe,29.07,"pH Out of Range, High BOD",27.5,,5.45,7.45,500.0,1.6,5.155,8.0,,,,"bore well kapuluppada dumpsite vishakhapatnam, Andhra Pradesh, India",False
3092,"Bore Well At Arinama Akkivalasa, Srikakulam",Groundwater,ANDHRA PRADESH,2019,Unsafe,32.17,"pH Out of Range, High BOD",26.5,,4.65,7.85,500.0,0.9,9.335,11.0,,18.5766509,84.0149725,"akkivalasa srikakulam, Andhra Pradesh, India",True
3093,"Bore Well At Alladapalem Village, Pydibhimavaram",Groundwater,ANDHRA PRADESH,2019,Unsafe,31.43,"pH Out of Range, High BOD",28.5,,4.85,8.0,500.0,1.7,15.235,9.0,,,,"bore well alladapalem pydibhimavaram, Andhra Pradesh, India",False
4350,"Borewell At Zp High School, Uddanam Region, Amalapadu (V) Vajrapukotturu",Groundwater,ANDHRA PRADESH,2019,Unsafe,26.41,"pH Out of Range, High BOD",26.0,,6.15,7.45,500.0,1.15,10.86,7.0,,18.6938645,84.4416143,"vajrapukotturu, Andhra Pradesh, India",True
4353,"Bore Well At Mangaraju House, Gajapathinagaram Village, Payakaraopeta (M)",Groundwater,ANDHRA PRADESH,2019,Unsafe,26.6,"pH Out of Range, High BOD",25.0,,6.1,7.5,500.0,1.0,10.96,4.0,,17.3642403,82.5572144,"payakaraopeta, Andhra Pradesh, India",True
4354,"Bore Well, Sri Nookatata Temple Rajayyapeta Village, Nakkapalli (M)",Groundwater,ANDHRA PRADESH,2019,Unsafe,25.04,High BOD,25.0,,6.8,7.9,500.0,2.3,5.3,9.0,,17.4106254,82.7162611,"nakkapalli, Andhra Pradesh, India",True
4355,"Bore Well, Chippada Village, Bheemunipatnam (M)",Groundwater,ANDHRA PRADESH,2019,Unsafe,25.06,High BOD,26.0,,7.2,7.5,314.0,1.1,9.97,15.0,,17.9335011,83.4567881,"chippada bheemunipatnam, Andhra Pradesh, India",True
4360,"Bore Well At Ida, Ramanayyapeta, Kkainada",Groundwater,ANDHRA PRADESH,2019,Unsafe,30.43,"pH Out of Range, High BOD",25.0,,5.1,7.1,500.0,1.2,8.94,4.0,,,,,False
4364,"Borewell At Rajiv Gruha Ka;Pa, Near Ap Paper Maills Workers Colony, Mallayapeta, Katheru, Rajamahendravaram",Groundwater,ANDHRA PRADESH,2019,Unsafe,31.2,"pH Out of Range, High BOD",27.0,,4.9,7.3,500.0,1.5,7.65,4.0,,17.0050454,81.7804732,"rajamahendravaram, Andhra Pradesh, India",True
4376,"Borewell Water , Apiic Office, Ida Kondapalli, Ibrahimpatnam (M)",Groundwater,ANDHRA PRADESH,2019,Unsafe,34.25,"pH Out of Range, High BOD",27.0,,4.1,7.75,500.0,1.2,3.53,2.5,,16.6237078,80.5468796,"kondapalli ibrahimpatnam, Andhra Pradesh, India",True
4377,"Borewell At Imitation Jewellary Park, Machiliptnam",Groundwater,ANDHRA PRADESH,2019,Unsafe,34.44,"pH Out of Range, High BOD",26.0,,4.05,8.2,500.0,0.8,3.43,2.5,,,,,False
4380,"Borewell Water , Sri Venkateswara Swamy Temple, Venkatapalem (V), Tullur (M)",Groundwater,ANDHRA PRADESH,2019,Unsafe,33.1,"pH Out of Range, High BOD",21.5,,4.4,7.3,500.0,0.8,4.285,2.5,,,,,False
4382,"Borewell Water Police Station, Autonagar, Pedakakani, Guntur",Groundwater,ANDHRA PRADESH,2019,Unsafe,33.11,"pH Out of Range, High BOD",21.0,,4.4,7.5,500.0,0.8,6.0,3.0,,16.3237852,80.4790994,"autonagar pedakakani guntur, Andhra Pradesh, India",True
4384,"Borewell In Front Of M/S Bhageeradha Chemicals & Industries Ltd,",Groundwater,ANDHRA PRADESH,2019,Unsafe,33.12,"pH Out of Range, High BOD",27.0,,4.4,7.8,500.0,1.3,7.3,2.5,,17.6542943,83.0885535,"chemicals industries, Andhra Pradesh, India",True
4392,"Borewell Near Sri Govindaraja Swamy Temple, Tirupati Town",Groundwater,ANDHRA PRADESH,2019,Unsafe,30.59,"pH Out of Range, High BOD",32.0,,5.05,6.7,500.0,0.5,2.365,2.0,,17.6960477,83.2928886,"town, Andhra Pradesh, India",True
4393,"Closed Msw Dumpsite, Ukkayapalli (V), Kadapa (M)",Groundwater,ANDHRA PRADESH,2019,Unsafe,35.03,"pH Out of Range, High BOD",25.0,,3.9,7.3,500.0,1.65,6.55,2.0,,14.4752936,78.8216861,"kadapa, Andhra Pradesh, India",True
4394,"Borewell At Apllc Office Industrial Estate Growth Centre, Thumakunta, Hindupur (M)",Groundwater,ANDHRA PRADESH,2019,Unsafe,33.52,"pH Out of Range, High BOD",25.5,,4.3,6.7,500.0,1.0,10.85,2.0,,13.8306127,77.492635,"hindupur, Andhra Pradesh, India",True
