stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg,latitude,longitude,geocode_query,geocoded
1533,"Digboi, Tinsukia Distt",Groundwater,ASSAM,2016,Safe,13.16,,21.0,,6.6,200.0,2.8,0.1,,2100.0,,27.3956145,95.614868,"digboi tinsukia distt, Assam, India",True
1534,Karbi Anglong Distt,Groundwater,ASSAM,2016,Safe,11.1,,25.0,,6.55,694.0,2.0,0.3,,,,26.0712781,93.4552969,"karbi anglong distt, Assam, India",True
1535,Sibsagar,Groundwater,ASSAM,2016,Safe,9.16,,23.5,,6.5,245.5,1.65,0.2,,,,26.9834936,94.6394226,"sibsagar, Assam, India",True
1536,Sibsagar,Groundwater,ASSAM,2016,Unsafe,13.26,pH Out of Range,24.0,,6.4,186.0,2.25,0.25,,,,26.9834936,94.6394226,"sibsagar, Assam, India",True
1537,(Jorhat,Groundwater,ASSAM,2016,Safe,11.93,,25.0,,6.5,170.0,2.15,3.05,,,,26.7577925,94.2079645,"jorhat, Assam, India",True
1538,Silchar,Groundwater,ASSAM,2016,Unsafe,5.76,pH Out of Range,26.5,,5.9,74.0,0.7,0.55,,73.0,,24.830302,92.7875689,"silchar, Assam, India",True
1539,Barpeta,Groundwater,ASSAM,2016,Safe,10.45,,29.0,,6.95,255.0,2.3,3.15,,1455.0,,26.345941,91.039708,"barpeta, Assam, India",True
1540,Bonaigaon,Groundwater,ASSAM,2016,Unsafe,4.75,pH Out of Range,29.5,,6.35,426.0,1.05,7.15,,73.0,,,,,False
1541,Guwahati,Groundwater,ASSAM,2016,Unsafe,12.65,High BOD,26.5,,6.75,241.5,3.3,0.2,,330.0,,26.1805978,91.753943,"guwahati, Assam, India",True
1542,Guwahati,Groundwater,ASSAM,2016,Unsafe,20.54,High BOD,24.0,,6.6,587.5,3.7,7.4,,,,26.1805978,91.753943,"guwahati, Assam, India",True
2243,"Ground Water From Ledo, Margherita",Groundwater,ASSAM,2016,Safe,10.82,,22.0,,6.95,223.0,1.95,0.1,,,,27.2945211,95.73688,"ledo margherita, Assam, India",True
2244,Ground Water From Nazira,Groundwater,ASSAM,2016,Safe,6.89,,24.5,,7.05,197.5,1.85,0.15,,36.0,,26.8622087,94.7183167,"nazira, Assam, India",True
2245,Ground Water From Numaligarh (Near Nrl Te Labor Colony),Groundwater,ASSAM,2016,Unsafe,7.35,pH Out of Range,26.0,,6.05,102.5,0.7,1.05,,,,26.7472242,94.2480731,"colony, Assam, India",True
2246,Ground Water From Semenchapari,Groundwater,ASSAM,2016,Safe,8.05,,22.5,,7.05,151.0,1.45,0.2,,,,,,,False
2247,Ground Water From Silapathar,Groundwater,ASSAM,2016,Safe,9.16,,23.0,,7.3,224.0,1.65,0.2,,,,27.5893833,94.7255857,"silapathar, Assam, India",True
2248,Ground Water From Lakhimpur Town,Groundwater,ASSAM,2016,Unsafe,6.07,pH Out of Range,25.0,,6.2,191.5,1.2,0.3,,72.0,,27.236211,94.1038765,"lakhimpur town, Assam, India",True
2249,Ground Water From Tezpur (Mission Chariali),Groundwater,ASSAM,2016,Safe,8.0,,24.5,,6.65,126.5,2.15,0.35,,36.0,,26.352039,92.6906592,"mission chariali, Assam, India",True
2250,Ground Water From Nagaon (Panigaon),Groundwater,ASSAM,2016,Unsafe,7.14,pH Out of Range,29.0,,6.35,266.5,1.55,0.2,,480.0,,26.3480551,92.698018,"nagaon panigaon, Assam, India",True
2251,Ground Water From Jagiroad Near Hpc Effluent Discharge Point,Groundwater,ASSAM,2016,Unsafe,14.78,pH Out of Range,31.0,,5.8,882.0,2.7,10.15,,900.0,,,,,False
2252,Ground Water Near Msw Dumping Site At Garchuk-Guwahati,Groundwater,ASSAM,2016,Safe,5.51,,24.0,,6.75,295.0,0.95,0.1,,1500.0,,26.11114,91.6853199,"garchuk guwahati, Assam, India",True
2253,Ground Water From Nalbari,Groundwater,ASSAM,2016,Safe,10.82,,25.5,,6.9,308.0,1.95,0.6,,,,26.3533632,91.3983662,"nalbari, Assam, India",True
2254,Ground Water From Barpeta Road(Rly Station),Groundwater,ASSAM,2016,Safe,8.6,,29.5,,6.95,635.5,2.0,0.85,,900.0,,26.5021259,90.9645713,"barpeta station, Assam, India",True
2255,"Ground Water Near Bprl, Dhaligaon",Groundwater,ASSAM,2016,Safe,5.28,,29.0,,6.55,204.5,1.4,5.05,,73.0,,26.4958001,90.5226391,"dhaligaon, Assam, India",True
2256,Ground Water From Kokrajhar District (Hs School ),Groundwater,ASSAM,2016,Unsafe,6.06,pH Out of Range,29.0,,6.05,148.5,1.0,0.15,,36.0,,26.4912104,90.1215209,"kokrajhar district, Assam, India",True
2257,Ground Water From Dhubri District (College Nagar ),Groundwater,ASSAM,2016,Unsafe,7.2,High Total Coliform,29.5,,7.25,440.0,0.9,0.1,,2900.0,,26.7503197,94.1821094,"district nagar, Assam, India",True
