stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg,latitude,longitude,geocode_query,geocoded
1533,"Ground Water At Digboi, Tinsukia Distt., Assam",Groundwater,ASSAM,2019,Unsafe,50.01,"pH Out of Range, High BOD",22.5,,0.0,6.65,298.5,2.15,0.8,2.0,,27.4872179,95.3673215,"tinsukia distt. assam, Assam, India",True
1534,"Ground Water At Karbi Anglong Distt., Assam",Groundwater,ASSAM,2019,Unsafe,50.01,"pH Out of Range, High BOD",23.5,,0.0,6.8,78.5,2.7,1.05,2.0,,25.8403569,93.4336966,"ground karbi anglong distt. assam, Assam, India",True
1535,"Ground Water At Sibsagar Govt Me School Ward 6, Red Cross Road , Assam",Groundwater,ASSAM,2019,Unsafe,50.01,"pH Out of Range, High BOD",24.0,,0.0,7.35,251.5,2.3,1.1,2.0,,27.4866655,94.9146622,"cross assam, Assam, India",True
1536,Ground Water Near Bpms H.S. School Sonari Town Dist Charaideo,Groundwater,ASSAM,2019,Unsafe,50.01,"pH Out of Range, High BOD",27.0,,0.0,7.55,264.5,1.5,0.85,2.0,,27.0263746,95.0195484,"town dist charaideo, Assam, India",True
1537,"Ground Water At (Jorhat, Assam)",Groundwater,ASSAM,2019,Unsafe,50.01,"pH Out of Range, High BOD",25.0,,0.0,7.25,183.5,1.7,2.2,2.0,,26.7323339,94.2237231,"ground jorhat assam, Assam, India",True
1538,"Ground Water At Silchar, Assam",Groundwater,ASSAM,2019,Unsafe,50.01,"pH Out of Range, High BOD",23.5,,0.0,6.35,106.0,1.6,1.35,2.0,,24.7566951,92.780956,"ground silchar assam, Assam, India",True
1539,"Ground Water At Barpeta, Assam",Groundwater,ASSAM,2019,Unsafe,50.01,"pH Out of Range, High BOD",26.5,,0.0,7.35,428.0,1.45,0.7,2.0,,26.3304208,91.006361,"barpeta assam, Assam, India",True
1540,"Ground Water At Bonaigaon, Assam",Groundwater,ASSAM,2019,Unsafe,50.01,"pH Out of Range, High BOD",27.0,,0.0,7.25,107.0,1.6,1.15,2.0,,26.5123654,93.9715725,"assam, Assam, India",True
1541,"Ground Water At Noonmati Guwahati, Assam",Groundwater,ASSAM,2019,Unsafe,50.01,"pH Out of Range, High BOD",25.5,,0.0,7.15,316.0,1.2,1.65,2.0,,26.1979372,91.7998576,"noonmati guwahati assam, Assam, India",True
1542,"Ground Water At Sijubari Mazar, Natboma Hatigaon",Groundwater,ASSAM,2019,Unsafe,50.01,"pH Out of Range, High BOD",25.5,,0.0,7.05,46.5,2.05,0.85,2.0,,26.1295619,91.767685,"natboma hatigaon, Assam, India",True
2243,"Ground Water From Ledo, Margherita, Assam",Groundwater,ASSAM,2019,Unsafe,50.01,"pH Out of Range, High BOD",22.0,,0.0,6.0,217.5,2.25,0.8,2.0,,27.2945211,95.73688,"ledo margherita assam, Assam, India",True
2244,"Ground Water From Nazira, Assam",Groundwater,ASSAM,2019,Unsafe,50.01,"pH Out of Range, High BOD",27.5,,0.0,7.45,264.0,1.4,1.5,2.0,,26.8622087,94.7183167,"nazira assam, Assam, India",True
2245,"Ground Water From Numaligarh (Near Nrl Te Labor Colony), Assam",Groundwater,ASSAM,2019,Unsafe,50.01,"pH Out of Range, High BOD",25.5,,0.0,6.0,128.0,2.75,1.0,2.0,,26.7472242,94.2480731,"colony assam, Assam, India",True
2246,"Ground Water From Semenchapari, Assam",Groundwater,ASSAM,2019,Unsafe,50.01,"pH Out of Range, High BOD",21.0,,0.0,7.1,126.5,1.6,0.85,2.0,,26.5123654,93.9715725,"assam, Assam, India",True
2247,"Ground Water From Silapathar, Assam",Groundwater,ASSAM,2019,Unsafe,50.01,"pH Out of Range, High BOD",21.0,,0.0,6.85,107.0,1.5,0.9,2.0,,27.5893833,94.7255857,"silapathar assam, Assam, India",True
2248,"Ground Water From Lakhimpur Town, Assam",Groundwater,ASSAM,2019,Unsafe,50.01,"pH Out of Range, High BOD",29.0,,0.0,7.05,137.5,2.45,0.75,2.0,,27.236211,94.1038765,"lakhimpur town assam, Assam, India",True
2249,"Ground Water From Tezpur (Mission Chariali), Assam",Groundwater,ASSAM,2019,Unsafe,50.0,"pH Out of Range, High BOD",26.5,,0.0,6.95,202.5,1.5,0.5,2.0,,26.352039,92.6906592,"mission chariali assam, Assam, India",True
2250,"Ground Water From Nagaon (Panigaon), Assam",Groundwater,ASSAM,2019,Unsafe,50.01,"pH Out of Range, High BOD",26.5,,0.0,7.2,264.0,1.6,1.15,2.0,,26.3480551,92.698018,"nagaon panigaon assam, Assam, India",True
2251,"Ground Water From Jagiroad Near Hpc Effluent Discharge Point, Assam",Groundwater,ASSAM,2019,Unsafe,50.01,"pH Out of Range, High BOD",28.0,,0.0,6.3,479.5,2.65,1.15,2.0,,26.5123654,93.9715725,"assam, Assam, India",True
2252,"Ground Water Near Msw Dumping Site At Garchuk- Guwahati, Assam",Groundwater,ASSAM,2019,Unsafe,50.01,"pH Out of Range, High BOD",25.5,,0.0,7.05,166.0,2.9,0.75,2.0,,26.11114,91.6853199,"garchuk guwahati assam, Assam, India",True
2253,"Ground Water From Nalbari, Assam",Groundwater,ASSAM,2019,Unsafe,50.01,"pH Out of Range, High BOD",27.5,,0.0,7.3,236.0,2.7,0.85,2.0,,26.3533632,91.3983662,"nalbari assam, Assam, India",True
2254,"Ground Water From Barpeta Road(Rly Station), Assam",Groundwater,ASSAM,2019,Unsafe,50.01,"pH Out of Range, High BOD",28.0,,0.0,7.3,314.0,1.35,0.85,2.0,,26.5021259,90.9645713,"barpeta station assam, Assam, India",True
