monitoring_location,stn_code,latitude,longitude,geocode_query,geocoded
U/S Of Weir Site Of Wtp Near Ashwani Bridge,4428,31.0991331,77.1283501,"ashwani, Himachal Pradesh, India",True
D/S Of Ashwani Khad (After Confluence Of Lift Nallah),4429,32.2637513,77.2436247,"nallah, Himachal Pradesh, India",True
Raw Water From At Gumma Nauti Khad,4424,31.185854,77.2181946,"nauti khad, Himachal Pradesh, India",True
Dhauli Khad At Charan Ganga Medi,4432,,,,False
Shikari Before Confluence To River Pabbar Near Hrtc Rohru Bus Stand,4431,32.109274,76.5366901,"stand, Himachal Pradesh, India",True
"Tons River, Sirmaur",1510,30.7006048,77.7509359,"tons river sirmaur, Himachal Pradesh, India",True
River Giri D/S Rajgarh Town,4027,30.84961,77.29569,"rajgarh town, Himachal Pradesh, India",True
River Giri U/S Proposed Site Of Sri Renukaji Dam Site.,4441,30.6108093,77.4517345,"renukaji, Himachal Pradesh, India",True
River Giri D/S Proposed Site Of Sri Renukaji Dam Site Near Bridge At Dadahu- Renukaji,4442,30.6108093,77.4517345,"renukaji, Himachal Pradesh, India",True
"River Giri D/S Laigidhar Trust, Baru Sahib",4028,30.7548782,77.2957224,"baru sahib, Himachal Pradesh, India",True
River Giri U/S Chailla,4427,31.0983109,77.4261187,"chailla, Himachal Pradesh, India",True
Giri River U/S Lwss At Sainj,3877,31.7796376,77.5258661,"sainj, Himachal Pradesh, India",True
Giri River D/S Lwss At Sainj,3878,31.7796376,77.5258661,"sainj, Himachal Pradesh, India",True
"Giri River D/S Cement Corporation Of India, Rajban",3860,30.5177997,77.6583134,"rajban, Himachal Pradesh, India",True
"Giri River After Confluence Of Ashwani River At Giripul, Yashwant Nagar",3876,32.1135887,77.171316,"nagar, Himachal Pradesh, India",True
Well At Paonta Sahib,1556,30.4384439,77.6211774,"paonta sahib, Himachal Pradesh, India",True
Ground Water At Damtal,1561,32.2539125,75.6722344,"damtal, Himachal Pradesh, India",True
Well At Una,1562,32.2369682,76.3248777,"well, Himachal Pradesh, India",True
Ground Water At Solan- D/S Of Msw Dumping Site Salogra,1874,30.934895,77.1308917,"salogra, Himachal Pradesh, India",True
Hand Pump At Mandi Town,2629,31.5231759,76.8863657,"mandi town, Himachal Pradesh, India",True
Hand Pump At Chamba Town,2641,32.2458877,77.1903951,"town, Himachal Pradesh, India",True
Hand Pump At Nahan,2645,30.5601803,77.2923596,"nahan, Himachal Pradesh, India",True
Hand Pump At Kala Amb,2646,31.6928633,76.796236,"kala, Himachal Pradesh, India",True
Hand Pump At Tahliwal Ia,2647,31.3491982,76.2691449,"tahliwal, Himachal Pradesh, India",True
Hand Pump At Keylong,2648,32.5713398,77.0345199,"keylong, Himachal Pradesh, India",True
Handpump At Village Mugia Near Shiv Temple,4456,31.6418174,76.8171615,"shiv temple, Himachal Pradesh, India",True
"Lift Water Supply Scheme For Dharamshala Town, Near Hotel Dhauladhar Heights Dari, Dharamshala",4467,32.204346,76.3296843,"dari dharamshala, Himachal Pradesh, India",True
"Water Supply Scheme Dari, Mela Ground Dari, Dharamshala",4468,32.1981113,76.3371528,"ground dari dharamshala, Himachal Pradesh, India",True
"Water Supply Scheme Nagrota Town, Near Police Station, Nagrota Bagwan",4472,32.1085062,76.3887448,"station nagrota bagwan, Himachal Pradesh, India",True
"River Markanda At Paonta, Distt. Sirmour",1871,30.4968292,77.4733243,"sirmour, Himachal Pradesh, India",True
River Markanda U/S Kala Amb,2624,31.6928633,76.796236,"kala, Himachal Pradesh, India",True
River Markanda D/S Of Salani Khad,3862,31.7776686,76.9049191,"khad, Himachal Pradesh, India",True
River Markanda D/S Of Moginand Nala,3864,31.0743821,77.2879136,"nala, Himachal Pradesh, India",True
River Alhi Nog(Near Water Supply Scheme Intake)Tributary Of River Satluj,4464,31.7052776,76.9372256,"satluj, Himachal Pradesh, India",True
River Harabagh(Intake From Bbmb Source-Bbmb Adit Harabgh)Wate Spring,4465,32.2062827,76.3713131,"spring, Himachal Pradesh, India",True
"River Gaj Water Supply Scheme Dharamshala Town, Near Dharamshala Cantt.",4469,32.1879215,76.3609254,"dharamshala cantt., Himachal Pradesh, India",True
River Bather Water Supply Scheme Daramshala Town Near Dal Lake,4470,30.609078,77.4615544,"lake, Himachal Pradesh, India",True
"River Neugal (Water Supply Scheme Palampur Town, Bandla, Palampur",4471,32.1137449,76.5345689,"bandla palampur, Himachal Pradesh, India",True
River Ashwani At Sadhupul (U/S Of Bridge Towards Chail.),4479,30.9689104,77.1981859,"chail., Himachal Pradesh, India",True
River Markanda At Kala Amb U/S (H.P),30008,31.6928633,76.796236,"kala, Himachal Pradesh, India",True
River Koshalya At U/S Parwanoo,30013,30.837887,76.9601747,"parwanoo, Himachal Pradesh, India",True
3861,10,30.8201912,77.2390968,"3861, Himachal Pradesh, India",True
3863,11,30.8201912,77.2390968,"3863, Himachal Pradesh, India",True
3865,12,30.8201912,77.2390968,"3865, Himachal Pradesh, India",True
3867,13,30.8201912,77.2390968,"3867, Himachal Pradesh, India",True
3868,14,30.8201912,77.2390968,"3868, Himachal Pradesh, India",True
3875,15,30.8201912,77.2390968,"3875, Himachal Pradesh, India",True
3879,16,30.8201912,77.2390968,"3879, Himachal Pradesh, India",True
3881,18,30.8201912,77.2390968,"3881, Himachal Pradesh, India",True
4029,19,30.8201912,77.2390968,"4029, Himachal Pradesh, India",True
4034,20,30.8201912,77.2390968,"4034, Himachal Pradesh, India",True
4035,21,30.8201912,77.2390968,"4035, Himachal Pradesh, India",True
4425,22,30.8201912,77.2390968,"4425, Himachal Pradesh, India",True
4430,23,30.8201912,77.2390968,"4430, Himachal Pradesh, India",True
4454,24,30.8201912,77.2390968,"4454, Himachal Pradesh, India",True
4455,25,30.8201912,77.2390968,"4455, Himachal Pradesh, India",True
4462,26,30.8201912,77.2390968,"4462, Himachal Pradesh, India",True
4463,27,30.8201912,77.2390968,"4463, Himachal Pradesh, India",True
4466,28,30.8201912,77.2390968,"4466, Himachal Pradesh, India",True
4474,29,30.8201912,77.2390968,"4474, Himachal Pradesh, India",True
4475,30,30.8201912,77.2390968,"4475, Himachal Pradesh, India",True
4476,31,30.8201912,77.2390968,"4476, Himachal Pradesh, India",True
4477,32,30.8201912,77.2390968,"4477, Himachal Pradesh, India",True
4480,33,30.8201912,77.2390968,"4480, Himachal Pradesh, India",True
4481,34,30.8201912,77.2390968,"4481, Himachal Pradesh, India",True
4482,35,30.8201912,77.2390968,"4482, Himachal Pradesh, India",True
River Sutlej At Karcham Drain,3870,,,,False
Charan Khand U/S Bhagsunag,4460,32.243964,76.3334748,"bhagsunag, Himachal Pradesh, India",True
"Yamuna River, U/S Paonta Sahib",1553,30.4384439,77.6211774,"paonta sahib, Himachal Pradesh, India",True
"Yamuna River, D/S Paonta Sahib",1554,30.4384439,77.6211774,"paonta sahib, Himachal Pradesh, India",True
Tons River At Sirmaur,1510,30.7006048,77.7509359,"tons river sirmaur, Himachal Pradesh, India",True
Ground Water At Nalagarh,1560,31.1059814,76.6567018,"nalagarh, Himachal Pradesh, India",True
Ground Water At Parwanoo Industrial Area,1876,31.4024304,76.4129499,"industrial, Himachal Pradesh, India",True
Well At Baddi,1558,30.9763026,76.7674001,"baddi, Himachal Pradesh, India",True
Well At Parwanoo,1557,30.837887,76.9601747,"parwanoo, Himachal Pradesh, India",True
River Beas At U/S Manali,1001,32.2397708,77.1910992,"beas manali, Himachal Pradesh, India",True
River Beas At D/S Manali,2601,32.2397708,77.1910992,"beas manali, Himachal Pradesh, India",True
River Beas Before Confluence To Manalsu Nallah,3866,32.2637513,77.2436247,"nallah, Himachal Pradesh, India",True
River Beas At U/S Kullu,2602,32.2397708,77.1910992,"beas kullu, Himachal Pradesh, India",True
River Beas At D/S Kulu,1002,31.938562,77.1111971,"beas kulu, Himachal Pradesh, India",True
River Beas At D/S Aut,1003,31.8090021,77.1883368,"beas aut, Himachal Pradesh, India",True
River Beas At U/S Pandoh Dam,1004,31.6737338,77.0493132,"beas pandoh, Himachal Pradesh, India",True
River Beas At D/S Pandoh Dam,2603,31.6737338,77.0493132,"beas pandoh, Himachal Pradesh, India",True
River Beas At Exit Of Tunnel Dehal Power House,1005,31.4130832,76.8686123,"power house, Himachal Pradesh, India",True
River Beas U/S Mandi,1550,31.8298121,76.7833034,"beas mandi, Himachal Pradesh, India",True
River Beas At D/S Mandi,1006,31.8298121,76.7833034,"beas mandi, Himachal Pradesh, India",True
River Beas At D/S Jaisinghpur,2604,31.827237,76.4766998,"beas jaisinghpur, Himachal Pradesh, India",True
River Beas At D/S Alampur,1007,31.827237,76.4766998,"beas alampur, Himachal Pradesh, India",True
River Beas At D/S Pong Dam,1009,32.003759,76.0493876,"pong, Himachal Pradesh, India",True
River Beas At D/S Dehragopipur,1008,,,,False
"River Sutlej River B/C With River Spiti At Khab, Distt.Kinnaur",1867,31.4276016,78.2646884,"distt.kinnaur, Himachal Pradesh, India",True
River Sutlej At Khab,2611,31.7998055,78.6442982,"khab, Himachal Pradesh, India",True
River Sutlej D/S Tidong Hep,3872,31.4597265,78.5667887,"tidong, Himachal Pradesh, India",True
River Sutlej D/S Power House Kashang Hep,3871,31.6043,78.18326,"kashang, Himachal Pradesh, India",True
River Sutlej At Neptha Zakhai,1389,,,,False
River Sutlej D/S Trt Of Rampur Hydel Electric Project,3869,32.1833358,76.5574889,"electric project, Himachal Pradesh, India",True
River Sutlej At U/S Rampur,1086,31.4408018,77.6281589,"sutlej rampur, Himachal Pradesh, India",True
River Sutlej At D/S Rampur,1087,31.4408018,77.6281589,"sutlej rampur, Himachal Pradesh, India",True
River Sutlej At U/S Tatapani,1013,32.12184,76.7181153,"tatapani, Himachal Pradesh, India",True
River Sutlej U/S Khairian Solid Waste Dumping Site Bilaspur,4032,31.3380959,76.7611631,"bilaspur, Himachal Pradesh, India",True
River Sutlej D/S Khairian Solid Waste Dumping Site Bilaspur,4033,31.3380959,76.7611631,"bilaspur, Himachal Pradesh, India",True
River Sutlej At Nangal (H.P.),30009,31.1149319,77.101821,"h.p., Himachal Pradesh, India",True
River Sutlej At U/S Slapper,1014,31.4150054,76.8620008,"slapper, Himachal Pradesh, India",True
River Sutlej At D/S Slapper,1015,31.4150054,76.8620008,"slapper, Himachal Pradesh, India",True
River Sutlej At D/S Bhakhra,1016,,,,False
River Ravi At U/S Madhopur,1088,32.2360562,75.6260843,"madhopur, Himachal Pradesh, India",True
River Ravi At U/S Chamba,1089,32.6923316,76.1631552,"chamba, Himachal Pradesh, India",True
River Ravi At Chamera Reservoir,2614,32.003759,76.0493876,"reservoir, Himachal Pradesh, India",True
River Ravi At D/S Chamera Iii Hep,2615,31.1550312,77.5138879,"chamera, Himachal Pradesh, India",True
River Ravi At D/S Of Chamba Town,2613,32.2458877,77.1903951,"town, Himachal Pradesh, India",True
River Parvati Before Conf. To River Beas,1290,32.2397708,77.1910992,"river beas, Himachal Pradesh, India",True
River Parvati At U/S Manikaran,2605,32.0107993,77.3159503,"parvati manikaran, Himachal Pradesh, India",True
River Parvati At D/S Manikaran,2606,32.0107993,77.3159503,"parvati manikaran, Himachal Pradesh, India",True
"River Largi At D/S, Dwada Himachal Pradesh",1090,31.2849567,76.7829197,"himachal pradesh, Himachal Pradesh, India",True
River Sirsa U/S Sitomajri Nallahgarh,1551,,,,False
River Sirsa D/S Nalagarh Bridge,1552,31.1059814,76.6567018,"nalagarh, Himachal Pradesh, India",True
River Sirsa At D/S Nalagarh Distt. Solan,1868,31.1059814,76.6567018,"nalagarh distt. solan, Himachal Pradesh, India",True
River Sirsa U/S Sandholi Nallah,4485,32.2637513,77.2436247,"nallah, Himachal Pradesh, India",True
River Sirsa D/S Housing Board Nallah,4487,32.2637513,77.2436247,"nallah, Himachal Pradesh, India",True
River Sirsa D/S River Ratta,4489,,,,False
River Siuel At D/S Surgani,2616,,,,False
River Suketi Khad At D/S Mandi,2607,31.6196286,76.945837,"suketi khad mandi, Himachal Pradesh, India",True
River Binwa At D/S Paprola/Baijnath,2608,32.0525381,76.6348774,"paprola/baijnath, Himachal Pradesh, India",True
River Neugal At D/S Thural,2609,32.019593,76.4548985,"neugal thural, Himachal Pradesh, India",True
River Spiti At Khab,2610,31.7998055,78.6442982,"khab, Himachal Pradesh, India",True
River Baspa At U/S Reservoir Baspa Project,2612,31.9901471,76.8072656,"project, Himachal Pradesh, India",True
River Swan U/S Gagret,3856,31.6620976,76.0624707,"gagret, Himachal Pradesh, India",True
River Swan D/S Gagret,3857,31.6620976,76.0624707,"gagret, Himachal Pradesh, India",True
River Swan U/S Santoshgarh Bridge,3858,,,,False
River Swan U/S Una Town Ghalluwal Bridge,3859,,,,False
River Swan B/C Of Garni Khad,4030,31.7776686,76.9049191,"khad, Himachal Pradesh, India",True
River Swan River A/C Garni Khad,4031,31.7776686,76.9049191,"khad, Himachal Pradesh, India",True
River Swan At D/S Nangal Distt. Una,1869,31.3918028,76.2835593,"swan nangal distt. una, Himachal Pradesh, India",True
River Pabbar At U/S Dhambari,2617,,,,False
River Pabbar At U/S Rohru,2618,31.1973022,77.7463562,"pabbar rohru, Himachal Pradesh, India",True
River Alhi Nog(Near Water Supply Scheme,4464,,,,False
River Ashwani At U/S Yashwant Nagar,2620,32.1135887,77.171316,"nagar, Himachal Pradesh, India",True
River Baner Khad U/S Chamunda Temple,4457,32.1835023,76.4370533,"chamunda temple, Himachal Pradesh, India",True
River Baner Khad D/S Chamunda Temple,4458,32.1835023,76.4370533,"chamunda temple, Himachal Pradesh, India",True
Ashwini Khad U/S Of Weir Site Of Wtp Near Ashwani Bridge,4428,31.0991331,77.1283501,"ashwani, Himachal Pradesh, India",True
Raw Water At Gumma Nauti Khad,4424,31.185854,77.2181946,"nauti khad, Himachal Pradesh, India",True
Shikari Khad B/ C River Pabbar Near Hrtc Rohru Bus Stand,4431,32.109274,76.5366901,"stand, Himachal Pradesh, India",True
River Batta At U/S Paonta,2626,30.4384439,77.6211774,"paonta, Himachal Pradesh, India",True
River Batta Before Confluence To Yamuna,2627,31.1300882,77.1700544,"yamuna, Himachal Pradesh, India",True
River Yamuna At Ponta Sahib,30027,30.4384439,77.6211774,"sahib, Himachal Pradesh, India",True
River Yamuna U/S Paonta Sahib,1553,30.4350018,77.6239468,"yamuna paonta sahib, Himachal Pradesh, India",True
River Yamuna D/S Paonta Sahib,1554,30.4350018,77.6239468,"yamuna paonta sahib, Himachal Pradesh, India",True
River Yamuna U/S Ranbaxy,4439,,,,False
River Yamuna D/S Ranbaxy,4440,,,,False
River Tons Sirmaur,1510,30.7006048,77.7509359,"tons sirmaur, Himachal Pradesh, India",True
River Giri At D/S Yashwant Nagar,2621,32.1135887,77.171316,"nagar, Himachal Pradesh, India",True
"River Giri After Confluence Of Ashwani River At Giripul, Yashwant Nagar",3876,32.1135887,77.171316,"nagar, Himachal Pradesh, India",True
River Giri At U/S Cci Mines,2622,31.8039745,76.9495803,"mines, Himachal Pradesh, India",True
River Giri D/S Sataun,2623,30.5581131,77.6385378,"sataun, Himachal Pradesh, India",True
River Giri U/S Lwss At Sainj,3877,31.7796376,77.5258661,"sainj, Himachal Pradesh, India",True
River Giri D/S Lwss At Sainj,3878,31.7796376,77.5258661,"sainj, Himachal Pradesh, India",True
"River Giri D/S Cement Corporation Of India, Rajban",3860,30.5177997,77.6583134,"rajban, Himachal Pradesh, India",True
River Pabbar At D/S Swarakuddu,2619,,,,False
"Tubewell Near Jsv Pump Station Residential Area Kheri, Kala Amb,",1555,31.6928633,76.796236,"kala, Himachal Pradesh, India",True
Borewell Near Jsv Tank Heerpur At Paonta Sahib,1556,30.4384439,77.6211774,"paonta sahib, Himachal Pradesh, India",True
Borewell At Gabriel India Ltd. Industrial Area Parwanoo,1557,30.837887,76.9601747,"parwanoo, Himachal Pradesh, India",True
Ground Water Near Vmt Spinning At Baddi,1558,30.9763026,76.7674001,"baddi, Himachal Pradesh, India",True
Ground Water Near High Valley Residential Colony Barotiwala At Barotiwala,1559,30.9058213,76.8401329,"barotiwala barotiwala, Himachal Pradesh, India",True
Ground Water Near Durga Temple Rajpura Road Nalagarh At Nalagarh,1560,31.042466,76.7176443,"nalagarh nalagarh, Himachal Pradesh, India",True
Ground Water Near Ram Gopal Temple At Damtal,1561,32.2539125,75.6722344,"damtal, Himachal Pradesh, India",True
Borewell Near Isbt Una,1562,31.4694905,76.2659132,"isbt una, Himachal Pradesh, India",True
Ground Water U/S Of Msw Dumping Site At Dharamshala Kangra,1873,32.1978182,76.3211613,"dharamshala kangra, Himachal Pradesh, India",True
"Spring Source (Ground Water) Below Swm Site At Salogra, Vill. Salogra, Distt. Solan",1874,30.934895,77.1308917,"salogra distt. solan, Himachal Pradesh, India",True
Borewell At Hpmc Parwanoo,1876,30.837887,76.9601747,"parwanoo, Himachal Pradesh, India",True
Ground Water Near Usv Limited Hpsidc Baddi At Baddi Industrial Area,1877,31.4024304,76.4129499,"industrial, Himachal Pradesh, India",True
Ground Water (Near Electricity Office Barotiwala) Barotiwala Industrial Area,1878,31.4024304,76.4129499,"industrial, Himachal Pradesh, India",True
Ground Water (Near Acme Formulation Nalagarh) Nalagarh Industrial Area,1879,31.4024304,76.4129499,"industrial, Himachal Pradesh, India",True
Tubewell Opposite Iiit College Of Engineering Near Industrial Area Johron Kala Amb,1880,31.6928633,76.796236,"kala, Himachal Pradesh, India",True
"Borewell Near Jsv Tank, Swca Office At Gondpur, Industrial Area, Paonta Sahib",1881,30.4384439,77.6211774,"paonta sahib, Himachal Pradesh, India",True
Borewell Near Overhead Tank Of Iada Mehatpur Industrial Area,1882,31.4024304,76.4129499,"industrial, Himachal Pradesh, India",True
Hand Pump Near The Bus Stop At Workshop Chowk,2628,31.6075891,76.9142821,"chowk, Himachal Pradesh, India",True
Hand Pump At Mandi Town (Near Canara Bank),2629,32.2258818,76.3248047,"canara bank, Himachal Pradesh, India",True
Handpump Near Exit Gate Of Bus Stand Hamirpur,2630,31.6539866,76.5403633,"hamirpur, Himachal Pradesh, India",True
Hand Pump Inside The Bus Stand At Nadaun Town,2631,31.7819445,76.3434752,"nadaun town, Himachal Pradesh, India",True
Hand Pump At Bilaspur Town (Near Laxminarayan Temple),2632,32.1961808,76.280458,"temple, Himachal Pradesh, India",True
Hand Pump Near Vijaynagar Totu Shimla,2634,31.0996971,77.123192,"totu shimla, Himachal Pradesh, India",True
Hand Pump Near Nogli At Rampur,2635,31.4011031,77.6385033,"nogli rampur, Himachal Pradesh, India",True
Hand Pump Near Kangra Temple,2636,32.2332838,76.3249012,"kangra temple, Himachal Pradesh, India",True
Borewell Near Chintpurni Temple At Una Town,2638,31.5226761,76.8860161,"temple town, Himachal Pradesh, India",True
Hand Pump Near Chamunda Devi Temple,2639,32.1926888,76.4504114,"chamunda devi temple, Himachal Pradesh, India",True
Hand Pump Near Sansarpur Terrace Industrial Area,2640,31.4024304,76.4129499,"industrial, Himachal Pradesh, India",True
Hand Pump Near Texi Stand Chamba Town,2641,32.2458877,77.1903951,"town, Himachal Pradesh, India",True
Hand Pump Near Hotel Pine Wood At Dalhousie Road,2642,32.5435755,75.9448409,"dalhousie, Himachal Pradesh, India",True
Hand Pump At Nahan Near Police Post Gunnughat,2645,30.5620156,77.2946222,"post gunnughat, Himachal Pradesh, India",True
Hand Pump Near Moginanad At Kala Amb,2646,31.6928633,76.796236,"kala, Himachal Pradesh, India",True
Hand Pump At Tahliwal Bazar,2647,31.1278136,77.2291016,"bazar, Himachal Pradesh, India",True
Borewell Near Una-Haroli Bridge Industrial Area Jeetpur Behri,4434,31.5646505,77.0266807,"behri, Himachal Pradesh, India",True
Handpump Near Satsang Bhawan Village Mugla,4456,32.5381939,76.1369169,"mugla, Himachal Pradesh, India",True
Ground Water Intake Point Of Bbmb At Vill. Harabagh,4465,31.4796782,76.8714881,"harabagh, Himachal Pradesh, India",True
"Ground Water Near Lift Water Supply Scheme At Dari Dharamshala At Hotel Dhauladhar Heights Dari, Dharamshala",4467,32.204346,76.3296843,"dari dharamshala, Himachal Pradesh, India",True
"Ground Water Supply Scheme Near Mela Ground Dari, Dharamshala",4468,32.1981113,76.3371528,"ground dari dharamshala, Himachal Pradesh, India",True
Ground Water Near Supply Scheme At Nagrota Bhagwan,4472,,,,False
"Lifting Water Supply Scheme Shamshi, Near Sabji Mandi Bhunter, Tehsil Kullu",4478,31.9578974,77.1089232,"kullu, Himachal Pradesh, India",True
"Drinking Water Supply Scheme No. 7, Sanoli",4484,31.3514847,76.3403755,"sanoli, Himachal Pradesh, India",True
Ground Water Near Pulghrat Bridge Along National Highway,5249,,,,False
"Borewell In The Premises Of M/S Bhagwati Automobile, Plot No. 13, Indl Area Sauli Khad, Dist. Mandi",5250,31.7776686,76.9049191,"khad dist. mandi, Himachal Pradesh, India",True
"Grouund Water At Vpo Sanoli, Sub-Tehsil Mehtapur (Drinking Water Supply Scheme)",5258,,,,False
River Markanda After Confluence Of Rampur Jattan Moginand Nala,3864,31.0743821,77.2879136,"nala, Himachal Pradesh, India",True
River Markanda After Confluence With Salani Khad At Moginand Kala Amb,3862,31.6928633,76.796236,"kala, Himachal Pradesh, India",True
"River Markanda At Shambuwala, Distt. Sirmour",1871,30.4968292,77.4733243,"sirmour, Himachal Pradesh, India",True
"Sukhana Nallah At Parwanoo Near Kalka Barrier, Exit Point Of H. P.",1870,31.4690601,76.2658278,"exit, Himachal Pradesh, India",True
Sarvari Nallah Before Confluence To River Beas,3867,32.2397708,77.1910992,"river beas, Himachal Pradesh, India",True
Baragram Nallah Before Confluence To River Beas,3868,32.2397708,77.1910992,"river beas, Himachal Pradesh, India",True
Surajmukhi Nallah U/S Wss Galayana D/S Of Shoolini University,3875,30.8644984,77.1181494,"shoolini university, Himachal Pradesh, India",True
"Bhatian Nallah U/S Bhatian Village, Near Tvs Industry, Nalagarh",3879,31.0308528,76.6218104,"industry nalagarh, Himachal Pradesh, India",True
Raw Water For Lwss Of Churat Nallah,4425,32.2637513,77.2436247,"nallah, Himachal Pradesh, India",True
Raw Water For Lwss Of Jagroti Nallah,4426,32.2637513,77.2436247,"nallah, Himachal Pradesh, India",True
Jarangla Nallah U/S Water Supply Scheme,4454,,,,False
Kluin Nallah U/S Water Supply Scheme,4455,,,,False
Sainj Nallah (U/S Sainj Water Supply Scheme At Dargi),4462,31.223954,77.0467651,"dargi, Himachal Pradesh, India",True
Dhaneshar Nallah (U/S Sainj Water Supply Scheme) Near Gyasi Mata Mandir,4463,32.2002156,76.3101402,"mata mandir, Himachal Pradesh, India",True
Alhi Khad Near Intake Wss At Vill. Nog,4464,33.0906157,76.469779,"vill., Himachal Pradesh, India",True
Jarangla Nallah D/S Water Supply Scheme,4466,,,,False
Halog Nallah Near Halog Water Supply Scheme,4474,,,,False
"Machada Nallah, Majhouti Water Supply Scheme Near Nirath",4475,31.3693775,77.5422891,"nirath, Himachal Pradesh, India",True
Manalsu Nallah Near Water Supply Scheme For Manali Town,4476,32.2454608,77.1872926,"manali town, Himachal Pradesh, India",True
Khalada Nallah Near Water Supply Scheme For Kullu Town,4477,31.9578974,77.1089232,"kullu town, Himachal Pradesh, India",True
Surajmukhi Nallah D/S Stp At U/S Of Shoolini University Samti Solan,4480,30.9077569,77.1023645,"solan, Himachal Pradesh, India",True
"Hurla Nalla D/S Hurla Bridge, Vpo Hurla, Tehsil Bhunter, Dis. Kullu",5253,31.9578974,77.1089232,"kullu, Himachal Pradesh, India",True
"Kalam Nalla D/S Of Msw Processing Site At Chowri, Dist. Chamba",5257,32.226399,76.1701024,"dist. chamba, Himachal Pradesh, India",True
River Beas D/S Of Waste Processing Facility At Manali,4444,32.2454608,77.1872926,"manali, Himachal Pradesh, India",True
River Beas U/S Before Conf. Of Manalsu Nallah,3866,32.2637513,77.2436247,"nallah, Himachal Pradesh, India",True
"River Beas, U/S Kullu",2602,32.2397708,77.1910992,"beas kullu, Himachal Pradesh, India",True
River Beas D/S Of Waste Processing Facility At Kullu,4445,31.7708813,77.3084847,"facility kullu, Himachal Pradesh, India",True
River Beas D/S Kullu,1002,32.2397708,77.1910992,"beas kullu, Himachal Pradesh, India",True
River Beas D/S Aut,1003,31.8090021,77.1883368,"beas aut, Himachal Pradesh, India",True
"River Beas, D/S Pandoh Dam",2603,31.6737338,77.0493132,"beas pandoh, Himachal Pradesh, India",True
River Beas At Exit Of Dehar Power House,1005,31.4130832,76.8686123,"dehar power house, Himachal Pradesh, India",True
"Beas River, U/S Of Mandi Town",1550,31.5231759,76.8863657,"mandi town, Himachal Pradesh, India",True
River Beas D/S Mandi Town,1006,31.5231759,76.8863657,"mandi town, Himachal Pradesh, India",True
River Beas At Talwara (Pong Dam),30083,32.003759,76.0493876,"pong, Himachal Pradesh, India",True
River Sutlej Before Conf. With River Spiti At Khab,1867,31.7998055,78.6442982,"khab, Himachal Pradesh, India",True
River Sutlej After Conf. With River Spit At Khab,2611,31.7998055,78.6442982,"khab, Himachal Pradesh, India",True
River Sutlej Before Confluences With River Tidong,4448,31.4597265,78.5667887,"river tidong, Himachal Pradesh, India",True
River Sutlej After Confluences With River Tidong,4449,31.4597265,78.5667887,"river tidong, Himachal Pradesh, India",True
River Sutlej Before Confluences Of River Baspa,4452,31.350984,78.4141363,"river baspa, Himachal Pradesh, India",True
River Sutlej After Conf. Of River Baspa At Karcham Dam,3870,31.5406846,78.0153212,"karcham, Himachal Pradesh, India",True
River Sutlej At Wangtoo Bridge,1389,31.5406846,78.0153212,"wangtoo, Himachal Pradesh, India",True
River Sutlej After Confluences Of River Baspa,4453,31.350984,78.4141363,"river baspa, Himachal Pradesh, India",True
River Sutlej D/S Landfill Site Rampur,4447,31.5091373,77.7709741,"rampur, Himachal Pradesh, India",True
River Sutlej D/S Acc Barmana,4032,31.4181948,76.8359933,"barmana, Himachal Pradesh, India",True
River Sutlej Near Luhnoo Ground,4033,32.4808316,75.9192543,"ground, Himachal Pradesh, India",True
River Sutlej Before Confluence With Ganvi Khand,4450,32.7706847,75.9552687,"khand, Himachal Pradesh, India",True
River Sutlej After Confluence With Ganvi Khad,4451,31.7776686,76.9049191,"khad, Himachal Pradesh, India",True
River Sutlej U/S Of Exit Point Of Dehar Power House,1014,31.4130832,76.8686123,"dehar power house, Himachal Pradesh, India",True
River Sutlej D/S Of Exit Point Of Dehar Power House,1015,31.4130832,76.8686123,"dehar power house, Himachal Pradesh, India",True
River Sutlej D/S Bhakhra,1016,,,,False
"River Sutlej U/S At Olinda, Near Bhakra Dam, H.P.",30087,31.1149319,77.101821,"h.p., Himachal Pradesh, India",True
"River Sutlej D/S Olinda, Near Bhakra Dam, H.P.",30088,31.1149319,77.101821,"h.p., Himachal Pradesh, India",True
River Ravi U/S Chamba,1089,32.6923316,76.1631552,"chamba, Himachal Pradesh, India",True
River Ravi Chamera-I Reservoir,2614,32.003759,76.0493876,"reservoir, Himachal Pradesh, India",True
River Ravi D/S Chamera- Iii Hep Dam,2615,31.1550312,77.5138879,"chamera, Himachal Pradesh, India",True
River Ravi U/S Stp At Bharga,3873,,,,False
River Ravi D/S Stp At Bhagot,3874,32.5377869,76.0873711,"bhagot, Himachal Pradesh, India",True
River Parvati Before Conf. To River Beas At Bhunter,1290,,,,False
River Sirsa U/S Sitomajri Nallah,1551,32.2637513,77.2436247,"nallah, Himachal Pradesh, India",True
River Sirsa D/S Nalagarh Town,1868,31.042466,76.7176443,"nalagarh town, Himachal Pradesh, India",True
River Sirsa After Conf. To River Ratta,4489,,,,False
River Baira Siul D/S Surgani,2616,,,,False
Suketi Khad Before Conf. With River Beas,2607,32.2397708,77.1910992,"river beas, Himachal Pradesh, India",True
Neugal Khad D/S Thural,2609,32.019593,76.4548985,"neugal khad thural, Himachal Pradesh, India",True
