year,file,page,schema,detected_type,tables_on_page,table_rows_estimate
2022,Water_pond_tanks_2022.pdf,26,river,Pond/Tank,11,59
2022,Water_pond_tanks_2022.pdf,27,river,Pond/Tank,14,54
2022,Water_pond_tanks_2022.pdf,28,river,Pond/Tank,11,55
2022,Water_pond_tanks_2022.pdf,29,river,Pond/Tank,19,52
2022,Water_pond_tanks_2022.pdf,30,river,Pond/Tank,17,48
2022,Water_pond_tanks_2022.pdf,31,river,Pond/Tank,13,55
2022,Water_pond_tanks_2022.pdf,32,river,Pond/Tank,15,60
2022,Water_pond_tanks_2022.pdf,33,river,Canal,13,58
2022,Water_pond_tanks_2022.pdf,34,river,Pond/Tank,11,57
2022,Water_pond_tanks_2022.pdf,35,river,Pond/Tank,11,56
2022,Water_pond_tanks_2022.pdf,36,river,Pond/Tank,11,59
2022,Water_pond_tanks_2022.pdf,37,river,Pond/Tank,11,59
2022,Water_pond_tanks_2022.pdf,38,river,Pond/Tank,11,59
2022,Water_pond_tanks_2022.pdf,39,river,Pond/Tank,11,59
2022,Water_pond_tanks_2022.pdf,40,river,Pond/Tank,11,58
2022,Water_pond_tanks_2022.pdf,41,river,Pond/Tank,11,59
2022,Water_pond_tanks_2022.pdf,42,river,Pond/Tank,11,59
2022,Water_pond_tanks_2022.pdf,43,river,Pond/Tank,11,58
2022,Water_pond_tanks_2022.pdf,44,river,Pond/Tank,11,58
2022,Water_pond_tanks_2022.pdf,45,river,Pond/Tank,11,58
2022,Water_pond_tanks_2022.pdf,46,river,Pond/Tank,11,59
2022,Water_pond_tanks_2022.pdf,47,river,Pond/Tank,11,58
2022,Water_pond_tanks_2022.pdf,48,river,Pond/Tank,11,59
2022,Water_pond_tanks_2022.pdf,49,river,Pond/Tank,11,59
2022,Water_pond_tanks_2022.pdf,50,river,Pond/Tank,11,59
2022,Water_pond_tanks_2022.pdf,51,river,Pond/Tank,11,58
2022,Water_pond_tanks_2022.pdf,52,river,Pond/Tank,12,54
2022,Water_pond_tanks_2022.pdf,53,river,Pond/Tank,19,58
2022,Water_pond_tanks_2022.pdf,54,river,Pond/Tank,14,55
2022,Water_pond_tanks_2022.pdf,55,river,Pond/Tank,11,44
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,1,river,River,7,24
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,2,river,River,7,25
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,3,river,River,7,34
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,4,river,River,7,31
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,5,river,River,7,24
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,6,river,River,7,27
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,7,river,River,7,29
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,8,river,River,7,29
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,9,river,River,7,32
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,10,river,River,7,30
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,11,river,River,7,31
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,12,river,River,7,32
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,13,river,River,7,32
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,14,river,River,7,30
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,15,river,River,7,24
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,16,river,River,7,24
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,17,river,River,7,24
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,18,river,River,7,24
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,19,river,River,7,32
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,20,river,River,7,35
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,21,river,River,7,34
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,22,river,River,7,28
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,23,river,River,7,30
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,24,river,River,7,29
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,25,river,River,7,28
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,26,river,River,7,26
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,27,river,River,7,31
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,28,river,River,7,30
2022,Water_Quality_data_of_Med_Min_River_2022.pdf,29,river,River,7,24
2022,Water_Quality_Drains_STPs__WTPs_2022.pdf,1,river,Drain/STP/WTP,10,45
2022,Water_Quality_Drains_STPs__WTPs_2022.pdf,2,river,Drain/STP/WTP,10,39
2022,Water_Quality_Drains_STPs__WTPs_2022.pdf,3,river,Drain/STP/WTP,10,27
2022,Water_Quality_Drains_STPs__WTPs_2022.pdf,4,coastal,Drain/STP/WTP,7,26
2022,Water_Quality_Drains_STPs__WTPs_2022.pdf,5,river,River,1,26
2022,Water_Quality_Drains_STPs__WTPs_2022.pdf,6,river,River,1,23
2022,Water_Quality_Drains_STPs__WTPs_2022.pdf,7,river,Drain/STP/WTP,1,19
2022,Water_Quality_Drains_STPs__WTPs_2022.pdf,8,river,River,1,16
2022,Water_Quality_Drains_STPs__WTPs_2022.pdf,9,river,Drain/STP/WTP,1,17
2022,Water_Quality_Drains_STPs__WTPs_2022.pdf,10,river,River,1,9
2022,Water_Quality_Drains_STPs__WTPs_2022.pdf,11,river,Canal,10,37
2022,Water_Quality_Drains_STPs__WTPs_2022.pdf,12,river,Canal,10,41
2022,Water_Quality_Drains_STPs__WTPs_2022.pdf,13,coastal,Canal,10,44
2022,Water_Quality_Drains_STPs__WTPs_2022.pdf,14,river,Canal,10,30
2022,WQuality_River-Data-2022.pdf,1,river,River,1,12
2022,WQuality_River-Data-2022.pdf,2,river,River,1,8
2022,WQuality_River-Data-2022.pdf,3,river,River,1,17
2022,WQuality_River-Data-2022.pdf,4,river,River,1,6
2022,WQuality_River-Data-2022.pdf,5,river,River,1,23
2022,WQuality_River-Data-2022.pdf,6,river,River,1,26
2022,WQuality_River-Data-2022.pdf,7,river,River,1,16
2022,WQuality_River-Data-2022.pdf,8,river,River,1,22
2022,WQuality_River-Data-2022.pdf,9,river,River,1,24
2022,WQuality_River-Data-2022.pdf,10,river,River,1,25
2022,WQuality_River-Data-2022.pdf,11,river,River,1,19
2022,WQuality_River-Data-2022.pdf,12,river,River,1,20
2022,WQuality_River-Data-2022.pdf,13,river,River,1,22
2022,WQuality_River-Data-2022.pdf,14,river,River,1,22
2022,WQuality_River-Data-2022.pdf,15,river,River,1,20
2022,WQuality_River-Data-2022.pdf,16,river,River,1,19
2022,WQuality_River-Data-2022.pdf,17,river,River,1,22
2022,WQuality_River-Data-2022.pdf,18,river,River,1,19
2022,WQuality_River-Data-2022.pdf,19,river,River,1,22
2022,WQuality_River-Data-2022.pdf,20,river,River,1,20
2022,WQuality_River-Data-2022.pdf,21,river,River,1,20
2022,WQuality_River-Data-2022.pdf,22,river,River,1,21
2022,WQuality_River-Data-2022.pdf,23,river,River,1,26
2022,WQuality_River-Data-2022.pdf,24,river,River,1,25
2022,WQuality_River-Data-2022.pdf,25,river,River,1,24
2022,WQuality_River-Data-2022.pdf,26,river,River,1,23
2022,WQuality_River-Data-2022.pdf,27,river,River,1,23
2022,WQuality_River-Data-2022.pdf,28,river,River,1,24
2022,WQuality_River-Data-2022.pdf,29,river,River,1,23
2022,WQuality_River-Data-2022.pdf,30,river,River,1,12
2022,WQuality_River-Data-2022.pdf,31,river,River,1,26
2022,WQuality_River-Data-2022.pdf,32,river,River,1,26
2022,WQuality_River-Data-2022.pdf,33,river,River,1,14
2022,WQuality_River-Data-2022.pdf,34,river,River,1,23
2022,WQuality_River-Data-2022.pdf,35,river,River,1,24
2022,WQuality_River-Data-2022.pdf,36,river,River,1,24
2022,WQuality_River-Data-2022.pdf,37,river,River,1,26
2022,WQuality_River-Data-2022.pdf,38,river,River,1,25
2022,WQuality_River-Data-2022.pdf,39,river,River,1,24
2022,WQuality_River-Data-2022.pdf,40,river,River,1,32
2022,WQuality_River-Data-2022.pdf,41,river,River,1,17
2022,WQuality_River-Data-2022.pdf,42,river,River,1,20
2022,WQuality_River-Data-2022.pdf,43,river,River,1,19
2022,WQuality_River-Data-2022.pdf,44,river,River,1,18
2022,WQuality_River-Data-2022.pdf,45,river,River,1,20
2022,WQuality_River-Data-2022.pdf,46,river,River,1,23
2022,WQuality_River-Data-2022.pdf,47,river,River,1,20
2022,WQuality_River-Data-2022.pdf,48,river,River,1,21
2022,WQuality_River-Data-2022.pdf,49,river,River,1,21
2022,WQuality_River-Data-2022.pdf,50,river,River,1,20
2022,WQuality_River-Data-2022.pdf,51,river,River,1,21
2022,WQuality_River-Data-2022.pdf,52,river,River,1,21
2022,WQuality_River-Data-2022.pdf,53,river,River,1,23
2022,WQuality_River-Data-2022.pdf,54,river,River,1,24
2022,WQuality_River-Data-2022.pdf,55,river,River,1,23
2022,WQuality_River-Data-2022.pdf,56,river,River,1,22
2022,WQuality_River-Data-2022.pdf,57,river,River,1,20
2022,WQuality_River-Data-2022.pdf,58,river,River,1,20
2022,WQuality_River-Data-2022.pdf,59,river,River,1,21
2022,WQuality_River-Data-2022.pdf,60,river,River,1,21
2022,WQuality_River-Data-2022.pdf,61,river,River,1,16
2022,WQuality_River-Data-2022.pdf,62,river,River,1,22
2022,WQuality_River-Data-2022.pdf,63,river,River,1,20
2022,WQuality_River-Data-2022.pdf,64,river,River,1,21
2022,WQuality_River-Data-2022.pdf,65,river,River,1,22
2022,WQuality_River-Data-2022.pdf,66,river,River,1,20
2022,WQuality_River-Data-2022.pdf,67,river,River,1,22
2022,WQuality_River-Data-2022.pdf,68,river,River,1,23
2022,WQuality_River-Data-2022.pdf,69,river,River,1,18
2022,WQuality_River-Data-2022.pdf,70,river,River,1,17
2022,WQuality_River-Data-2022.pdf,71,river,River,1,19
2022,WQuality_River-Data-2022.pdf,72,river,River,1,21
2022,WQuality_River-Data-2022.pdf,73,river,River,1,21
2022,WQuality_River-Data-2022.pdf,74,river,River,1,20
2022,WQuality_River-Data-2022.pdf,75,river,River,1,25
2022,WQuality_River-Data-2022.pdf,76,river,River,1,21
2022,WQuality_River-Data-2022.pdf,77,river,River,1,20
2022,WQuality_River-Data-2022.pdf,78,river,River,1,22
2022,WQuality_River-Data-2022.pdf,79,river,River,1,23
2022,WQuality_River-Data-2022.pdf,80,river,River,1,16
2022,WQuality_River-Data-2022.pdf,81,river,River,1,26
2022,WQuality_River-Data-2022.pdf,82,river,River,1,25
2022,WQuality_River-Data-2022.pdf,83,river,River,1,25
2022,WQuality_River-Data-2022.pdf,84,river,River,1,25
2022,WQuality_River-Data-2022.pdf,85,river,River,1,26
2022,WQuality_River-Data-2022.pdf,86,river,River,1,25
2022,WQuality_River-Data-2022.pdf,87,river,River,1,23
2022,WQuality_River-Data-2022.pdf,88,river,River,1,23
2022,WQuality_River-Data-2022.pdf,89,river,River,1,22
2022,WQuality_River-Data-2022.pdf,90,river,River,1,21
2022,WQuality_River-Data-2022.pdf,91,river,River,1,21
2022,WQuality_River-Data-2022.pdf,92,river,River,2,27
2022,WQuality_River-Data-2022.pdf,93,river,River,1,17
2022,WQuality_River-Data-2022.pdf,94,river,River,1,15
2022,WQuality_River-Data-2022.pdf,95,river,River,1,21
2022,WQuality_River-Data-2022.pdf,96,river,River,1,21
2022,WQuality_River-Data-2022.pdf,97,river,River,1,20
2022,WQuality_River-Data-2022.pdf,98,river,River,1,18
2022,WQuality_River-Data-2022.pdf,99,river,River,1,20
2022,WQuality_River-Data-2022.pdf,100,river,River,1,16
2022,WQuality_River-Data-2022.pdf,101,river,River,1,20
2022,WQuality_River-Data-2022.pdf,102,river,River,1,23
2022,WQuality_River-Data-2022.pdf,103,river,River,1,16
2022,WQuality_River-Data-2022.pdf,104,river,River,1,16
2022,WQuality_River-Data-2022.pdf,105,river,River,1,16
2022,WQuality_River-Data-2022.pdf,106,river,River,1,16
2022,WQuality_River-Data-2022.pdf,107,river,River,1,19
2022,WQuality_River-Data-2022.pdf,108,river,River,1,20
2022,WQuality_River-Data-2022.pdf,109,river,River,1,23
2022,WQuality_River-Data-2022.pdf,110,river,River,1,20
2022,WQuality_River-Data-2022.pdf,111,river,River,1,19
2022,WQuality_River-Data-2022.pdf,112,river,River,1,24
2022,WQuality_River-Data-2022.pdf,113,river,River,1,26
2022,WQuality_River-Data-2022.pdf,114,river,River,1,24
2022,WQuality_River-Data-2022.pdf,115,river,River,2,33
2022,WQuality_River-Data-2022.pdf,116,river,River,2,33
2022,WQuality_River-Data-2022.pdf,117,river,River,1,25
2022,WQuality_River-Data-2022.pdf,118,river,River,2,29
2022,WQuality_River-Data-2022.pdf,119,river,River,1,25
2022,WQuality_River-Data-2022.pdf,120,river,River,2,29
2022,WQuality_River-Data-2022.pdf,121,river,River,1,18
2022,WQuality_River-Data-2022.pdf,122,river,River,1,16
2022,WQuality_River-Data-2022.pdf,123,river,River,1,20
2022,WQuality_River-Data-2022.pdf,124,river,River,1,17
2022,WQuality_River-Data-2022.pdf,125,river,River,1,18
2022,WQuality_River-Data-2022.pdf,126,river,River,3,27
2022,WQuality_River-Data-2022.pdf,127,river,River,1,21
2022,WQuality_River-Data-2022.pdf,128,river,River,1,20
2022,WQuality_River-Data-2022.pdf,129,river,River,1,20
2022,WQuality_River-Data-2022.pdf,130,river,River,1,19
2022,WQuality_River-Data-2022.pdf,131,river,River,1,20
2022,WQuality_River-Data-2022.pdf,132,river,River,1,20
2022,WQuality_River-Data-2022.pdf,133,river,River,1,18
2022,WQuality_River-Data-2022.pdf,134,river,River,1,19
2022,WQuality_River-Data-2022.pdf,135,river,River,1,21
2022,WQuality_River-Data-2022.pdf,136,river,River,1,19
2022,WQuality_River-Data-2022.pdf,137,river,River,1,19
2022,WQuality_River-Data-2022.pdf,138,river,River,1,17
2022,WQuality_River-Data-2022.pdf,139,river,River,1,19
2022,WQuality_River-Data-2022.pdf,140,river,River,2,27
2022,WQuality_River-Data-2022.pdf,141,river,River,1,24
2022,WQuality_River-Data-2022.pdf,142,river,River,1,21
2022,WQuality_River-Data-2022.pdf,143,river,River,1,25
2022,WQuality_River-Data-2022.pdf,144,river,River,1,23
2022,WQuality_River-Data-2022.pdf,145,river,River,1,19
2022,WQuality_River-Data-2022.pdf,146,river,River,1,19
2022,WQuality_River-Data-2022.pdf,147,river,River,1,20
2022,WQuality_River-Data-2022.pdf,148,coastal,River,1,18
2022,WQuality_River-Data-2022.pdf,149,river,River,1,16
2022,WQuality_River-Data-2022.pdf,150,river,River,1,21
2022,WQuality_River-Data-2022.pdf,151,river,River,1,20
2022,WQuality_River-Data-2022.pdf,152,river,River,1,24
2022,WQuality_River-Data-2022.pdf,153,river,River,1,22
2022,WQuality_River-Data-2022.pdf,154,river,River,2,26
2022,WQuality_River-Data-2022.pdf,155,river,River,1,23
2022,WQuality_River-Data-2022.pdf,156,river,River,1,21
2022,WQuality_River-Data-2022.pdf,157,river,River,1,20
2022,WQuality_River-Data-2022.pdf,158,river,River,1,28
2022,WQuality_River-Data-2022.pdf,159,river,River,2,30
2022,WQuality_River-Data-2022.pdf,160,river,River,1,22
2022,WQuality_River-Data-2022.pdf,161,river,River,1,15
2023,Water_creek_marine_seawater_beach_2023.pdf,1,coastal,Coastal,7,28
2023,Water_creek_marine_seawater_beach_2023.pdf,2,coastal,River,7,28
2023,Water_creek_marine_seawater_beach_2023.pdf,3,coastal,River,7,32
2023,Water_creek_marine_seawater_beach_2023.pdf,4,coastal,Pond/Tank,7,33
2023,Water_creek_marine_seawater_beach_2023.pdf,5,coastal,River,7,29
2023,Water_creek_marine_seawater_beach_2023.pdf,6,coastal,Coastal,7,25
2023,Water_creek_marine_seawater_beach_2023.pdf,7,coastal,Coastal,7,25
2023,Water_creek_marine_seawater_beach_2023.pdf,8,coastal,Coastal,7,25
2023,Water_creek_marine_seawater_beach_2023.pdf,9,coastal,Coastal,7,25
2023,Water_creek_marine_seawater_beach_2023.pdf,10,coastal,River,7,35
2023,Water_creek_marine_seawater_beach_2023.pdf,11,coastal,River,7,38
2023,Water_creek_marine_seawater_beach_2023.pdf,12,coastal,River,7,35
2023,Water_creek_marine_seawater_beach_2023.pdf,13,coastal,River,7,35
2023,Water_creek_marine_seawater_beach_2023.pdf,14,coastal,River,7,36
2023,Water_creek_marine_seawater_beach_2023.pdf,15,coastal,Coastal,7,39
2023,Water_creek_marine_seawater_beach_2023.pdf,16,coastal,Coastal,7,30
2023,Water_pond_tanks_2023.pdf,1,river,River,1,38
2023,Water_pond_tanks_2023.pdf,2,river,Pond/Tank,2,45
2023,Water_pond_tanks_2023.pdf,3,river,River,1,41
2023,Water_pond_tanks_2023.pdf,4,river,Pond/Tank,1,36
2023,Water_pond_tanks_2023.pdf,5,river,Pond/Tank,2,30
2023,Water_pond_tanks_2023.pdf,6,river,River,1,41
2023,Water_pond_tanks_2023.pdf,7,river,River,1,33
2023,Water_pond_tanks_2023.pdf,8,river,Pond/Tank,1,34
2023,Water_pond_tanks_2023.pdf,9,river,Pond/Tank,2,40
2023,Water_pond_tanks_2023.pdf,10,river,Pond/Tank,2,43
2023,Water_pond_tanks_2023.pdf,11,river,River,1,34
2023,Water_pond_tanks_2023.pdf,12,river,Pond/Tank,2,40
2023,Water_pond_tanks_2023.pdf,13,river,Pond/Tank,1,41
2023,Water_pond_tanks_2023.pdf,14,river,River,1,43
2023,Water_pond_tanks_2023.pdf,15,river,River,1,40
2023,Water_pond_tanks_2023.pdf,16,river,River,1,39
2023,Water_pond_tanks_2023.pdf,17,river,Pond/Tank,1,42
2023,Water_pond_tanks_2023.pdf,18,river,Pond/Tank,1,46
2023,Water_pond_tanks_2023.pdf,19,river,Pond/Tank,1,42
2023,Water_pond_tanks_2023.pdf,20,river,Pond/Tank,1,39
2023,Water_pond_tanks_2023.pdf,21,river,Pond/Tank,1,38
2023,Water_pond_tanks_2023.pdf,22,coastal,Pond/Tank,1,30
2023,Water_pond_tanks_2023.pdf,23,river,Pond/Tank,2,42
2023,Water_pond_tanks_2023.pdf,24,river,Pond/Tank,1,35
2023,Water_pond_tanks_2023.pdf,25,river,Pond/Tank,2,33
2023,Water_pond_tanks_2023.pdf,26,river,Pond/Tank,2,39
2023,Water_pond_tanks_2023.pdf,27,river,Pond/Tank,1,34
2023,Water_pond_tanks_2023.pdf,28,river,Pond/Tank,2,47
2023,Water_pond_tanks_2023.pdf,29,river,Canal,3,39
2023,Water_pond_tanks_2023.pdf,30,river,Pond/Tank,1,40
2023,Water_pond_tanks_2023.pdf,31,river,Pond/Tank,2,31
2023,Water_pond_tanks_2023.pdf,32,river,Pond/Tank,1,33
2023,Water_pond_tanks_2023.pdf,33,river,Pond/Tank,1,37
2023,Water_pond_tanks_2023.pdf,34,river,Pond/Tank,1,33
2023,Water_pond_tanks_2023.pdf,35,river,River,1,34
2023,Water_pond_tanks_2023.pdf,36,river,Pond/Tank,1,33
2023,Water_pond_tanks_2023.pdf,37,river,Pond/Tank,1,34
2023,Water_pond_tanks_2023.pdf,38,river,Pond/Tank,1,35
2023,Water_pond_tanks_2023.pdf,39,river,Pond/Tank,1,28
2023,Water_pond_tanks_2023.pdf,40,river,Pond/Tank,2,42
2023,Water_pond_tanks_2023.pdf,41,river,Pond/Tank,2,44
2023,Water_pond_tanks_2023.pdf,42,river,Pond/Tank,2,28
2023,Water_pond_tanks_2023.pdf,43,river,River,1,1
2023,Water_Quality_Canals_2023.pdf,1,river,Canal,8,29
2023,Water_Quality_Canals_2023.pdf,2,river,Canal,8,28
2023,Water_Quality_Canals_2023.pdf,3,coastal,Canal,8,34
2023,Water_Quality_Canals_2023.pdf,4,river,Canal,8,33
2023,Water_Quality_Canals_2023.pdf,5,river,Canal,8,26
2023,Water_Quality_data_of_Med_Min_River_2023.pdf,1,river,River,1,32
2023,Water_Quality_data_of_Med_Min_River_2023.pdf,2,river,River,2,46
2023,Water_Quality_data_of_Med_Min_River_2023.pdf,3,river,River,1,41
2023,Water_Quality_data_of_Med_Min_River_2023.pdf,4,river,River,1,41
2023,Water_Quality_data_of_Med_Min_River_2023.pdf,5,river,River,1,49
2023,Water_Quality_data_of_Med_Min_River_2023.pdf,6,river,River,1,59
2023,Water_Quality_data_of_Med_Min_River_2023.pdf,7,river,River,1,56
2023,Water_Quality_data_of_Med_Min_River_2023.pdf,8,river,River,1,59
2023,Water_Quality_data_of_Med_Min_River_2023.pdf,9,river,River,2,48
2023,Water_Quality_data_of_Med_Min_River_2023.pdf,10,river,River,1,51
2023,Water_Quality_data_of_Med_Min_River_2023.pdf,11,river,River,1,48
2023,Water_Quality_data_of_Med_Min_River_2023.pdf,12,river,River,1,50
2023,Water_Quality_data_of_Med_Min_River_2023.pdf,13,river,River,2,46
2023,Water_Quality_data_of_Med_Min_River_2023.pdf,14,river,River,1,61
2023,Water_Quality_data_of_Med_Min_River_2023.pdf,15,river,River,1,55
2023,Water_Quality_data_of_Med_Min_River_2023.pdf,16,river,River,2,33
2023,Water_Quality_data_of_Med_Min_River_2023.pdf,17,river,River,1,47
2023,Water_Quality_data_of_Med_Min_River_2023.pdf,18,river,River,2,41
2023,Water_Quality_data_of_Med_Min_River_2023.pdf,19,river,River,2,38
2023,Water_Quality_data_of_Med_Min_River_2023.pdf,20,river,River,2,52
2023,Water_Quality_data_of_Med_Min_River_2023.pdf,21,river,River,1,49
2023,Water_Quality_data_of_Med_Min_River_2023.pdf,22,river,River,1,40
2023,Water_Quality_Drains_STPs__WTPs_2023.pdf,1,river,River,8,28
2023,Water_Quality_Drains_STPs__WTPs_2023.pdf,2,river,Canal,8,36
2023,Water_Quality_Drains_STPs__WTPs_2023.pdf,3,river,Drain/STP/WTP,8,30
2023,Water_Quality_Drains_STPs__WTPs_2023.pdf,4,river,Drain/STP/WTP,8,26
2023,Water_Quality_Drains_STPs__WTPs_2023.pdf,5,river,River,8,28
2023,Water_Quality_Drains_STPs__WTPs_2023.pdf,6,river,Drain/STP/WTP,8,29
2023,Water_Quality_Drains_STPs__WTPs_2023.pdf,7,river,River,8,29
2023,Water_Quality_Drains_STPs__WTPs_2023.pdf,8,river,River,8,27
2023,Water_Quality_Drains_STPs__WTPs_2023.pdf,9,river,River,8,25
2023,Water_Quality_Drains_STPs__WTPs_2023.pdf,10,river,Drain/STP/WTP,8,29
2023,Water_Quality_Drains_STPs__WTPs_2023.pdf,11,river,Drain/STP/WTP,8,33
2023,Water_Quality_Drains_STPs__WTPs_2023.pdf,12,river,Canal,8,33
2023,Water_Quality_Drains_STPs__WTPs_2023.pdf,13,river,River,8,26
2023,Water_Quality_Drains_STPs__WTPs_2023.pdf,14,river,Drain/STP/WTP,8,24
2023,WQuality_River-Data-2023.pdf,1,river,River,1,26
2023,WQuality_River-Data-2023.pdf,2,river,River,1,33
2023,WQuality_River-Data-2023.pdf,3,river,River,1,24
2023,WQuality_River-Data-2023.pdf,4,river,River,1,30
2023,WQuality_River-Data-2023.pdf,5,river,River,2,32
2023,WQuality_River-Data-2023.pdf,6,river,River,1,27
2023,WQuality_River-Data-2023.pdf,7,river,River,1,27
2023,WQuality_River-Data-2023.pdf,8,river,River,1,28
2023,WQuality_River-Data-2023.pdf,9,river,River,1,27
2023,WQuality_River-Data-2023.pdf,10,river,River,1,26
2023,WQuality_River-Data-2023.pdf,11,river,River,2,29
2023,WQuality_River-Data-2023.pdf,12,river,River,1,30
2023,WQuality_River-Data-2023.pdf,13,river,River,1,26
2023,WQuality_River-Data-2023.pdf,14,river,River,1,31
2023,WQuality_River-Data-2023.pdf,15,river,River,1,32
2023,WQuality_River-Data-2023.pdf,16,river,River,1,23
2023,WQuality_River-Data-2023.pdf,17,river,River,1,32
2023,WQuality_River-Data-2023.pdf,18,river,River,1,29
2023,WQuality_River-Data-2023.pdf,19,river,River,2,30
2023,WQuality_River-Data-2023.pdf,20,river,River,1,26
2023,WQuality_River-Data-2023.pdf,21,river,River,1,28
2023,WQuality_River-Data-2023.pdf,22,river,River,1,29
2023,WQuality_River-Data-2023.pdf,23,river,River,1,26
2023,WQuality_River-Data-2023.pdf,24,river,River,1,23
2023,WQuality_River-Data-2023.pdf,25,river,River,1,28
2023,WQuality_River-Data-2023.pdf,26,river,River,1,28
2023,WQuality_River-Data-2023.pdf,27,river,River,1,29
2023,WQuality_River-Data-2023.pdf,28,river,River,2,32
2023,WQuality_River-Data-2023.pdf,29,river,River,1,32
2023,WQuality_River-Data-2023.pdf,30,river,River,1,34
2023,WQuality_River-Data-2023.pdf,31,river,River,1,32
2023,WQuality_River-Data-2023.pdf,32,river,River,1,31
2023,WQuality_River-Data-2023.pdf,33,river,River,1,31
2023,WQuality_River-Data-2023.pdf,34,river,River,1,34
2023,WQuality_River-Data-2023.pdf,35,river,River,2,23
2023,WQuality_River-Data-2023.pdf,36,river,River,1,20
2023,WQuality_River-Data-2023.pdf,37,river,River,1,25
2023,WQuality_River-Data-2023.pdf,38,river,River,1,34
2023,WQuality_River-Data-2023.pdf,39,river,River,1,34
2023,WQuality_River-Data-2023.pdf,40,river,River,1,30
2023,WQuality_River-Data-2023.pdf,41,river,River,1,43
2023,WQuality_River-Data-2023.pdf,42,river,River,1,33
2023,WQuality_River-Data-2023.pdf,43,river,River,1,40
2023,WQuality_River-Data-2023.pdf,44,river,River,1,34
2023,WQuality_River-Data-2023.pdf,45,river,River,1,35
2023,WQuality_River-Data-2023.pdf,46,river,River,2,38
2023,WQuality_River-Data-2023.pdf,47,river,River,2,20
2023,WQuality_River-Data-2023.pdf,48,river,River,2,31
2023,WQuality_River-Data-2023.pdf,49,river,River,2,24
2023,WQuality_River-Data-2023.pdf,50,river,River,1,29
2023,WQuality_River-Data-2023.pdf,51,river,River,1,28
2023,WQuality_River-Data-2023.pdf,52,river,River,2,31
2023,WQuality_River-Data-2023.pdf,53,river,River,1,26
2023,WQuality_River-Data-2023.pdf,54,river,River,1,24
2023,WQuality_River-Data-2023.pdf,55,river,River,1,29
2023,WQuality_River-Data-2023.pdf,56,river,River,2,37
2023,WQuality_River-Data-2023.pdf,57,river,River,1,30
2023,WQuality_River-Data-2023.pdf,58,river,River,1,35
2023,WQuality_River-Data-2023.pdf,59,river,River,2,40
2023,WQuality_River-Data-2023.pdf,60,river,River,1,29
2023,WQuality_River-Data-2023.pdf,61,river,River,1,38
2023,WQuality_River-Data-2023.pdf,62,river,River,1,23
2023,WQuality_River-Data-2023.pdf,63,river,River,1,27
2023,WQuality_River-Data-2023.pdf,64,river,River,2,30
2023,WQuality_River-Data-2023.pdf,65,river,River,1,26
2023,WQuality_River-Data-2023.pdf,66,river,River,1,24
2023,WQuality_River-Data-2023.pdf,67,river,River,2,29
2023,WQuality_River-Data-2023.pdf,68,river,River,1,31
2023,WQuality_River-Data-2023.pdf,69,river,River,2,31
2023,WQuality_River-Data-2023.pdf,70,river,River,1,29
2023,WQuality_River-Data-2023.pdf,71,river,River,1,29
2023,WQuality_River-Data-2023.pdf,72,river,River,1,31
2023,WQuality_River-Data-2023.pdf,73,river,River,1,27
2023,WQuality_River-Data-2023.pdf,74,coastal,River,1,34
2023,WQuality_River-Data-2023.pdf,75,river,River,3,32
2023,WQuality_River-Data-2023.pdf,76,river,River,1,31
2023,WQuality_River-Data-2023.pdf,77,river,River,1,32
2023,WQuality_River-Data-2023.pdf,78,river,River,2,35
2023,WQuality_River-Data-2023.pdf,79,river,River,1,30
2023,WQuality_River-Data-2023.pdf,80,river,River,1,34
2023,WQuality_River-Data-2023.pdf,81,river,River,2,35
2023,WQuality_River-Data-2023.pdf,82,river,River,1,23
2024,NWMP_DATA_2024.pdf,1,groundwater,River,1,23
2024,NWMP_DATA_2024.pdf,2,groundwater,Groundwater,1,17
