monitoring_location,stn_code
"Parki Cheruvu, Kukatpally (V), Balanagar",4696
"Mukkidi Cheruvu (Ramakrishnapuram Lake), Malkajigri",4697
"Mannevari Kunta, Machabollaram (V) Alwal",4698
"Kaprai Cheruvu, Sahebnagar (V), Hayathnagar",4699
"Lingam Kunta, Chandanagar (V) Serlingampally",4701
"Pedda Cheruvu - Khaja Guda, Khjaguda (V), Serlingampally 9New Mandal)",4702
"Kotha Cheruvu (Alwal Cheruvu), Alwal (V)",4705
"Lingam Cheruvu, Suraram (V), Quthubullapur",4677
"Patel Cheruvu, Nacharam (V), Uppal (New Mandal)",4678
Huda Park Lake/ Bumrukh Khan Dowla,4679
"Laknavaram Cheruvu, Mulugu (V)",4680
"Nalla Cheruvu, Rangareddy",2344
"Sai Cheruvu, Near Tannery Industries, Desaipet, Warangal",2345
"Bhadrakali Cheruvu, Bhadrakali Temple, Warangal",2346
Durgam Cheruvu,2357
Pedda Cheruvu,2359
"Outlet Of Ktpp Ash Pond Joining To Morancha Vagu, Chelpur, Ghanpur",4665
"Lotus Pond, Hakimpet (V), Shaik Pet (New Mandal)",4675
"Gandigudem Tank , Medak District",1780
"Kistareddypet Tank , Medak Dist.",1783
"Koneru, Kondagattu Temple, Jagitiyal",4222
"Vemulawada Temple Koneru, Karimnagar",4223
"Jogulamba Temple, Gadwal",4225
"Ibrahim Cheruvu, Rajendra Nagar",4228
"Kistaipally Tank, Kazipet, Warangal",4230
"Rayam Cheruvu, Bonthapally Village, Jinnaram Mandal, Sangareddy District",4231
"Komati Cheruvu, Siddipet Town, Sidipet District",4232
"Gaddapotharam Cheruvu, Gaddapotharam Village, Jinnaram Mandal, Sangareddy Dist",4233
"Mullakatwa Cheruvu, Ji Tech City, Madhapur,",4237
"Ameenpur Cheruvu, Ameenpur (V & M) Sangareddy District",4238
Mahaboobsagar Tank Sangareddy (V & M) Sangareddy District,4239
"Chitkul Tank, Chitkul (V) Patancheru (M) Sangareddy District",4241
"Lakadaram Cheruvu, Lakadaram (V) Patancheru (M) Sangareddy District",4242
"Isnapur Tank, Isnapur (V) Patancheru 9M) Sangareddy District",4243
"Yerdanoor Tank, Yerdanoor (V) Sangareddy District",4244
Mallepally Tank Mallepally (V) Kondapur (M) Sangareddy District,4245
"Mucharla Nagaram Cheruvu, Warangal",4247
"Koti Cheruvu, Hanamkonda, Warangal",4248
"Rangasamudram, Warangal",4249
"Rudraram Tank, Rudraram (V)Patancheru (M) Sangareddy District",4302
"Sunnam Kunta, Jubille Hills",4689
"Large Tank, Saroornagar (V)",4700
"Bulbul Kunta, Laxmi Nagar (V), Rajendranagar",4703
"Pedda Cheruvu, Mansoorabad (V), Saroornagar",4704
"Outlet Of Ash Pond Effluents Of M/S.Ntpc, Ramagundam, Karimnagar",3054
"Outlet Of Stp, Langarhouse Lake, Ranga Reddy",3056
"Godavari At Ramagundam D/S, Near Fci Intake Well, Karimnagar",2362
"Godavari At Ramagundam U/S , Karimnagar",2364
"Godavari, D/S Of Ramanugundam, Manthani",2356
"Godavari At Kamalpur U/S M/S Ap Rayons Ltd. Intake Well, Warangal",2365
"Godavari At Bhadrachalam U/S Bathing Ghat, Khammam",2367
"Godavari At Kamalpur D/S At M/S. Ap Rayons Ltd. Discharge Point, Warangal",2366
