monitoring_location,stn_code
"River Kalinadi At D/S Of Muzaffar Nagar, U.P.",1478
River Kalinadi At U/S Of Gulaothi Town In Bulandsahar,1480
River Kalinadi At Kannauj (Before Conf.),1065
River Banganga At D/S Shukratal (Before Confluence Of Laksar Drain ),30038
"River Banganga Shukra Tal, Muzaffarnagar, Near Ganga River",2502
River Varuna B/C With Ganga At Varanasi,2483
River Sai At Unnao After Drain Outfall,1361
River Gomti At Sitapur U/S At Water Intake,1350
River Gomti At Lucknow U/S At Water Intake Point,1351
River Gomti At Lucknow D/S,1352
River Gomti At Jaunpur D/S,1353
"River Gomti At Varanasi, U.P",1072
"River Rapti After Confl. Of R. Honin Nr. Domingarh Rly Bridge, Gorakhpur",1363
"River Ghaghara At Deoria D/S, U.P.",1355
"River Rihand At Renukut U/S, U.P.",1359
"River Rihand At Renukut D/S, U.P.",1360
"River Sone U/S To Rihand, Chopan (U.P.)",30081
"River Chambal At Gwalior Road Bridge, Udi, Etawah Dist.",30086
"Ground Water Quality Station Sardarnagar, Gorakhpur,U.P",1736
"Site 1, Industrial Area Near Electric Convertor Repairing Workshop,Thana- Dahi Unnao",1738
"Site 2, Industrial Area Near M/S Jaijagdamba Metaloys Unnao, U.P",1739
"Magawara Industrial Area Near Oriental Palace Unnao, U.P",1741
"Tube Well In Industrial Area At Gajraula, Amroha, U.P",1751
"Iffco, Phoolpur, Prayagraj ,U.P",1759
"Gautam Budha Junior High School Rajendra Nagar, Orai",2477
"Ramgarh Lake, Gorakhpur U.P.",1364
"Samaspur Jheel, Raebareli",2499
"River Ganga At U/S Brij Ghat ,Gharmukteshwar",10149
"River Ganga At D/S Garhmukteshwar, U.P",1062
"River Ganga At Narora (Bulandsahar), U.P.",1145
River Ganga At Ghatiyaghat Farrukabad,10151
"River Ganga At Kannauj U/S (Near Mehndighat Bridge), U.P",1063
"River Ganga At Durjanpur, Kannauj D/S, U.P",1066
"River Ganga At Kanpur U/S (Shuklaganj U/S), U.P",1067
"River Ganga At Kanpur D/S (Jana Village), U.P",1068
"River Ganga At Prayagraj (Rasoolabad), U.P.",1046
"River Ganga At Kadaghat, Kaushamabi",2487
"River Ganga At Prayagraj D/S (Sangam), U.P.",1049
"River Ganga At Varanasi U/S Near Vishwasundari Bridge B/C Drains( Nagwa Nala, Samne Ghat Nala,Nakhhi Nala)",1070
"River Ganga At Varanasi D/S , A/C River Varuna , U.P",1071
"River Ganga At Tarighat (Ghazipur), U.P",1073
"River Ganga At Road Bridge Tarighat,Dist Ghazipur (U.P.)",30075
"River Yamuna At Mathura U/S ,Near Gaughat U.P.",1123
