monitoring_location,stn_code
Charan Khad U/S Bhagsunag,4460
U/S Of Weir Site Of Wtp Near Ashwani Bridge,4428
D/S Of Ashwani Khad (After Confluence Of Lift Nallah),4429
Raw Water From At Gumma Nauti Khad,4424
Dhauli Khad At Charan Ganga Medi,4432
Shikari Before Confluence To River Pabbar Near Hrtc Rohru Bus Stand,4431
"Tons River, Sirmaur",1510
River Giri D/S Rajgarh Town,4027
River Giri U/S Proposed Site Of Sri Renukaji Dam Site.,4441
River Giri D/S Proposed Site Of Sri Renukaji Dam Site Near Bridge At Dadahu- Renukaji,4442
"River Giri D/S Laigidhar Trust, Baru Sahib",4028
River Giri U/S Chailla,4427
Giri River U/S Lwss At Sainj,3877
Giri River D/S Lwss At Sainj,3878
"Giri River D/S Cement Corporation Of India, Rajban",3860
"Giri River After Confluence Of Ashwani River At Giripul, Yashwant Nagar",3876
Well At Paonta Sahib,1556
Ground Water At Damtal,1561
Well At Una,1562
Ground Water At Solan- D/S Of Msw Dumping Site Salogra,1874
Hand Pump At Mandi Town,2629
Hand Pump At Chamba Town,2641
Hand Pump At Nahan,2645
Hand Pump At Kala Amb,2646
Hand Pump At Tahliwal Ia,2647
Hand Pump At Keylong,2648
Handpump At Village Mugia Near Shiv Temple,4456
"Lift Water Supply Scheme For Dharamshala Town, Near Hotel Dhauladhar Heights Dari, Dharamshala",4467
"Water Supply Scheme Dari, Mela Ground Dari, Dharamshala",4468
"Water Supply Scheme Nagrota Town, Near Police Station, Nagrota Bagwan",4472
"River Markanda At Paonta, Distt. Sirmour",1871
River Markanda U/S Kala Amb,2624
River Markanda D/S Of Salani Khad,3862
River Markanda D/S Of Moginand Nala,3864
River Alhi Nog(Near Water Supply Scheme Intake)Tributary Of River Satluj,4464
River Harabagh(Intake From Bbmb Source-Bbmb Adit Harabgh)Wate Spring,4465
"River Gaj Water Supply Scheme Dharamshala Town, Near Dharamshala Cantt.",4469
River Bather Water Supply Scheme Daramshala Town Near Dal Lake,4470
"River Neugal (Water Supply Scheme Palampur Town, Bandla, Palampur",4471
River Ashwani At Sadhupul (U/S Of Bridge Towards Chail.),4479
River Markanda At Kala Amb U/S (H.P),30008
River Koshalya At U/S Parwanoo,30013
3861,10
3863,11
3865,12
3867,13
3868,14
3875,15
3879,16
3881,18
4029,19
4034,20
4035,21
4425,22
4430,23
4454,24
4455,25
4462,26
4463,27
4466,28
4474,29
4475,30
4476,31
4477,32
4480,33
4481,34
4482,35
River Sutlej At Karcham Drain,3870
Charan Khand U/S Bhagsunag,4460
"Yamuna River, U/S Paonta Sahib",1553
"Yamuna River, D/S Paonta Sahib",1554
Tons River At Sirmaur,1510
Ground Water At Nalagarh,1560
Ground Water At Parwanoo Industrial Area,1876
Well At Baddi,1558
Well At Parwanoo,1557
River Beas At U/S Manali,1001
River Beas At D/S Manali,2601
River Beas Before Confluence To Manalsu Nallah,3866
River Beas At U/S Kullu,2602
River Beas At D/S Kulu,1002
River Beas At D/S Aut,1003
River Beas At U/S Pandoh Dam,1004
River Beas At D/S Pandoh Dam,2603
River Beas At Exit Of Tunnel Dehal Power House,1005
River Beas U/S Mandi,1550
River Beas At D/S Mandi,1006
River Beas At D/S Jaisinghpur,2604
River Beas At D/S Alampur,1007
River Beas At D/S Pong Dam,1009
River Beas At D/S Dehragopipur,1008
"River Sutlej River B/C With River Spiti At Khab, Distt.Kinnaur",1867
River Sutlej At Khab,2611
River Sutlej D/S Tidong Hep,3872
River Sutlej D/S Power House Kashang Hep,3871
River Sutlej At Neptha Zakhai,1389
River Sutlej D/S Trt Of Rampur Hydel Electric Project,3869
River Sutlej At U/S Rampur,1086
River Sutlej At D/S Rampur,1087
River Sutlej At U/S Tatapani,1013
River Sutlej U/S Khairian Solid Waste Dumping Site Bilaspur,4032
River Sutlej D/S Khairian Solid Waste Dumping Site Bilaspur,4033
River Sutlej At Nangal (H.P.),30009
River Sutlej At U/S Slapper,1014
River Sutlej At D/S Slapper,1015
River Sutlej At D/S Bhakhra,1016
River Ravi At U/S Madhopur,1088
River Ravi At U/S Chamba,1089
River Ravi At Chamera Reservoir,2614
River Ravi At D/S Chamera Iii Hep,2615
River Ravi At D/S Of Chamba Town,2613
River Parvati Before Conf. To River Beas,1290
River Parvati At U/S Manikaran,2605
River Parvati At D/S Manikaran,2606
"River Largi At D/S, Dwada Himachal Pradesh",1090
River Sirsa U/S Sitomajri Nallahgarh,1551
River Sirsa D/S Nalagarh Bridge,1552
River Sirsa At D/S Nalagarh Distt. Solan,1868
River Sirsa U/S Sandholi Nallah,4485
River Sirsa D/S Housing Board Nallah,4487
River Sirsa D/S River Ratta,4489
River Siuel At D/S Surgani,2616
River Suketi Khad At D/S Mandi,2607
River Binwa At D/S Paprola/Baijnath,2608
River Neugal At D/S Thural,2609
River Spiti At Khab,2610
River Baspa At U/S Reservoir Baspa Project,2612
River Swan U/S Gagret,3856
River Swan D/S Gagret,3857
River Swan U/S Santoshgarh Bridge,3858
River Swan U/S Una Town Ghalluwal Bridge,3859
River Swan B/C Of Garni Khad,4030
River Swan River A/C Garni Khad,4031
River Swan At D/S Nangal Distt. Una,1869
River Pabbar At U/S Dhambari,2617
River Pabbar At U/S Rohru,2618
