monitoring_location,stn_code
Damring River (Krishnei River) At Resubelpara,3380
"Deep Tube Well At Dongkamon Nongmensong, Shillong",4904
"Dug Well At Forest Colony, Polo, Shillong",4905
"Deep Tube Well At Laban Last Stop, Shillong",4906
Umiam Lake At Outfall Of Umiam Into Lake,3346
River Umtrew At Byrnihat East,1427
"River Kyrhukhla Near Sutnga Khlieriat, Jaintia Hills",1428
River Myntdu Jowai,1631
River Ganol Tura,1632
River Simsang Williamnagar,1633
"River Umkhen At Wah Kdait,",3350
"River Umkhen At Ksehpongdeng,",3351
River Umkhen At Diengpasoh,3352
River Umiam Mawphlang At Nongkrem,3353
River Umiam Mawphlang At Umtyngngar,3354
River Umiam Mawphlang At Mawphlang,3355
River Umiam Mawphlang At Shella,3356
"River Umngot At Smit,",3357
River Umngot At Dawki,3358
"River Umkhrah At Demthring, Shillong",3359
"River Umkhrah Atumkaliar, Shillong",3360
"River Umkhrah At Mawlai, Near Slaughter House",3361
"River Umkhrah At Mawpdang, Mawlai",3362
River Umshyrpi At Risa Colony,3363
"River Umshyrpi At Law College, Dhanketi,",3364
River Umshyrpi At Umshyrpi Bridge,3365
"River Umtrew At Umran,",3366
River Lukha At Myndihati (Tributary Of Lunar),3375
River Lukha At Sunapur (Tributary Of Lunar),3376
"River Myntdu At Leshka, Jayantia Hills",3379
River Bugi At Mibanpara,3383
River Bugi At Dalu,3384
River Nangalbibra Bridge,4111
River Garobadha,4112
River Simsang At Baghmere,4326
River Myntdu At Mihmyntdu,4316
River Damring (Krishnei River) At Resubelpara,3380
"River Manda (Dudhai River) At Jampa,",3381
River Manda (Dudhai River) At Wagaisi,3382
"River Rilang At Mawkyrwat,",3372
"River Myntang At Nartiang, Jayantia Hills",3377
"River Myntang At Mynso, Jayantia Hills",3378
River Nongal At Nangalbibra,4110
River Boldamgre,4113
River Sderkariah At Sohra (Cherrapunjee),4304
River Laitryngew Stream At Laitryngew,4305
River Wahkhlek Khlek At Saitsohpen,4306
River Wahrew At Majai,4307
River Umngi At Jakrem,4308
River Umngi At Umpung,4309
River Rwiang At Rwiang,4310
River Kalipai At Rymbai,4311
River Kmeum At Rymbai,4312
River Waikhrwi At Mookhlot,4313
"River Kwai At Sutnga, Mawpun",4314
River Lukha At Khaddum,4315
River Lamu At Leshka,4317
River Lynriang Riang At Leshka,4318
River Umiurem At Lale,4319
River Kupli At Looski,4320
River Kupli At Khandong,4321
River Thlumuwi At Thlumuwi,4322
River Nonbah At Nangstoin Marke,3367
River Nonbah At Photsohsat,3368
River Kynshi At Sohiong,3369
River Kynshi At Nangkhnum,3370
River Kynshi At Ranikor,3371
"River Wah Blei At Riangdo,",3373
"River Wah Blei At Shdaddkhar,",3374
Epip Byrnihat (Narbong- Well),1636
Borewell At Good Shepherd Parish In Ladrymbai,4323
River Bugi At Mibonpara,3383
River Ganol At Garobadha,4112
River Myntdu At Leshka,3379
"River Umkhrah At Umkaliar, Shillong",3360
River Damring (Krishnai River) At Resubelpara,3380
"River Manda (Dudhnoi River) At Jamge,",3381
River Manda (Dudhnoi River) At Wageasi,3382
River Myntang At Nartiang,3377
River Myntang At Mynso,3378
River Simsang At Nangalbibra Bridge,4111
River Damring At Boldamgre,4113
River Waikhrwi At Moopala,4313
"River Kwai At Sutnga, Jalaphet",4314
River Laitryngew At Laitryngew,4305
River Kmai Um At Rymbai,4312
River Lynriang At Leshka Power House,4318
River Thlu Umwi At Thlu Umwi,4322
River Simsang At Baghmara,4326
River Nonbah At Nangstoin Market,3367
"River Wah Blei At Sdad Dkhar,",3374
River Kyrhuhkhla Khliehriat,1428
River Lunar At Myndihati (Tributary Of Lukha),3375
River Lukha At Sonapur,3376
