monitoring_location,stn_code
"Manas River At Nh31 Crossing, Barpeta, District, Assam",2060
"Disang River At Dillighat, Dibrugarh Dist., Assam",2058
"Disang At Gundamghat, Assam",1298
"Jhanji At N.H. Crossing Jorhat, Assam",1258
"Bhogdoi River At Jorhat , Assam",1527
"Mora Bharali At Tezpur, Assam",1531
"Barak At Panchagram , Assam",1423
"Barak River Near Noney Village (N.H. 53), Tamenglong",2838
Barak River At Senapati,2869
"Barak River At N.H. 53, Tamenglong .",2875
"Bharalu River At Guwahati, Assam",1528
"Deepar Bill, Assam*",1529
"Kathakal U/S At Matijuri, Dist. Hailakandi, Assam",2068
"Ganga River At Chandrapur, Itanagar,",3095
"Dikrong River At Nirjuli,",3096
"Lohit River At Alubari,",3099
"Namchik River At Kharsang,",3100
"Pachin River At Naharlagun (Below Barapani Bridge),",3103
"Gai Nadi Near Hss Likabali,",3105
"Dibang River At Roing,",3106
"Dihing River At Miao,",3107
"Bhogdoi River (Pujadubi Ghat) Intake Point Of Urban Water Supply, Jorhat",3769
"Dikhow River At Nagini Mora (Interstate Boundaries, Assamnagaland)",3776
Teesta At Siliguri,1947
"Dikhow River At Dikhow Bridge Sivasagar, Assam",2231
"Kohora River At N.H. Crossing, Kohora, Assam",2232
"Boginadi Near Bridge Nh52, Lakhimpur, Assam",2233
"Ranga Nadi D/S Of Hydel Project, Assam",2234
"Kapili River At Dharmtul Bridge, Nh31, Nagaon, Assam",2236
"Beki River At Nh37 Crossing At Barpeta Road, Assam",2238
"Sankosh River, Dhubri, Assam",2239
"Barak River At D/S Of Silchar, Assam",2240
"Sonai River At Sonai, Assam",2241
"Kushiara River At Karimganj, Assam",2242
"Panchnai River At Nh52 Crossing, Orang, Assam",2235
1534,GEN-D63FBF
1537,GEN-D1A696
1538,GEN-B60C5A
1539,GEN-17E23E
1540,GEN-CDA721
1541,GEN-1373B2
1542,GEN-D01039
2244,GEN-3147DA
2246,GEN-758A06
2247,GEN-DF1F1D
2253,GEN-CE6C92
2260,GEN-4CB811
2261,GEN-BBAA9D
3761,GEN-092CB1
3766,GEN-79CAE1
3779,GEN-8CE87B
3813,GEN-0A49E3
3816,GEN-C91124
3817,GEN-FA6C94
3818,GEN-B99469
4001,GEN-FFC581
4002,GEN-254ED7
4007,GEN-AB8DF9
4008,GEN-21B568
4303,GEN-B052E2
3970,GEN-11BCD3
2207,GEN-4AECFB
2208,GEN-CD3AFE
2215,GEN-02E656
3772,GEN-83DDFB
"Digboi River At Lakhipathe, Reserve Forest, Digboi",1530
"Intake Point Of Urban Water Supply, Bhogdoi River",3769
Dikhow River At Nagini Mora (Inter-State Boundarie,3776
"Beki River At Nh-37 Crossing At Barpeta Road, Assa",2238
"Ground Water At Digboi, Tinsukia Distt., Assam",1533
"Ground Water At Sibsagar Govt Me School Ward 6, Red Cross Road , Assam",1535
"Ground Water At Noonmati Guwahati, Assam",1541
"Ground Water From Ledo, Margherita, Assam",2243
"Ground Water From Numaligarh (Near Nrl Te Labor Colony), Assam",2245
"Ground Water From Tezpur (Mission Chariali), Assam",2249
"Ground Water From Jagiroad Near Hpc Effluent Discharge Point, Assam",2251
"Ground Water Near Msw Dumping Site At Garchuk- Guwahati, Assam",2252
"Ground Water From Dhubri District (College Nagar ), Assam",2257
"Ground Water From Diphu (Govt. College), Assam",2259
"Ground Water From Hialakandi (Near Astc Bus Stand ), Assam",2263
Ground Water From Biswanath Chariali Town,3761
"Ground Water Near Municipal Waste Processing Facility, Morabharli, Tezpur",3762
Ground Water From Mangaldoi Town,3766
"Ground Water From Titabar Urban Water Supply, Titabar",3771
"Ground Water Near Gogamukh Public Water Supply Scheme, Gogamukh, Dhemaji",3790
