monitoring_location,stn_code
Ong At Dharuakhamma,3889
Kathajodi At Cuttack U/S,3891
Kathjodi At Cuttack Fd/S At Mattagajpur,3892
Kathjodi At Cuttack Fd/S At Kamasasan,3893
Daya At Gelapur,3894
Daya At Kanas,3895
Gangua Near Rajdhani Engineering College,3896
Gangua At Palasuni,3897
Gangua At Samantarapur,3898
Gangua At Vadimula,3899
Gobari At Kendrapara U/S,3900
Gobari At Kendrapara D/S,3901
Devi At Macchgaon,3902
Kushabhadra At Bhingarpur,3903
Kushabhadra At Nimapara,3904
Kushabhadra At Gop,3905
Mangala At Puri U/S Malatipatpur,3906
Mangala At Puri D/S Golasahi,3907
Bhargavi At Chandanpur,3908
Kansari River At Banapur Road Near Purushottampur,3909
Badasankha Nadi Near Langaleswar,3910
Ratnachira Naadi At Kumaradihi,3911
Nuna Nadi At Bijipur,3912
Kusumi Nadi Near Tangi (Laxmidhara Pur),3913
Sabulia Nadi Near Rambha (At Jagannathpatna),3914
Budhabalanga At Balasore U/S,3943
Russelkunda Reservoir,3944
Rushikulya At Asika,3945
Bada Nadi At Asika,3946
Rushikulya At Nalabanta,3947
Baitarni At Chandbali U/S,1084
Baitarni River At Naigarh,3935
Baitarni River At Unchabali,3936
Baitarni River At Champua,3937
Baitarni River At Tribindha,3938
"Sankh At Bolba, Jharkand",1034
"Kusei Before Joining With Baitarani River At Anandpur, Deogaon",2421
Salandi At Bhadrak U/S,3940
Salandi At Bhadrak D/S,3941
Brahmani At U/S Panposh,1037
Brahmani At D/S Panposh At Deogan,1038
Brahmani At Rourkela D/S At Jalda,1302
Rourkela Fd/S At Biritola,2414
Brahmani At Talcher U/S,1303
"Brahmani At Talcher Fu/S (Intake Well Of Mcl, Talcher)",2415
Brahmani At Talcher Fd/S,2416
Brahmani At Kamalanga (Talcher D/S),1042
"Brahamni At Dhenkanal D/S, Dhenkanal Town",2417
Brahmani At Kabatabandha (Before Impact Of Industrial Activity In Kalinganagar Area),2418
Brahmani At Dharmashala U/S,1044
River Brahmani At Chandbali U/S,10018
River Brahmani At Dharamshala U/S,10019
Brahmani At Mandapal,3917
Brahmani At Dhenkanal U/S,3918
Nandira U/S At Kukudanga,3919
Nandira D/S At Dasnali,3920
Kisindajhor At Kharagprasad,3921
Kharasrota At Binjharpur,3922
Rourkela Fd/S At Attaghat,3916
Koel U/S (After Confluence Of River Karo),2413
Kharasrota At Khanditara (D/S Of Industrial Activities At Kalinga Nagar),2419
Kharasrota At Aul,2420
North Koel U/S Daltanganj,2376
"North Koel D/S Bccl, Rehla",1854
Guradih Nallah At Panposh,3923
Badajhor (At Dhenkanal),3924
Lingira U/S Of Angul,3925
Lingira D/S Of Angul,3926
Tikira At Kaniha U/S,3927
Tikira At Kaniha D/S,3928
"Singda Jhor (Talcher Kaniha Road Bridge, Balangi)",3929
"Banguru Nallah (Over Bridge Talcher Rengali Dam Road, Sarkisorepal)",3930
Bangurusingada Jhor,3931
Ramiala Near Kamakhyanagar,3932
Damasala At Dayanabil,3933
Ganda Nallah At Marthapur,3934
Kundra Nallah At Joda,3939
"Rushikulya At Ganjam U/S (Near Baba Tolekeswar Temple, Karapada)",1455
Rushikulya At Ganjam D/S (Near Pottagarh Port),1456
Vamsadhara At Muniguda (D/S Of M/S Vedantaalumina Project),2426
Vamsadhara At Gunupur (Interstate Boun),2427
Subarnarekha At Rajghat (Thengudia),1641
1645,GEN-C1FEA2
1646,GEN-E4873A
1647,GEN-8D420F
1648,GEN-7437D1
1649,GEN-96DE25
1650,GEN-973A5F
1652,GEN-207F88
1655,GEN-CC42AC
1656,GEN-712A3C
1658,GEN-C05607
3964,GEN-DD50E4
3965,GEN-DB9AD5
3966,GEN-43D762
3967,GEN-B607BA
3969,GEN-F81DEE
3971,GEN-CBA0A4
3973,GEN-678004
3974,GEN-9A32FF
3975,GEN-4F5A9B
3976,GEN-2BA3C4
3977,GEN-7D571E
3978,GEN-A8BADD
3979,GEN-A58616
3980,GEN-9425BE
3981,GEN-1BDA4C
3982,GEN-A0443C
3983,GEN-5E4450
3984,GEN-7059B7
3985,GEN-0C2F66
3986,GEN-540393
3987,GEN-4F9C76
3988,GEN-BBBE7E
3989,GEN-6516C2
3990,GEN-761293
3991,GEN-DFBD28
3992,GEN-0DE5D1
3993,GEN-C12D1F
3994,GEN-ADF8D7
3995,GEN-D464B5
3996,GEN-43E04D
2437,GEN-654788
2438,GEN-3CF255
3953,GEN-B928FE
3955,GEN-3F900D
3956,GEN-0F3C5D
3957,GEN-86C516
3963,GEN-F51238
"Rushikulya At Ganjam U/S, Orissa",1455
"Rushikulya At Ganjam D/S, Orissa",1456
"Nagavalli At Jaykaypur D/S, Orissa",1642
"Nagavalli At Rayagada D/S, Orissa",1643
"River Kerandi(Intake Well Of Nalco Refinary, Hal,",2425
Muniguda (D/S Of M/S Vedantaalumina Project),2426
Gunupur (Interstate Boundry),2427
Odisha,GURADIH NALLAH AT PANPOSH
"Mahanadi At Sambalpur D/S, Odisha",1271
Mahanadi D/S (After Confl. With R. Ong Sonepur U/S,1272
"Mahanadi At Narsinghpur, Odisha",1276
"Mahanadi At Cuttack U/S, Odisha",1277
"Mahanadi At Cuttack D/S, Odisha",1278
Power Channel D/S Near Burla,2404
Power Channelu/S,3888
Cuttack Fd/S At Gatirautapatna,3890
"Ib At Brajrajnagar (Intake) D/S, Odisha",1269
Bhubaneswar Fd/S ( 2 Km After Confluence Of Gangua,2411
2408,GEN-7CAC11
3891,GEN-C2C2A0
3894,GEN-5C8E07
Kendrapada U/S,3900
3901,GEN-4FC848
3907,GEN-3341F6
3943,GEN-DA21BA
Bada Nadi At Aska,3946
3947,GEN-DA4F21
Kusei Before Joining With Baitarani River At Anand,2421
3940,GEN-3FA146
Bhadrak D/S,3941
"Brahmani At Rourkela D/S, Odisha",1302
Rourkela Fds At Biritola,2414
"Brahmani At Bonaigarh, Odisha",1039
