monitoring_location,stn_code
"River Piplaad Dam, Bhawani Mandi",4790
"Kali Sindh At Barod Road Bridge, Kota",2956
"Dhanari Dam, Near Swaroopganj, Sirohi,",2950
"Chhapi Dam Upstream , Jhalawar,",2945
"Borewell Of Jyoti Uchch Madhymic Vidhyalaya,",4180
"Chaudhary Ka Well Village Paniala, Kotaputali Near Associated Alcohol Breveries Ltd Jaipur, Rajasthan",1720
"Hand Pump At District Collector Office, Baran",4799
"Tube Well At District Collector Office, Churu",4800
"Hand Pump At District Collector Office, Dausa",4801
"Hand Pump At District Collector Office, Karauli",4802
"Near Foji Nagar, Kacchi Basti, Ambabari, Jaipur.",2026
"Riico Tubwell No. 1, Located Near Ganpati Tubes & Fabrication (P) Ltd Sp-A- 53(A), Ria, Bhiwadi, Opposite To Wheel'O City At T-Point, Tehsil- Tijara",4774
"River Kali Sindh At Anicut Of M/S Cfcl Gadepan, Kota, Rajasthan",2953
"River Kali Sindh At Barod Road Bridge, Kota, Rajasthan",2956
"River Dhanari Dam, Near Swaroopganj, Sirohi, Rajasthan",2950
"River Banas At Bisulpur Dam, Tonk, Rajasthan",2951
"River Near Newta Dam, Jaipur, Rajasthan",2952
"River Chhapi Dam Upstream , Jhalawar, Rajasthan",2945
"Ujad Dam At Bhim Sagar Upstream , Jhalawar, Rajasthan",2946
"River Chambal Entering In Rajasthan At Gandhi Sagar Dam, Kota, Rajasthan",2955
"River Parvati Before Meeting Chambal At Khatoli, Kota, Rajasthan",2954
"River Kodra Dam, Mount Abu, Rajasthan",1717
"River Banas At Triveni Sangam, Bhilwara",4167
"River Kelwara Reservior, N/V Kelwara, Tehsil- Kumbhalgarh Dist- Rajsamand, (Upstream Of Khari River)",4772
"River Chambal At Kota U/S (Intake Pt. Near Barrage), Rajasthan",1288
"River Chambal At Kota D/S (2 Km. From City), Rajasthan",1289
"River Chambal At Rameshwarghat Nr. Sawaimadhopur, Rajasthan",1413
"River Chambal, Near Chambal Bridge, Dholpur To Murena Road, Nh-3",4769
"River Chambal At Keshoraipatan U/S, Near Shri Rajeshwar Mahadev Temple, Bundi",10029
"River Chambal At Keshoraipattan D/S Near Ambedkar Nagar, Bundi",10030
River Kothari At Meja Dam Bhilwara (Upstream Of Kothari River),4770
River Guwardi At Reservior Upstream Side Of Guwardi,4771
"River Berach Near Village-Nagari, Chittorgarh",4804
"River Berech, Near Hotel Padmini, Chittorgarh",4175
"River Gambhiri At Ghosunda Dam, Chittorgarh",4172
"River Gambhiri Dam, Nimbahera-Tehsil, Chittorgarh",4173
"River Gambhiri Near Old Bus Stand, Chittorgarh",4174
"River Kanota Dam Village Sumel, Tehsil- Bassi",4781
River Mahi (D/S) Conf With R. Chap (Under Sagwara-Sarhi Rd. Bdg.),1232
"River Mahi At Gammon Bridge, Banswara(Rajasthan)",30061
"River Mahi Near Rajasthan Border At Kadana Dam,",1229
"River Bhanwar Semla Dam Near Village- Dhopal,",4805
"River Meshwa Near Rajasthan Border At Samlaji,",1224
"Kothi Wala Well In Village Bagar Rajput, Alwar, Rajasthan",1708
"Borewell Of Shri Duli Chand Dayma S/O Sh. Chetram Dayma, Near Govt. School, Village- Alupur (Alampur), Bhiwadi, Distt- Alwar, Tehsil- Tijara",1710
"Borewell Of Sh Jagdish Bhati, Near Sanjeev Enterprises, Ria, Village- Ghatal,Bhiwadi, District - Alwar",1713
Hand Pump Near Secondary School About 300Mt. From,1715
"M/S Specialty Silica Ltd., Mia , Near Agro Food Park, Alwar, Rajasthan",2969
"Well Of Bhag Ji Laxman Ram Mali, Sakarna Bera, Balotra, Barmer, Rajasthan",2991
"Bore Well Of M/S Shri . Bhram Jeet Service Station, Near Bus Stand Bhiwadi,Tehsil-Tijara, Distt- Alwar",3001
"Bore Well M/S R.C. Palace Hotel,Hoterl,Near Lic Office, Alampur Road ,Bhiwadi,Tehsil-Tijara Diss- Alwar",3002
"Bore Well Office Of Raj. Housing Board Office , Bhiwadi,Tehsil-Tijara,Distt- Alwar",3003
"Bore Well Of M/S Modern Public School,Near Bhagat Singh Colony,Alwar By Pass",3004
"Borewell In The House Akram Khan, Amlaki, Kaharani Industrial Area,Bhiwadi,Tehsil- Tijara, Alwar",4181
"Borewell In Cetp Premises,Near Bus Stand Bhiwadi, Tijara, Alwar",4184
Tube Well Of M/S Balotra Water Pollution Control And Research Foundation,4761
"Borewell Of Shri Pemaram Mali/Dhudaram Mali, Bithuja, Balotra, Barmer, Rajasthan",4763
"M/S Abhishek Kothari, Nakoda Road Mewa Nagar, Jasol, Pachpadra, Barmer, Rajasthan",4764
"Borewell Of Ajanta Textiles Nakoda Road, Jasol, Barmer, Rajasthan",4765
"Borewell Of Amritlal S/O Bacharaj & Joint Krishi Form Kh. No. 66/15, Bithuja, Barmer, Rajasthan",4766
"Openwell Of Shri Ishwar Singh Mali S/O Bhurji Mali, Dhanna Ki Dhani Bilasar, Barmer",4768
"Public Tubewell, Village- Nani, Tehsil-Sikar,Dist-Sikar",4793
"Tubewell Of Hariprasad Pannalal, Bada Talab, Vill- Nani, Tehsil-Sikar",4794
"River Banas Bisulpur Dam, Tonk, Rajasthan",2951
"River Near Newta Dam,Jaipur,Rajsthan",2952
"River Chambal Entering In Rajasthan At Gandhi Sagar Dam, Rawatbhata,Chittorgarh",2955
"River Chambal At Kota U/S (Phed Intake Point. Near Kota Barrage), Rajasthan",1288
"River Chambal At Rangpur Kota D/S (2 Km. From City), Rajasthan",1289
"River Gambhiri Near Bus Stand (Old City Bridge), Chittorgarh,Rajasthan",4174
River Mahi (D/S) Conf With R. Chap (Under Sagwara- Sarhi Rd. Bdg.),1232
"River Mahi At Gammon Bridge Near Padla Chowki, Banswara (Mp & Rjasthan)",30061
"Bhanwar Semla Dam Near Village- Dhopal,Pratapgarh",4805
"River Meshwa Near Rajasthan Border D/S At Samlaji,Dist: Arvali",1224
