monitoring_location,stn_code
"River Kariyari,D/S, Near M/S J.P. Cement,Vill.Naubasta, Rewa",3314
"River Newaj U/S Near W/S Intake Point, Rajgarh",3320
"River Choupan U/S At Vijaypur , Guna",3306
"River Choupan D/S After Nfl Nalla, At Vijaypur ,Guna",3307
River Sone At Chitawal Near Road,3834
"River Bebus At Rajghat Dam, Sagar",3833
River Chambal At Fish Farm Near Gandhisagar Dam (Mp & Rjasthan),30060
"River Chambal At Gandhi Sagar Dam, Rampura, M.P",1418
"River Chambal At Janapawa, From Origin Point, Indore",3308
River Mahi Forest Guest House Rajapur Mataji Shivgarh Ratlam.,4608
River Mahi At Village Bajna (Mp & Rjasthan),30058
River Anas River Near Road Bridge Jhabua,3848
"River Jammer At Dholabad, Ratlam",2103
"River Ajab Bourali At Petlawad Dam Petlavad, Jhabua",4620
"River Narmada At Amarkantak From Origin Point,",3321
River Narmada Near Origin Point At Amarkantak,1242
"River Narmada At Barmanghat, Narsinghpur M.P.",1240
River Narmada At Befor Conflu. Of River Jamner Vill. Nemawar,4594
River Narmada Near Shahganj Guest House District Sehore,1234
River Narmada At Hoshangabad 100 Meter D/ S After Confluence Of Spm Nalla M.P.,1235
"River Narmada At Lalpur, Jabalpur",2099
"River Narmada At Tilwaraghat,",3323
River Narmada River At D/S Of Kapildhara,2118
"River Narmada At Chandanghat Near Road Bridge, Dindori",4577
River Narmada Near Bhairav Tample At Shhastradhara Mandla,4580
"River Narmada, Barmanghat, 100 Mds Of Mainghat",4585
River Narmada S.N. 44 Near Road Bridge Near Jhilkoli Narsingpur,4586
River Narmada At Up- Stream Of Village Jait Near Naryanapura District Sehore,4588
River Narmada At D/S Of Vill. Jait,4589
River Narmada At Up-Stream Before Confluence Of River Tawa Near Bandrabhan District Sehore,4590
"River Narmada At Down-Stream After Confluence Of River Tawa Near Ramnagar,District Sehore (M.P.)",4591
"River Narmada At Budhnighat, Budhni District Sehore( M.P.)",4592
River Narmada At Down-Stream Of Textile Unit Village. Holipura Budni District Sehore (M.P.),4593
River Narmada River At Dhareshwar,4598
River Narmada River At Shahastradhara (Jalkoti),4600
River Narmada River At Semalda U/S Of Barwani,4602
"River Chota Tawa Before Confl. With River Narmada, M.P.",1236
River Gour Near Bhogdwar Wss Intake Point,2100
"River Simrar At Katni Near Acc W/S Intake Point,",3326
"River Hiran, Nh 7 Road Bridge, Sihora,",3828
"River Hiran, Nh - 12 Road Bridge Vil Vikrampur ,Dist Narsingpur",3829
"River Hiran After Mixing Pariyat River Near Road Bridge At Vill Ganiyari,",4613
River Tapti At Nepa Nagar 100 Metre D/S After Mixing Pandhar Nalla,2115
River Tapi At Hatnur,1250
"River Tapi At Village Khedi, Near Amarawati Road Bridge , Betul",1466
"River River Wainganga At Chhapara , Seoni, Near Wss Intake Point",3330
"River Pench At Chhindwara ,Near Singori Road Bridge, Chhindwara",1214
