stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
1606,Well (Public )Opposite S.B.School,Groundwater,LAKSHADWEEP,2021,Safe,0.0,None,28.5,,7.3,714.0,,,,,
1600,Well C/O Andam Palli,Groundwater,LAKSHADWEEP,2021,Safe,0.0,None,29.3,,7.1,877.0,,,,,
4575,Well C/O Beereadam,Groundwater,LAKSHADWEEP,2021,Safe,0.0,None,29.45,,6.85,974.0,,,,,
4564,Well C/O Belavilatha Palli,Groundwater,LAKSHADWEEP,2021,Safe,0.0,None,30.5,,6.8,1379.5,,,,,
1601,Well C/O Circuit House,Groundwater,LAKSHADWEEP,2021,Safe,0.0,None,29.0,,7.2,937.0,,,,,
4570,Well C/O Friends Common Club,Groundwater,LAKSHADWEEP,2021,Safe,0.0,None,30.4,,7.3,1356.0,,,,,
1602,"Well C/O Govt. Press,",Groundwater,LAKSHADWEEP,2021,Safe,0.0,None,29.05,,7.5,781.0,,,,,
4552,Well C/O High School,Groundwater,LAKSHADWEEP,2021,Safe,0.0,None,29.55,,7.25,1097.0,,,,,
4576,Well C/O Hussain Manzil,Groundwater,LAKSHADWEEP,2021,Safe,0.0,None,30.65,,6.8,675.0,,,,,
4554,Well C/O I.G Hospital,Groundwater,LAKSHADWEEP,2021,Safe,0.0,None,29.0,,7.2,861.0,,,,,
4553,Well C/O J.B. School (N),Groundwater,LAKSHADWEEP,2021,Safe,0.0,None,27.0,,7.4,802.0,,,,,
4562,Well C/O Jbs (C ),Groundwater,LAKSHADWEEP,2021,Safe,0.0,None,29.6,,7.35,1089.0,,,,,
1596,Well C/O Kadat Palli,Groundwater,LAKSHADWEEP,2021,Safe,0.0,None,28.8,,7.2,715.0,,,,,
4550,Well C/O Kendriya Vidyalaya,Groundwater,LAKSHADWEEP,2021,Safe,0.0,None,29.9,,7.5,1126.5,,,,,
4565,Well C/O Lagoons Bath,Groundwater,LAKSHADWEEP,2021,Safe,0.0,None,30.4,,6.6,860.0,,,,,
4569,Well C/O Mandali,Groundwater,LAKSHADWEEP,2021,Safe,0.0,None,30.65,,7.5,1613.5,,,,,
4574,Well C/O Moula Pall,Groundwater,LAKSHADWEEP,2021,Safe,0.0,None,29.9,,7.1,609.5,,,,,
1604,Well C/O Mpsaf Quarter,Groundwater,LAKSHADWEEP,2021,Safe,0.0,None,29.7,,7.2,2595.0,,,,,
4563,Well C/O Nursery School,Groundwater,LAKSHADWEEP,2021,Unsafe,0.77,pH Out of Range,30.55,,6.45,860.0,,,,,
