stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
3564,Borewell Water Near Mangalijyothi School Msw Site Vammanjoor,Groundwater,KARNATAKA,2024,Safe,6.98,None,29.0,,7.75,154.0,2.4,1.0,7.4,281.5,
5771,"Hejamdi End Point Near Blue Flog Beach Padubidri, Kaup Tq, Udupi , District",SEA,KARNATAKA,2024,Safe,5.24,None,32.5,6.15,8.0,,2.35,,2.0,16.5,2.0
5772,"Gujjarbettu, Kemmanu Asare Beach, Udupi Tq,",SEA,KARNATAKA,2024,Safe,0.03,None,32.0,5.8,8.0,,,,2.0,21.5,
5773,"Kota Padukere, Brahmavara Tq, Udupi Dist",SEA,KARNATAKA,2024,Safe,0.03,None,32.0,5.95,8.05,,,,2.0,20.0,
5774,"Gangoli Harbour Kundapura, Udupi Dist",SEA,KARNATAKA,2024,Safe,5.35,None,32.0,6.0,8.0,,2.4,,2.0,17.0,
5775,"Someshwara Beach Byndoor Tq, Udupi",SEA,KARNATAKA,2024,Safe,4.68,None,32.0,5.65,7.85,,2.1,,2.0,15.5,
1444,River Kali At D/S West Coast Paper Mill (Wcpm),River,KALI (KARNATAKA),2024,Unsafe,20.19,High BOD,23.0,17.75,7.4,34.9,59.95,1.36,13.16,175.0,630.0
2780,"River Kali At U/S Of Wcpm, Dandeli",River,KALI (KARNATAKA),2024,Unsafe,20.16,High BOD,23.0,17.55,7.55,29.45,47.45,1.31,11.66,145.0,540.0
1891,River Manjeera At D/S Intake Point To Bidar City,River,KARNATAKA,2024,Unsafe,47.77,"High BOD, High Fecal Coliform, High Total Coliform",30.0,5.9,7.9,448.0,3.5,1.25,8522.5,27039.0,
30055,River Manjeera At Janwada(Bangalore),River,KARNATAKA,2024,Unsafe,14.71,"High BOD, High Fecal Coliform, High Total Coliform",27.0,6.0,7.6,469.5,4.3,1.57,660.0,3160.0,
1889,River Krishna - Ankali Bridge Along Chikkodi Kagwad Road,River,KARNATAKA,2024,Unsafe,12.36,"High BOD, High Fecal Coliform",26.0,7.5,7.85,606.0,3.8,9.89,730.0,1260.0,380.0
1182,River Krishna At U/S Of Ugarkhurd Barrage,River,KARNATAKA,2024,Unsafe,10.59,High Fecal Coliform,27.0,7.0,7.85,639.0,3.0,7.75,730.0,1260.0,355.0
2781,River Krishna At D/S Of Alamatti Dam,River,KARNATAKA,2024,Unsafe,7.99,High Fecal Coliform,25.0,7.0,7.8,954.0,2.0,20.115,635.0,1260.0,355.0
1181,River Krishna At D/S Of Narayanpura Dam,River,KARNATAKA,2024,Unsafe,8.15,High Fecal Coliform,25.0,6.4,7.85,1105.0,1.9,21.26,730.0,1260.0,285.0
1028,River Krishna At Tintini Bridge,River,KARNATAKA,2024,Safe,8.18,None,27.5,6.95,8.15,877.5,2.5,1.225,295.0,1810.0,
30056,River Krishna At Deodurga (Bangalore),River,KARNATAKA,2024,Unsafe,9.15,"High Fecal Coliform, High Total Coliform",27.0,7.4,8.1,969.5,1.95,0.77,505.0,3500.0,
1170,River Krishna At D/S Of Devasagar Bdg.,River,KARNATAKA,2024,Safe,8.76,None,27.5,7.0,8.4,1137.0,2.6,2.47,375.0,1860.0,
5582,"River Bhima Downstream, Dhulked Vill",River,KARNATAKA,2024,Unsafe,9.86,High Fecal Coliform,25.0,7.25,7.95,1249.0,2.55,34.705,730.0,1600.0,340.0
1183,River Bhima At D/S Of Road Bridge At Gangapur Village,River,KARNATAKA,2024,Unsafe,48.33,"High BOD, High Fecal Coliform, High Total Coliform",28.0,7.15,8.2,1071.0,3.75,1.15,140850.0,182000.0,
1184,River Bhima At Ferozabad Village (D/S),River,KARNATAKA,2024,Unsafe,47.77,"High BOD, High Fecal Coliform, High Total Coliform",29.0,6.85,8.2,1122.0,3.5,1.7,17895.0,85700.0,
30057,River Bhima At Gangapur (Bangalore),River,KARNATAKA,2024,Unsafe,13.94,"High BOD, High Fecal Coliform, High Total Coliform",26.0,6.9,8.05,1045.5,4.1,1.47,615.0,2970.0,
1167,River Bhima At D/S Of Bdg. Near Yadgir,River,KARNATAKA,2024,Unsafe,47.77,"High BOD, High Fecal Coliform, High Total Coliform",30.0,6.55,7.9,1393.5,3.5,1.05,17130.0,71400.0,
1091,River Bhadra At Malleswaram D/S Of Kiocl,River,KARNATAKA,2024,Safe,4.26,None,24.0,7.35,7.15,95.5,1.8,0.64,27.0,195.0,
2771,River Bhadra At U/S Of Kiocl,River,KARNATAKA,2024,Safe,4.12,None,24.5,7.55,7.15,80.5,1.75,0.61,25.5,165.0,
2765,River Bhadra At U/S Of Mpm,River,KARNATAKA,2024,Safe,5.4,None,26.0,7.7,7.65,188.5,1.6,1.325,146.0,1575.0,
