stn_code,monitoring_location,water_body_type,state,year,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
1092,"KALU AT ATALE VILLAGE, KALYAN, THANE",River,MAHARASHTRA,2020,28.5,5.3,7.65,1781.0,11.5,1.1,86.0,471.0,
2168,"MITHI RIVER, MAHIM, BANDRA, MUMBAI",River,MAHARASHTRA,2020,27.0,3.55,7.4,24936.5,28.5,2.8,46175.0,80460.0,
"BHIMA AT PUNE U/S VITHALWADI, HAWELI, PUNE",MAHARASHTRA,River,MAHARASHTRA,2020,29.0,4.35,7.45,418.5,15.1,,300.0,1175.0,9.0
"BHIMA AFTER CONF. WITH DAUND, DAUND, PUNE",MAHARASHTRA,River,MAHARASHTRA,2020,29.0,5.0,7.71,845.0,6.9,,76.0,625.0,13.0
"BHIMA AT TAKLI, SOUTH SOLAPUR, SOLAPUR",MAHARASHTRA,River,MAHARASHTRA,2020,35.0,6.0,7.75,1117.5,6.5,6.3,42.0,450.0,3.9
"RAW WATER PUMP HOUSE, KUMBARGAON,",MAHARASHTRA,River,MAHARASHTRA,2020,29.0,6.2,7.75,777.5,5.7,,21.0,535.0,1.9
