stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
3564,Borewell Water Near Mangalijyothi School Msw Site Vammanjoor,Groundwater,KARNATAKA,2019,Unsafe,33.85,"pH Out of Range, High BOD",27.5,,4.2,7.05,169.0,3.0,1.15,2.0,
4093,"M/S Sugureshwara Ind, 196 (P), Kiadb Ind Growth Centre, Chika Sugar, Raichur",Groundwater,KARNATAKA,2019,Unsafe,61.54,"pH Out of Range, High BOD",30.0,,5.0,7.4,500.0,8.8,,,
1388,"Ulsoor Lake Training Centre Of Fish Breeding,",Pond/Tank,KARNATAKA,2019,Unsafe,43.42,"pH Out of Range, High BOD, High Total Coliform",,26.0,5.4,7.8,500.0,39.0,9.315,39815.0,272700.0
1446,"Heballa Valley Lake At D/S Road Bridge Nr. Mandya,",Pond/Tank,KARNATAKA,2019,Unsafe,29.64,"pH Out of Range, High BOD",,26.5,3.55,7.85,500.0,6.5,6.22,675.0,3750.0
3582,Hebbal Lake,Pond/Tank,KARNATAKA,2019,Unsafe,31.54,"pH Out of Range, High BOD, High Total Coliform",,26.5,3.5,8.15,500.0,14.0,7.5,2850.0,7850.0
3583,Kukkarahalli Lake,Pond/Tank,KARNATAKA,2019,Unsafe,25.65,"pH Out of Range, High BOD",,25.0,5.05,8.35,500.0,6.7,1.87,1470.0,5300.0
3584,Dalavai Lake,Pond/Tank,KARNATAKA,2019,Unsafe,32.05,"pH Out of Range, High BOD, High Total Coliform",,25.0,3.8,8.2,500.0,17.1,5.55,4650.0,14000.0
3585,Yennehole Lake,Pond/Tank,KARNATAKA,2019,Unsafe,38.5,"pH Out of Range, High BOD, High Total Coliform",,25.5,1.6,7.7,500.0,20.0,5.6,4250.0,10650.0
3586,Limbhabudi Lake,Pond/Tank,KARNATAKA,2019,Unsafe,25.11,"pH Out of Range, High BOD, High Total Coliform",,25.5,6.2,7.65,500.0,27.9,5.55,5200.0,26400.0
3587,Shettykere Lake,Pond/Tank,KARNATAKA,2019,Unsafe,24.61,"pH Out of Range, High BOD",,18.1,5.4,8.35,500.0,6.0,4.99,1510.0,5200.0
3591,Kempambudhi Lake,Pond/Tank,KARNATAKA,2019,Unsafe,45.19,"pH Out of Range, High BOD, High Total Coliform",,27.0,4.85,7.85,500.0,7.0,28.225,121050.0,808000.0
3592,Yediyur Lake,Pond/Tank,KARNATAKA,2019,Unsafe,41.73,"pH Out of Range, High BOD, High Total Coliform",,27.0,5.95,7.85,382.0,10.5,8.735,110350.0,802700.0
3593,"Ulsoor Lake Training Centre Of Fish Breeding,",Pond/Tank,KARNATAKA,2019,Unsafe,42.35,"pH Out of Range, High BOD, High Total Coliform",,26.5,5.75,7.5,500.0,17.5,10.3,55240.0,460800.0
3601,Karihobanahalli Lake,Pond/Tank,KARNATAKA,2019,Unsafe,52.35,"pH Out of Range, High BOD, High Total Coliform",,26.0,2.5,7.35,500.0,64.5,11.15,5000000.0,80017500.0
3602,Bellandur Lake,Pond/Tank,KARNATAKA,2019,Unsafe,50.68,"pH Out of Range, High BOD, High Total Coliform",,28.5,3.05,7.2,500.0,20.5,16.85,200350.0,8002700.0
3608,Varthur Lake,Pond/Tank,KARNATAKA,2019,Unsafe,45.29,"pH Out of Range, High BOD, High Total Coliform",,27.5,4.8,7.35,500.0,18.0,14.35,850230.0,8001750.0
3610,Tubrahalli Lake,Pond/Tank,KARNATAKA,2019,Unsafe,49.3,"pH Out of Range, High BOD, High Total Coliform",,27.5,3.5,7.15,500.0,20.5,16.95,55235.0,461750.0
3611,Kaikondanahalli Lake,Pond/Tank,KARNATAKA,2019,Unsafe,49.86,"pH Out of Range, High BOD, High Total Coliform",,27.5,3.3,8.05,500.0,80.0,3.68,107400.0,817500.0
3612,Agaram Lake,Pond/Tank,KARNATAKA,2019,Unsafe,48.8,"pH Out of Range, High BOD, High Total Coliform",,27.5,3.65,7.55,500.0,17.0,6.69,35420.0,274600.0
3614,Puttenahalli Lake (S),Pond/Tank,KARNATAKA,2019,Unsafe,33.4,"pH Out of Range, High BOD, High Total Coliform",,27.5,5.1,7.15,500.0,8.0,3.06,11350.0,802700.0
3615,Arakere Lake,Pond/Tank,KARNATAKA,2019,Unsafe,47.26,"pH Out of Range, High BOD, High Total Coliform",,29.0,4.15,7.3,500.0,15.0,7.22,70315.0,462700.0
3616,Kalena Agrahara Lake,Pond/Tank,KARNATAKA,2019,Unsafe,27.65,"pH Out of Range, High BOD, High Total Coliform",,28.0,6.2,7.7,436.0,3.0,2.74,8400.0,92000.0
3617,Hulimavu Lake,Pond/Tank,KARNATAKA,2019,Unsafe,48.94,"pH Out of Range, High BOD, High Total Coliform",,27.5,3.6,7.35,500.0,15.5,3.06,47230.0,271750.0
3618,Singasandra Lake,Pond/Tank,KARNATAKA,2019,Unsafe,29.55,"pH Out of Range, High BOD, High Total Coliform",,27.5,8.9,7.3,500.0,19.0,3.3,10740.0,802700.0
3620,Parappana Agrahara Lake,Pond/Tank,KARNATAKA,2019,Unsafe,50.48,"pH Out of Range, High BOD, High Total Coliform",,28.0,3.1,7.85,500.0,18.0,5.835,55470.0,462700.0
3621,Haralakunte Lake,Pond/Tank,KARNATAKA,2019,Unsafe,39.17,"pH Out of Range, High BOD, High Total Coliform",,28.5,3.2,7.35,500.0,19.4,7.1,11230.0,81750.0
3624,Puttenahalli Lake,Pond/Tank,KARNATAKA,2019,Unsafe,43.96,"pH Out of Range, High BOD, High Total Coliform",,27.0,5.1,6.9,500.0,9.0,3.09,24550.0,192500.0
3625,Hebbal Lake,Pond/Tank,KARNATAKA,2019,Unsafe,29.83,"pH Out of Range, High BOD, High Total Coliform",,27.0,5.6,6.95,500.0,9.5,2.655,8815.0,50600.0
3627,Jakkur Lake,Pond/Tank,KARNATAKA,2019,Unsafe,50.63,"pH Out of Range, High BOD, High Total Coliform",,31.5,3.05,7.65,500.0,19.5,3.505,48400.0,278000.0
3628,Amruthahalli Lake,Pond/Tank,KARNATAKA,2019,Unsafe,48.16,"pH Out of Range, High BOD, High Total Coliform",,29.5,3.85,7.05,500.0,28.0,2.72,35230.0,177700.0
3644,Mulbhagal Lake,Pond/Tank,KARNATAKA,2019,Unsafe,42.72,"pH Out of Range, High BOD, High Total Coliform",,28.0,3.8,8.2,500.0,33.5,8.55,17970.0,82700.0
3645,Devarayasamudra Lake,Pond/Tank,KARNATAKA,2019,Unsafe,54.49,"pH Out of Range, High BOD, High Total Coliform",,28.5,1.8,8.45,500.0,90.0,8.0,200230.0,1752700.0
3646,Narasapura Lake,Pond/Tank,KARNATAKA,2019,Unsafe,45.11,"pH Out of Range, High BOD, High Total Coliform",,29.0,4.85,8.7,500.0,11.5,8.0,350235.0,2701750.0
3649,Bugudanahalli Lake,Pond/Tank,KARNATAKA,2019,Unsafe,40.93,"pH Out of Range, High BOD, High Total Coliform",,25.0,6.2,7.0,500.0,4.5,2.96,60470.0,464600.0
