stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
1620,At Raipur Region,Groundwater,CHHATTISGARH,2016,Safe,1.3,None,26.0,,7.8,609.0,0.35,1.35,,3.0,
1621,At Raipur Region,Groundwater,CHHATTISGARH,2016,Safe,2.04,None,26.5,,7.8,542.0,0.55,1.65,,4.0,
1622,At Bilaspur Region,Groundwater,CHHATTISGARH,2016,Safe,0.02,None,31.75,,7.5,356.0,,0.65,,8.0,
1623,At Bilaspur Region,Groundwater,CHHATTISGARH,2016,Safe,0.02,None,31.0,,7.75,388.0,,0.55,,8.0,
3171,"Hand Pump Water 17/10 Nepali Mohlla, Shankar Nagar, Heavy Industrial Area, Bhilai",Groundwater,CHHATTISGARH,2016,Safe,3.16,None,27.0,,7.5,,0.85,0.3,,9.0,
3172,"Borewell/ Handpump In Rogbahri Village, Korba",Groundwater,CHHATTISGARH,2016,Safe,2.77,None,26.35,,7.15,,0.5,0.1,,,
3173,"Borewell/ Handpump In Parsabhata, Balco, Korba",Groundwater,CHHATTISGARH,2016,Safe,2.77,None,26.4,,7.2,,0.5,0.0,,,
3174,"Borewell/ Handpump In Dhanras, Ntpc, Korba",Groundwater,CHHATTISGARH,2016,Safe,3.88,None,26.45,,7.1,,0.7,0.0,,,
1851,Mahanadi At Sihawa,River,CHHATTISGARH,2016,Safe,6.89,None,26.0,6.5,7.6,329.5,2.4,1.1,,230.0,
1264,Mahanadi U/S Rudri Dhamtori Reservoir,River,CHHATTISGARH,2016,Safe,6.55,None,26.0,7.3,7.8,360.0,2.25,1.75,,305.0,
1099,Mahanadi U/S Of Rajim,River,CHHATTISGARH,2016,Safe,6.61,None,28.0,6.9,6.6,390.0,2.3,1.6,,230.0,
1852,"Mahanadi At Arrang, Raipur",River,CHHATTISGARH,2016,Safe,6.73,None,26.5,7.45,7.65,419.0,2.35,1.8,,205.0,
1100,Mahanadi At Kharad,River,CHHATTISGARH,2016,Safe,3.87,None,28.5,6.7,7.95,356.0,1.2,2.0,,540.0,
1282,Mahanadi At Sheorinarayan Village,River,CHHATTISGARH,2016,Safe,1.23,None,32.5,6.5,8.25,299.0,,1.9,,920.0,
1467,Mahanadi A/C With Mand,River,CHHATTISGARH,2016,Unsafe,4.49,pH Out of Range,28.5,6.8,8.65,274.0,1.3,1.65,,445.0,
1101,Mahanadi At Interstate Boundry,River,CHHATTISGARH,2016,Safe,4.26,None,23.5,7.1,7.35,196.0,1.45,0.65,,240.5,
3165,"Hasdeo 100 Meter D/S A/C Of Dengur Nallah Nera C.S.E.B. East Guest House, Korba",River,CHHATTISGARH,2016,Unsafe,17.39,High BOD,25.5,5.2,7.15,,4.7,0.8,,,
3168,Hasdeo D/S Near Urga Village Korba,River,CHHATTISGARH,2016,Unsafe,22.35,"Low DO, High BOD",25.5,4.7,7.2,,5.5,1.0,,,
1105,Hasdeo U/S Korba,River,CHHATTISGARH,2016,Safe,8.14,None,26.0,6.3,7.15,,2.2,0.45,,,
1106,Hasdeo U/S Of Champa,River,CHHATTISGARH,2016,Safe,3.77,None,29.0,7.2,8.0,210.5,1.2,1.2,,445.0,
3169,"Hasdeo, Drinking Water Intake Well Of Municipal Co. Korba (Before Treatment) At Kohadia Village",River,CHHATTISGARH,2016,Safe,9.25,None,26.0,5.9,7.15,,2.5,0.6,,,
3170,"Hasdeo, Drinking Water Intake Well Of Municipal Co. Korba (After Treatment) At Kohadia Village",River,CHHATTISGARH,2016,Safe,2.22,None,26.0,6.6,7.2,,0.6,0.35,,,
1265,Kharoon U/S Raipur,River,CHHATTISGARH,2016,Safe,6.34,None,27.0,7.5,7.65,399.0,2.2,1.4,,235.0,
1846,Kharoon River A/C Khapri Drain,River,CHHATTISGARH,2016,Safe,6.3,None,,7.4,7.45,,1.8,0.45,,1305.0,
1847,"Kharoon B/C Khapri Drain, Durg, Raipur Road Bridge",River,CHHATTISGARH,2016,Unsafe,13.51,High BOD,,7.0,7.4,,4.4,0.35,,1305.0,
1853,"Kharoon Bundri, Raipur",River,CHHATTISGARH,2016,Safe,7.06,None,25.5,6.8,7.5,451.0,2.45,1.65,,260.0,
1848,Arpa D/S Of Bilaspur,River,CHHATTISGARH,2016,Safe,0.0,None,27.0,7.3,8.0,260.0,,3.1,,,
1849,Kelo U/S Of Raigarh,River,CHHATTISGARH,2016,Safe,5.11,None,23.5,7.0,7.35,200.0,1.75,1.0,,251.5,
1850,Kelo D/S Of Raigarh,River,CHHATTISGARH,2016,Safe,7.07,None,23.5,6.9,7.5,205.5,2.45,1.0,,267.5,
1107,Seonath U/S Rajnandgaon,River,CHHATTISGARH,2016,Safe,5.99,None,32.0,7.2,7.5,,1.7,0.4,,1275.0,
1266,Seonath At Shimga A/C. With R. Kharoon,River,CHHATTISGARH,2016,Safe,7.14,None,27.5,7.6,7.65,402.5,2.5,1.8,,205.0,
1845,"Seonath Water Supply Well, Durg",River,CHHATTISGARH,2016,Safe,5.69,None,,6.9,7.5,,1.6,0.55,,1255.0,
3166,"Sheonath At Jhinghri Village, A/C Of Samoda Nalla",River,CHHATTISGARH,2016,Unsafe,15.46,High BOD,,6.1,7.6,,5.1,0.375,,1305.0,
3167,"Sheonath At Rajnandgaon, D/S At Mohad, Rajnandgaon",River,CHHATTISGARH,2016,Safe,6.27,None,27.5,7.15,7.45,,1.8,0.45,,1275.0,
1854,"Indravati A/C Dantewada Nelsonnar, Dantewada",River,CHHATTISGARH,2016,Safe,4.81,None,22.5,7.7,7.75,,1.3,0.0,,,
1856,Shankni A/C Dankani Dantewada,River,CHHATTISGARH,2016,Safe,6.29,None,22.5,7.6,7.65,,1.7,0.0,,,
