stn_code,monitoring_location,water_body_type,state,year,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
3558,DADESUGUR BRIDGE GAUGING STATION,River,KARNATAKA,2016,29.0,7.1,7.95,661.5,2.0,0.2,590.0,2050.0,
3562,THUMBE WATER SUPPLY STATIONS TO MANGALORE CITY,River,KARNATAKA,2016,29.0,6.7,6.9,237.0,2.0,0.5,35004.0,139011.5,
3563,U/S OF UPIINGADY TOWN,River,KARNATAKA,2016,29.5,6.6,7.2,113.0,1.0,0.4,91.5,476.5,
3566,KRS DAM MANDYA,River,KARNATAKA,2016,25.5,6.9,8.2,221.0,2.0,0.2,285.0,1200.0,
3567,D/S SHIMSHA NEAR MADDUAR TOWN,River,KARNATAKA,2016,25.0,4.7,8.3,855.0,6.5,0.7,1420.0,5250.0,
3568,WATER SUPPLY INTAKE POINT TO SRIRANGAPATNA TOWN,River,KARNATAKA,2016,24.5,6.85,7.8,253.0,1.9,0.25,265.0,1165.0,
3569,WATER SUPPLY INTAKE POINT TO MANDYA TOWN,River,KARNATAKA,2016,25.5,6.65,8.3,252.0,1.95,0.45,330.0,1515.0,
3570,D/S OF KR NAGAR BRIDGE,River,KARNATAKA,2016,26.0,6.3,8.0,444.0,2.3,0.45,492.5,1910.0,
3571,U/S OF KR NAGAR,River,KARNATAKA,2016,26.0,6.6,8.2,254.0,2.0,0.45,442.5,1290.0,
3572,WATER SUPPLY INTAKE POINT TO HUNSUR TOWN,River,KARNATAKA,2016,26.0,6.6,7.85,346.0,2.05,0.4,270.0,1200.0,
3573,D/S OF KUSHALANAGAR TOWN,River,KARNATAKA,2016,26.0,7.35,7.7,193.0,1.4,0.2,466.0,1330.0,
3574,WATER SUPPLY INTAKE POINT TO MADIKERI TOWN,River,KARNATAKA,2016,26.5,7.1,7.7,69.0,1.25,0.3,87.5,330.0,
3575,U/S INTAKE POINT TO NANJANAGUD & GUNDLUPET AT DEBUR,River,KARNATAKA,2016,27.5,5.95,8.15,181.0,1.75,0.25,315.0,1245.0,
3576,WATER SUPPLY INTAKE POINT TO MYSORE PUMP HOUSE,River,KARNATAKA,2016,27.0,7.0,8.15,240.0,1.7,0.45,285.0,1270.0,
3577,WATER SUPPLY INTAKE POINT TO T NARASIPURA,River,KARNATAKA,2016,26.5,6.5,7.65,320.0,1.75,0.45,685.0,2300.0,
3578,D/S OF CAUVERY MADDUR WATER SUPPLY TREATMENT PLANT AT BACHALLI,River,KARNATAKA,2016,24.5,7.0,8.35,315.0,2.1,0.4,235.0,1070.0,
3579,WATER SUPPLY INTAKE POINT AT KOLLEGALA DASANAPURA,River,KARNATAKA,2016,27.5,6.85,7.95,324.0,2.0,0.45,535.0,1620.0,
3580,WATER SUPPLY INTAKE POINT AT MADDUAR,River,KARNATAKA,2016,24.5,6.45,8.3,320.0,2.0,0.7,460.0,2065.0,
3581,WATER SUPPLY INTAKE POINT AT T K HALLI,River,KARNATAKA,2016,25.0,6.65,8.25,320.0,2.1,0.35,555.0,1570.0,
1444,KALI D/S WEST COAST PAPER MILL,River,KARNATAKA,2016,29.5,5.4,7.25,119.0,2.65,0.5,188.0,929.0,
2780,"KALI U/S OF WCPM, DANDELI",River,KARNATAKA,2016,29.0,6.05,7.35,103.5,2.35,0.45,185.5,922.5,
1388,"ULSOOR LAKE TRAINING CENTRE OF FISH BREEDING,KARNA",Pond/Tank,KARNATAKA,2016,,28.0,7.35,7.75,480.5,5.5,1.85,127000.0,207500.0
1446,"HEBALLA VALLEY LAKE AT D/S ROAD BRIDGE NR. MANDYA, KARNATAKA",Pond/Tank,KARNATAKA,2016,,24.5,4.6,8.05,909.0,7.75,1.4,7050.0,9850.0
3582,HEBBAL LAKE,Pond/Tank,KARNATAKA,2016,,26.5,3.85,8.4,2177.0,13.4,1.2,1600.0,9850.0
3583,KUKKARAHALLI LAKE,Pond/Tank,KARNATAKA,2016,,28.5,7.5,9.15,745.5,8.1,0.5,1460.0,6250.0
3584,DALAVAI LAKE,Pond/Tank,KARNATAKA,2016,,28.5,1.75,8.25,1044.5,24.0,0.65,2250.0,9150.0
3585,YENNEHOLE LAKE,Pond/Tank,KARNATAKA,2016,,29.5,2.25,8.35,1136.0,19.6,3.0,1650.0,7100.0
3586,LIMBHABUDI LAKE,Pond/Tank,KARNATAKA,2016,,29.0,6.1,9.0,771.0,10.65,16.7,1310.0,5450.0
3587,SHETTYKERE LAKE,Pond/Tank,KARNATAKA,2016,,29.5,4.25,8.75,817.0,9.05,2.85,1310.0,4800.0
3592,YEDIYUR LAKE,Pond/Tank,KARNATAKA,2016,,25.95,6.9,7.3,403.5,5.5,1.25,875860.0,1741740.0
3593,"ULSOOR LAKE TRAINING CENTRE OF FISH BREEDING, KARNATAKA",Pond/Tank,KARNATAKA,2016,,31.0,7.8,7.5,475.0,7.0,9.4,1108500.0,1732400.0
