stn_code,monitoring_location,water_body_type,state,year,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
2863,IRIL AT KANGLA SIPHAI (IMPHAL EAST),River,MANIPUR,2016,28.0,6.65,7.65,220.0,2.95,0.0,,42.5,
2864,IMPHAL AT SEKMAI (IMPHAL EAST),River,MANIPUR,2016,28.0,7.6,7.5,180.0,1.1,0.0,,37.5,
2865,"JIRI AT JARIMUKH, JIRIBAM (IMPHAL EAST)",River,MANIPUR,2016,32.0,8.2,7.4,120.0,1.9,0.0,,46.0,
2866,JIRI AT JIRI (IMPHAL EAST),River,MANIPUR,2016,29.5,7.1,7.05,101.0,1.2,0.0,,80.0,
2867,MAHA AT CHANDEL,River,MANIPUR,2016,28.5,7.6,7.7,136.0,4.0,0.0,,25.0,
2868,CHAKPI AT CHAKPIKARONG CHANDEL,River,MANIPUR,2016,29.5,7.65,7.75,158.5,1.7,0.0,,47.5,
2869,BARAK AT SENAPATI,River,MANIPUR,2016,28.0,7.75,7.5,184.5,3.2,0.0,,30.0,
2870,"THOUBAL AT SONGKHONG, (UKHRUL DIST.)",River,MANIPUR,2016,28.5,9.25,7.45,261.0,3.9,0.0,,67.5,
2871,"THOUBAL AT YONGUL KONG, (UKHRUL DIST.)",River,MANIPUR,2016,29.0,5.3,7.6,90.0,1.2,0.0,,35.0,
2872,THOUBAL AT LITAN (UKHRUL DIST.),River,MANIPUR,2016,28.0,7.8,7.35,175.0,2.75,0.0,,41.5,
2873,IRIL AT LILONG (THOUBAL DIST.),River,MANIPUR,2016,28.5,7.75,7.55,230.0,3.4,0.0,,67.5,
2874,IRANG AT TAMENGLONG,River,MANIPUR,2016,27.5,7.9,8.0,162.5,1.05,0.0,,10.0,
2875,BARAK AT NH 53(TAMENGLONG DIST.),River,MANIPUR,2016,25.0,5.0,7.8,81.0,1.0,0.0,,,
2876,WANGJING AT WANGJING (THOUBAL DIST.),River,MANIPUR,2016,30.0,7.1,7.2,170.0,2.35,0.0,,30.0,
2878,LOKCHAO AT BISHNUPUR DIST.,River,MANIPUR,2016,28.5,7.75,8.0,165.5,2.45,0.0,,25.0,
2879,ETHAI BARRAGE ON MANIPUR AT BISHNUPUR DIST.,River,MANIPUR,2016,29.5,8.35,7.5,160.0,2.7,0.0,,27.5,
2880,NAMBOL AT BISHNUPUR.,River,MANIPUR,2016,28.0,6.8,7.8,109.0,2.75,0.0,,27.5,
1425,LOKTAK LAKE AT THANGA,Pond/Tank,MANIPUR,2016,,29.0,7.8,7.5,70.5,3.25,0.0,,42.5
1426,LOKTAK LAKE AT BISHNUPUR,Pond/Tank,MANIPUR,2016,,28.5,8.5,7.1,110.0,5.45,0.0,,30.0
1629,SENDRA (LOKTAK LAKE),Pond/Tank,MANIPUR,2016,,29.0,9.3,7.4,97.5,3.65,0.0,,22.5
1630,"KARANG,ISLAND (LOKTAK LAKE)",Pond/Tank,MANIPUR,2016,,29.5,8.05,7.25,92.0,2.7,0.0,,35.0
2837,"PUMLEN LAKE ,TOKPACHING (THOUBAL DIST)",Pond/Tank,MANIPUR,2016,,28.0,5.95,7.0,143.0,3.3,0.0,,35.0
2839,PUKHRI AT LANGMEIDONG (THOUBAL DIST.),Pond/Tank,MANIPUR,2016,,30.0,7.35,7.35,197.0,5.8,0.0,,15.0
2840,LAMJAO PUKHRI ACHOUBA (THOUBAL DIST.),Pond/Tank,MANIPUR,2016,,30.0,7.15,7.55,166.5,2.2,0.0,,27.5
2841,HIRANMEI PUKHRI (THOUBAL DIST.),Pond/Tank,MANIPUR,2016,,30.0,7.15,7.15,150.0,3.9,0.0,,20.0
2842,LANGMEIDONG PUKHRI (THOUBAL DIST.),Pond/Tank,MANIPUR,2016,,29.5,5.9,7.1,173.0,2.3,0.0,,15.0
2843,POND AT LALAMBUNG (IMPHAL WEST DIST.),Pond/Tank,MANIPUR,2016,,29.5,7.7,7.7,312.5,5.05,0.0,,32.5
2844,LILONG PUKHRI (IMPHAL WEST DIST.),Pond/Tank,MANIPUR,2016,,28.5,6.3,7.6,314.0,7.1,0.0,,45.0
2845,POND AT NGAIRANGBAM (IMPHAL WEST DIST.),Pond/Tank,MANIPUR,2016,,28.5,7.3,7.5,279.0,2.55,0.0,,17.5
2846,POND AT MOIDANGPOK (IMPHAL WEST DIST.),Pond/Tank,MANIPUR,2016,,28.5,6.45,7.45,379.5,2.4,0.0,,22.5
2847,POND AT MAIBAM LOKPACHING (BSP DIST.),Pond/Tank,MANIPUR,2016,,29.0,4.8,7.85,115.5,1.9,0.0,,22.5
2848,POND AT KAKWA BAZAR (IMPHAL WEST DIST.),Pond/Tank,MANIPUR,2016,,28.5,4.3,7.2,330.0,7.2,0.0,,62.5
2849,CHANAM PUKHRI (IMPHAL WEST DIST.),Pond/Tank,MANIPUR,2016,,28.5,5.3,7.15,324.0,8.6,0.0,,25.0
2850,NINGTHEM PUKHRI (IMPHAL EAST DIST.),Pond/Tank,MANIPUR,2016,,29.0,6.9,7.4,214.0,4.95,0.0,,37.5
2851,POND AT KONGBA BAZAR (IMPHAL EAST DIST.),Pond/Tank,MANIPUR,2016,,29.0,4.5,7.5,262.0,13.9,0.0,,35.0
