stn_code,monitoring_location,water_body_type,state,year,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg,total_dissolved_solids_avg,fluoride_avg,arsenic_avg
3,WELL AT AHMEDABAD,Groundwater,GUJARAT,2019,29.5,,4.7,7.5,1350.5,0.85,0.23,2.0,,2.0,,
1948,GROUND WATER AT BHAVNAGAR,Groundwater,GUJARAT,2019,29.0,,2.6,8.05,1395.0,1.3,0.165,2.0,,2.0,,
1957,GROUND WATER AT SIDDHPUR (DIST.PATAN),Groundwater,GUJARAT,2019,28.5,,,7.8,1804.5,0.95,3.205,,,,,
1958,GROUND WATER AT HIMATNAGAR,Groundwater,GUJARAT,2019,27.0,,5.7,7.8,826.0,1.2,3.02,2.0,,2.0,,
1962,VADODARA (INDUSTRIAL- NANDESARI),Groundwater,GUJARAT,2019,26.0,,1.25,7.2,4310.0,0.8,0.545,2.0,,2.0,,
1965,"MORA-HAJIRA (INDUSTRIAL), HAJIRA",Groundwater,GUJARAT,2019,28.5,,2.75,7.95,1239.5,0.9,0.37,9.0,,41.0,,
1966,"GABHENI VILLAGE, SURAT (INDUSTRIAL)",Groundwater,GUJARAT,2019,28.5,,3.35,7.7,1492.0,0.8,0.24,6.0,,33.0,,
1968,"VAPI INDUSTRIAL AREA IN D/S, VAPI",Groundwater,GUJARAT,2019,27.0,,4.05,7.85,463.0,1.15,0.31,2.0,,2.0,,
1969,"SARIGAM VILLAGE (D/S OF INDUSTRIALAREA), VAPI",Groundwater,GUJARAT,2019,29.0,,4.2,8.0,1354.0,2.2,0.33,2.0,,2.0,,
1970,"BOREWELL D/S TSDF SITE, GIDC INDUSTRIAL AREA, VAPI",Groundwater,GUJARAT,2019,27.0,,3.95,7.9,585.0,1.1,0.38,2.0,,2.0,,
2084,BORE WELL OF PALSANA VILLAGE.,Groundwater,GUJARAT,2019,28.5,,2.8,7.5,1494.0,0.95,0.11,7.5,,52.0,,
2087,B/W- HAZARDOUS W. DISPOSAL SITE (GUJ. ENVIRO P.& I. LTD. ),Groundwater,GUJARAT,2019,28.5,,2.6,7.85,2033.5,1.0,0.05,11.0,,53.0,,
2089,"B/W NEAR INDL. AREA BORASARA & NAVAPURA, DIST. SURAT.",Groundwater,GUJARAT,2019,28.5,,2.95,7.7,3470.5,0.95,0.175,9.0,,73.0,,
2091,BORE WELL OF NAVSARI GIDC INDUSTRIES ASSOCIATION OFFICE.,Groundwater,GUJARAT,2019,32.0,,,7.75,2627.0,0.95,0.15,8.5,,33.0,,
2093,WELL OF BARDOLI AT REST HOUSE.,Groundwater,GUJARAT,2019,28.5,,3.1,7.6,1694.5,0.9,0.09,10.0,,53.0,,
2094,WELL AT ANKLESHWAR INDUSTRIAL AREA (BORE WELL OF M/S INDUSTRIAL CARBON AT ANKLESHWAR- RAJPIPLA ROAD.,Groundwater,GUJARAT,2019,29.0,,5.0,7.1,3670.0,0.3,0.3,2.0,,2.0,,
2096,"BORE WELL, SNR. VINAYAK JAL SUDDHIKARAN SAHAKARI MANDALI LTD. (CETP ), VILL. BAVLA, DIST. AHMEDABAD.",Groundwater,GUJARAT,2019,28.0,,3.4,7.1,5788.5,0.9,0.65,2.0,,2.0,,
2097,"BORE WELL OF SOMESHWAR RICE MILL, NR. BAVLA ECO PROJECT, (CETP ), VILL. BAVLA, DIST. AHMEDABAD.",Groundwater,GUJARAT,2019,28.0,,3.1,7.4,4666.5,1.05,0.64,2.0,,2.0,,
2098,"BORE WELL OF PIRANA TERMINAL PUMPING STATION,",Groundwater,GUJARAT,2019,29.5,,5.0,7.15,3097.0,1.05,0.115,2.0,,2.0,,
3208,"JILLA PANCHAYAT SCHOOL, NEAR GRAM PANCHAYAT KATA FALIA, VILLAGE NAMDHA, VALSAD",Groundwater,GUJARAT,2019,27.0,,4.0,7.9,878.5,1.3,0.465,2.0,,2.0,,
3209,"BOREWELL OF GAYATRI PRAGNA SCHOOL, BHADARWAD ROAD, BAZAR FALIA, SARIGAM, VALSAD",Groundwater,GUJARAT,2019,27.0,,4.2,8.0,1450.0,2.3,0.18,2.0,,2.0,,
3210,"BOREWELL AT PIRAMAL GLASS, VILLAGE TARSADI AT KOSAMBA INDUSTRIAL AREA, SURAT",Groundwater,GUJARAT,2019,28.5,,3.15,7.25,3983.0,0.85,0.29,9.0,,41.0,,
3211,"BOREWELL AT PRIMARY HEALTH CENTER, KADODARA, SURAT",Groundwater,GUJARAT,2019,28.0,,2.9,7.75,1784.0,0.9,0.11,6.0,,63.0,,
3212,"BOREWELL NEAR CENTER OF EXCELLENCE BUILDING, GIDC, VATVA, AHMEDABAD",Groundwater,GUJARAT,2019,33.0,,,7.35,2554.5,1.0,1.63,,,,,
3213,"BOREWELL, CETP-NARODA, GIDC, NARODA-AHMEDABAD",Groundwater,GUJARAT,2019,34.0,,,7.4,1467.0,1.15,0.59,,,,,
3214,"BOREWELL NEAR GIDC ODHAV INDUSTRIAL ASSOCIATION BUILDING, GIDC, ODHAV, AHMEDABAD",Groundwater,GUJARAT,2019,33.0,,,7.4,1811.5,1.15,1.87,,,,,
3215,"BOREWELL NEAR MUNICIPAL SOLID WASTE SITE- GYASPUR, NAROL, AHMEDABAD",Groundwater,GUJARAT,2019,28.0,,4.85,6.35,4678.5,1.0,1.8,2.0,,2.0,,
3216,"BOREWELL NEAR TSDF SITE OF GREEN ENVIRONMNET SERVICES CO. OP.LTD, VATVA, AHMEDABAD",Groundwater,GUJARAT,2019,33.5,,,7.3,2807.5,1.25,0.66,,,,,
3217,"BOREWELL NEAR TSDF SITE OF NARODA ENVIRO PROJECT.LTD, ODHAVE, AHMEDABAD",Groundwater,GUJARAT,2019,34.0,,,7.6,1963.0,1.05,1.505,,,,,
3218,"WELL OF MODASA, NAGAR PALIKA, VARIGRUH, MODASA",Groundwater,GUJARAT,2019,27.0,,4.3,7.0,1832.0,1.0,15.95,2.0,,2.0,,
3219,"WELL OF IDAR, NAGAR PALIKA, SAKARIA, IDAR",Groundwater,GUJARAT,2019,27.0,,5.2,7.1,1813.0,0.7,16.74,2.0,,2.0,,
3220,"BOREWELL OF GIDC-NADIAD AT GIDC OFFICE, GIDC NADIAD, KHEDA",Groundwater,GUJARAT,2019,30.0,,,7.6,3170.0,0.4,0.46,,,2.0,,
3221,"BOREWELL OF TOWN RAJPIPLA, DIST.NARMADA",Groundwater,GUJARAT,2019,28.0,,,7.6,714.0,0.4,0.25,2.0,,2.0,,
3223,BOREWELL KADI INDUSTRIAL AREA,Groundwater,GUJARAT,2019,30.0,,3.9,7.85,1660.0,0.95,1.32,2.0,,2.0,,
3231,"BOREWELL NEAR TSDF SITE OF SAURASHTRA ENVIRO PROJECT LTD., JUNA KATARIYA, BHACHAU",Groundwater,GUJARAT,2019,30.0,,3.2,8.2,2490.0,1.5,2.6,,,,,
3232,"BOREWELL OF GIDC, ANTALIA WATER SUPPLY, BILLIMORA, GANDEVI",Groundwater,GUJARAT,2019,31.5,,,7.55,2791.5,0.95,0.11,6.0,,40.0,,
3233,"BOREWELL OF KALIAWADI GRID ROAD, NAVSARI",Groundwater,GUJARAT,2019,32.0,,,7.85,3087.0,0.9,0.135,6.0,,31.0,,
3234,"BOREWELL NERA TSDF OF NANDESARI ENVIRO CONTROL LIMITED, NADESARI, VADODARA",Groundwater,GUJARAT,2019,26.0,,,6.95,11265.0,15.5,0.575,2.0,,2.0,,
3235,"BOREWELL OF GIDC KALOL, B/H GIDC OFFICE, GIDC, KALOL, GANDHINAGAR",Groundwater,GUJARAT,2019,30.0,,3.65,7.4,2923.5,0.95,2.435,,,,,
3236,"BOREWELL OF M/S ALFA ECA (I) LTD., UNIT-1, SR.NO. 249, UMA IND. ESTATE, VASNA , IYAVA, SANAND, AHMEDABAD",Groundwater,GUJARAT,2019,28.0,,5.05,7.65,2110.5,1.0,0.36,2.0,,2.0,,
3237,"BOREWELL OF L & T LTD., PLOT NO. 144/146, SARKHEJ-BAVLA ROAD, SANAND, AHMEDABAD",Groundwater,GUJARAT,2019,28.0,,3.2,7.1,6034.0,0.85,0.43,2.0,,2.0,,
3242,"BOREWELL NEAR TSDF OF GUJARAT MARITIME BOARD, ALANG, BHAVNAGAR",Groundwater,GUJARAT,2019,29.5,,2.2,8.05,1900.0,1.7,0.295,2.0,,2.0,,
3243,"BOREWELL OF GIDC, VARTEJ, BHAVNAGAR",Groundwater,GUJARAT,2019,29.5,,2.35,7.8,3140.0,1.4,0.2,2.0,,2.0,,
3244,"BOREWELL NEAR TSDF OF BHARUCH ENVIRO INFRASTRUCTURE LIMITED, ANKLESHWAR, BHARUCH",Groundwater,GUJARAT,2019,29.0,,5.1,6.8,4120.0,0.6,0.31,2.0,,2.0,,
3245,BOREWELL AT DHANGADHRA NEAR DHANGADHRA CHEMICALS,Groundwater,GUJARAT,2019,41.0,,3.8,7.0,5157.0,0.8,1.2,2.0,,2.0,,
3246,"BOREWELL OF GIDC OFFICE, SHANKAR TEKRI, UDHYOGNAGAR, JAMNANGAR",Groundwater,GUJARAT,2019,28.0,,,7.45,1935.0,,0.315,,,,,
3247,"BOREWELL OF SHRI MAHAVIR METAL CRAFT PVT. LTD., PLOT NO. 3059, ROAD NO.6, NR. MAHAVIR CIRCLE, PHASE-III, GIDC, DARED, JAMNAGAR",Groundwater,GUJARAT,2019,29.0,,,7.35,1965.0,,0.885,,,,,
4411,"BOREWELL OF MR. HITENDRABHAI LAKHMANBHAI KER SHIV SAI PARK, NEW SMASHAN ROAD, GANDHINAGAR",Groundwater,GUJARAT,2019,28.0,,,8.15,2225.0,,0.29,,,,,
4412,"BOREWELL OF SHRI KANKESHWAR MAHADEV MANDIR, OPP. MSW DUMPSITE, VIBHAPAR",Groundwater,GUJARAT,2019,27.5,,,7.35,3125.0,,0.315,,,,,
4413,"B/W OF JASHWANTBHAI PARMAR, S. NO. 18 AT: VILLAGE KALAMSAR, TA KHAMBHAT",River,GUJARAT,2019,28.5,1.6,7.95,1502.5,0.5,0.41,,2.0,,,,
4422,"BORE WELL OF ITI COLLAGE OPP, M/S PALIWAL MILK AT MOTA SONELA, MODASA ROAD, TAL, LUNAVADA, DIST. MAHISAGAR",River,GUJARAT,2019,28.0,,6.8,735.0,,0.44,2.0,2.0,,,,
1343,"KANKORIA LAKE AT AHMEDABAD, NR. BALVATIKA,",Pond/Tank,GUJARAT,2019,,27.5,7.4,8.6,2905.0,17.5,0.175,29.0,330.0,,,
1344,"CHANDOLA LAKE AT AHMEDABAD,",Pond/Tank,GUJARAT,2019,,28.5,7.15,7.85,471.0,8.5,0.14,35.0,246.0,,,
1345,"AJWAH LAKE AT SRI SAYAJI SABVAR, BARODA,",Pond/Tank,GUJARAT,2019,,14.5,7.15,7.95,257.0,0.5,0.555,3.0,25.5,,,
1346,"SURSAGAR LAKE AT BARODA,",Pond/Tank,GUJARAT,2019,,15.15,3.75,7.85,2222.5,5.95,0.58,118.0,351.5,,,
