stn_code,monitoring_location,water_body_type,state,year,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg,total_dissolved_solids_avg,fluoride_avg,arsenic_avg
1985,MIRA-BHAYANDER,Groundwater,MAHARASHTRA,2017,30.5,,7.7,4267.0,4.0,17.0,17.0,88.0,,0.85,,
1986,DAHANU,Groundwater,MAHARASHTRA,2017,30.0,,7.1,735.0,3.0,22.0,120.0,0.5,,,,
1987,VASAI,Groundwater,MAHARASHTRA,2017,30.5,,7.2,2431.0,3.3,18.5,50.5,1.1,,,,
1988,PALGHAR,Groundwater,MAHARASHTRA,2017,30.0,,7.0,1648.0,3.2,63.0,140.0,1.7,,,,
1989,"MSW SITE, TALOJA, RAIGAD",Groundwater,MAHARASHTRA,2017,28.0,,7.1,1133.0,4.0,11.0,70.0,0.9,,,,
1992,"MSW SITE, PIMPRI-CHINCHWAD, PUNE",Groundwater,MAHARASHTRA,2017,28.5,,7.9,1300.5,5.1,20.0,200.0,2.8,,,,
1993,"PHANDARPUR, GANGAPUR, AURANGABAD",Groundwater,MAHARASHTRA,2017,24.0,,8.2,1320.0,3.2,2.0,110.0,0.98,,,,
1994,"TPS-DURGAPUR, CHANDRAPUR",Groundwater,MAHARASHTRA,2017,26.0,,8.2,1192.0,4.8,,,0.46,,,,
1995,"KHAPERKHEDA, NAGPUR",Groundwater,MAHARASHTRA,2017,28.0,,8.0,974.0,4.1,49.0,130.0,2.31,,,,
1996,"KORADI, NAGPUR",Groundwater,MAHARASHTRA,2017,28.0,,7.9,1084.0,6.4,17.0,70.0,2.05,,,,
1997,"RAIPUR, NAGPUR",Groundwater,MAHARASHTRA,2017,37.0,,7.8,648.0,4.5,,,0.31,,,,
1998,"BHAHMNI, KALMESHWAR, NAGPUR",Groundwater,MAHARASHTRA,2017,28.0,,7.75,1770.0,3.4,31.0,58.0,0.36,,,,
1999,SANGERA GONDIA,Groundwater,MAHARASHTRA,2017,32.0,,7.95,860.0,3.15,,,0.315,,,,
2001,"SUKALI, AMRAVATI",Groundwater,MAHARASHTRA,2017,24.5,,7.9,1145.0,5.0,18.0,68.5,2.61,,,,
