stn_code,monitoring_location,water_body_type,state,year,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
3647,HULEDANAHALLI LAKE,Pond/Tank,KARNATAKA,2017,,24.5,6.5,6.9,155.0,3.0,3.05,2695.0,28840.0
3649,BUGUDANAHALLI LAKE,Pond/Tank,KARNATAKA,2017,,27.5,6.55,7.4,198.5,3.0,1.085,4035.0,17945.0
3559,HULLIGE TANK,Pond/Tank,KARNATAKA,2017,,27.0,7.2,7.6,507.5,,0.095,1020.0,2050.0
3560,MAVENAKERE,Pond/Tank,KARNATAKA,2017,,29.0,7.2,8.95,2138.5,,0.195,5000.0,9600.0
3561,HUNDIKERE (KOPPAL),Pond/Tank,KARNATAKA,2017,,27.0,7.1,7.75,594.5,,0.095,1120.0,3650.0
3565,PILIKULA TANK,Pond/Tank,KARNATAKA,2017,,30.0,6.5,7.15,211.5,2.0,1.24,176.0,802.5
3588,KARANJIKERE,Pond/Tank,KARNATAKA,2017,,26.5,6.1,7.85,688.0,6.0,1.94,1200.0,5150.0
3589,MADIWALA TANK,Pond/Tank,KARNATAKA,2017,,28.5,5.35,7.7,841.0,8.75,5.5,245700.0,656500.0
3590,LALBAGH TANK,Pond/Tank,KARNATAKA,2017,,27.5,8.75,7.35,540.5,6.5,2.62,470245.0,1106200.0
3594,SANKEY TANK,Pond/Tank,KARNATAKA,2017,,26.5,6.25,7.4,547.5,6.5,1.75,9800.0,276450.0
3595,BYRASANDRA TANK,Pond/Tank,KARNATAKA,2017,,32.0,6.95,7.1,558.5,9.0,8.4,24665.0,174350.0
3597,HESARAGHATTA TANK,Pond/Tank,KARNATAKA,2017,,26.0,5.8,7.45,950.0,4.5,2.17,15150.0,99900.0
3598,HEROHALLI TANK,Pond/Tank,KARNATAKA,2017,,26.5,4.75,7.35,828.5,3.5,2.495,24100.0,276450.0
3599,MADAVARA TANK,Pond/Tank,KARNATAKA,2017,,27.0,6.6,7.75,1029.0,76.5,5.0,110115.0,862710.0
3600,SHIVAPURA TANK,Pond/Tank,KARNATAKA,2017,,29.5,3.7,7.2,3196.0,65.0,7.51,245165.0,1105705.0
3603,VENGAIHNAKERE,Pond/Tank,KARNATAKA,2017,,30.0,5.05,7.3,1221.5,18.0,6.3,23008500.0,35006000.0
3604,DODDANAKUNDI TANK,Pond/Tank,KARNATAKA,2017,,27.0,4.65,7.35,1994.0,16.0,2.525,200500.0,2749500.0
3605,YELLAMALLAPPA TANK,Pond/Tank,KARNATAKA,2017,,29.0,4.25,7.2,1410.5,11.0,6.65,1955450.0,17256500.0
3606,DASARAHALLI TANK,Pond/Tank,KARNATAKA,2017,,27.0,9.05,7.85,865.5,10.5,1.065,85165.0,545395.0
3619,BEGUR TANK,Pond/Tank,KARNATAKA,2017,,27.1,6.75,7.25,1062.5,23.5,1.59,651050.0,1744700.0
3626,NAGAVARA TANK,Pond/Tank,KARNATAKA,2017,,31.5,7.05,7.15,1013.5,5.5,4.245,24895.0,72240.0
3629,ALLASANDRA TANK,Pond/Tank,KARNATAKA,2017,,25.0,6.8,7.45,1047.5,16.5,5.76,245130.0,1751000.0
3630,YELAHANKA TANK,Pond/Tank,KARNATAKA,2017,,30.0,6.1,7.8,1011.5,13.5,3.88,86245.0,271395.0
3632,VEERAPURA TANK,Pond/Tank,KARNATAKA,2017,,25.0,6.5,7.3,1167.0,7.0,1.005,110850.0,548950.0
3634,DEVARAKERE TANK,Pond/Tank,KARNATAKA,2017,,30.0,6.6,7.3,558.5,41.5,2.85,165085.0,397710.0
3635,MALATHAHALLI TANK,Pond/Tank,KARNATAKA,2017,,28.9,3.7,7.55,1743.5,17.5,6.49,3974500.0,11089500.0
3637,BYRAMANGALA TANK,Pond/Tank,KARNATAKA,2017,,27.4,3.95,7.5,1154.5,11.8,9.7,858500.0,4004500.0
3638,ANNAYAPPA TANK,Pond/Tank,KARNATAKA,2017,,24.5,6.15,7.35,284.5,3.5,1.085,178000.0,631000.0
3639,KENGERI TANK,Pond/Tank,KARNATAKA,2017,,34.7,0.6,6.8,3030.0,120.0,6.0,40000.0,278000.0
3640,UTTARAHALLI DORAIKERE,Pond/Tank,KARNATAKA,2017,,29.25,5.9,7.65,802.0,70.5,3.15,470110.0,1725650.0
3641,DHOREKERE,Pond/Tank,KARNATAKA,2017,,29.55,7.4,7.9,673.5,29.0,3.675,165070.0,350545.0
3643,BEENNIGANAHALLI TANK,Pond/Tank,KARNATAKA,2017,,26.5,4.1,7.15,1985.5,28.5,4.0,24500550.0,54503950.0
3648,MYDALA,Pond/Tank,KARNATAKA,2017,,27.0,6.2,7.65,389.5,4.0,2.39,7135.0,20110.0
3650,MELEKOTE,Pond/Tank,KARNATAKA,2017,,27.5,3.6,7.6,1592.0,28.5,9.965,55050.0,274950.0
3651,BHEEMSANDRA TANK,Pond/Tank,KARNATAKA,2017,,27.5,3.7,7.25,1509.0,48.0,10.94,165700.0,355450.0
3653,DODDAKERE TANK,Pond/Tank,KARNATAKA,2017,,28.5,6.1,7.15,442.5,4.0,2.0,5695.0,17795.0
3654,GOTTIGERE LAKE,Pond/Tank,KARNATAKA,2017,,29.0,4.75,7.15,2937.5,30.5,4.135,39605.0,272200.0
3659,MATHANA KERE,Pond/Tank,KARNATAKA,2017,,27.0,8.45,8.55,655.0,4.5,0.4,3695.0,13050.0
3660,HUNASINA KERE,Pond/Tank,KARNATAKA,2017,,27.5,7.85,8.5,625.0,5.1,0.345,5970.0,18900.0
3661,KOKKANAGHATTADODDAKERE,Pond/Tank,KARNATAKA,2017,,26.5,7.3,8.25,1025.0,4.0,0.25,685.0,4100.0
3668,SODHARAHALLIKERE,Pond/Tank,KARNATAKA,2017,,25.0,5.3,7.8,465.0,3.0,0.15,330.0,2500.0
3677,SHARANABAWESHWARA KERE,Pond/Tank,KARNATAKA,2017,,28.0,6.6,8.0,1501.0,17.0,0.0,620.0,2050.0
3679,BHUTANALA LAKE,Pond/Tank,KARNATAKA,2017,,29.5,8.2,7.9,920.0,19.75,1.71,955.0,1685.0
3680,KILLA LAKE,Pond/Tank,KARNATAKA,2017,,30.0,7.05,7.75,460.0,2.2,0.885,2950.0,5300.0
3681,ANGOL MI TANL,Pond/Tank,KARNATAKA,2017,,28.0,4.9,7.8,3090.0,28.9,1.44,5400.0,9600.0
3682,KAKATI POND,Pond/Tank,KARNATAKA,2017,,28.5,8.1,8.6,3100.0,9.2,3.09,2780.0,5300.0
3683,HEREKERE,Pond/Tank,KARNATAKA,2017,,26.0,3.65,7.55,1370.0,94.3,3.26,587.5,1800.0
3684,KELEGERE,Pond/Tank,KARNATAKA,2017,,27.0,7.25,8.65,1212.5,4.85,2.005,310.0,987.5
3685,NAVALOORU LAKE,Pond/Tank,KARNATAKA,2017,,27.0,6.35,8.1,1645.0,9.25,1.72,285.0,955.0
3686,NIRASAGARAKERE,Pond/Tank,KARNATAKA,2017,,27.5,7.3,7.85,675.0,4.9,1.09,73.5,215.0
3687,NUGGIKERE,Pond/Tank,KARNATAKA,2017,,26.5,6.5,8.3,1115.0,6.0,1.37,200.0,970.0
3688,SUDANAKERE,Pond/Tank,KARNATAKA,2017,,27.5,6.95,8.35,962.0,6.25,1.425,287.5,970.0
3689,SOMESHWARAKERE,Pond/Tank,KARNATAKA,2017,,26.5,6.2,7.95,1004.0,9.2,1.875,515.0,1175.0
3690,UNAKALKERE,Pond/Tank,KARNATAKA,2017,,27.5,6.95,8.05,1631.5,5.8,2.555,855.0,1075.0
3691,VIMANABHUTHIKERE,Pond/Tank,KARNATAKA,2017,,27.5,6.7,7.75,125.0,2.5,0.6,675.0,1570.0
3692,KUNDUVADAKERE,Pond/Tank,KARNATAKA,2017,,27.5,6.5,7.75,205.0,2.65,0.7,280.0,885.0
3693,BHATHIKERE,Pond/Tank,KARNATAKA,2017,,27.5,5.75,7.9,900.0,58.5,3.15,50600.0,91700.0
3694,SHANTHISAGARKERE,Pond/Tank,KARNATAKA,2017,,30.0,6.55,7.95,167.0,3.25,0.175,1330.0,3200.0
3695,KONDAGGIKERE,Pond/Tank,KARNATAKA,2017,,26.0,6.2,7.4,215.0,4.15,0.095,4900.0,9200.0
3696,AIANAKERE,Pond/Tank,KARNATAKA,2017,,27.5,5.5,8.15,1230.0,188.0,2.4,472000.0,845000.0
3697,MATTADAKERE,Pond/Tank,KARNATAKA,2017,,25.75,3.7,8.0,420.0,7.0,0.965,3050.0,6000.0
,2780,River,KARNATAKA,2017,,,,25.0,17.6,7.35,30.2,47.15,1.51
1182,"KRISHNA AT U/S OF UGARKHURD BARRAGE,",River,KARNATAKA,2017,27.0,6.25,7.425,700.0,1.5,3.26,600.0,1050.0,
1889,KRISHNA ANKALI BRIDGE ALONG CHIKKODI KAGWAD ROAD,River,KARNATAKA,2017,27.5,6.55,7.6,665.0,1.75,2.3,600.0,1250.0,
1181,"KRISHNA AT D/S OF NARAYANPURA DAM,",River,KARNATAKA,2017,32.0,8.85,7.74,1140.0,1.71,10.89,505.0,920.0,
1170,KRISHNA AT D/S OF DEVASAGAR BDG.,River,KARNATAKA,2017,28.5,7.1,7.975,889.0,,0.255,1020.0,2050.0,
1028,"KRISHNA AT TINTINI BRIDGE,",River,KARNATAKA,2017,28.0,7.1,7.975,648.0,,0.29,560.0,1350.0,
2781,"KRISHNA AT D/S OF ALAMATTI DAM,",River,KARNATAKA,2017,32.0,9.2,7.9,850.0,1.5,12.35,490.0,1155.0,
1183,"BHIMA AT D/S OF ROAD BRIDGE AT GANGAPUR VILLAGE,",River,KARNATAKA,2017,28.0,6.75,8.38,555.5,1.9,,750.0,2400.0,
1184,"BHIMA AT FEROZABAD VILLAGE (D/S),",River,KARNATAKA,2017,28.0,6.9,8.39,574.5,2.4,,295.0,1250.0,
1167,"BHIMA AT D/S OF BDG. NEAR YADGIR,",River,KARNATAKA,2017,31.5,7.15,8.095,761.0,4.11,,1600.0,3720.0,
1888,BHIMA RIVER AT CONFLUENCE OF JEWARGI TOWN SEWAGE DISPOSAL POINT,River,KARNATAKA,2017,29.0,6.75,8.45,569.5,1.4,,370.0,1250.0,
1185,GHATPRABHA AT D/S OF MUDHOL RD. CROSS BDG.,River,KARNATAKA,2017,28.0,7.75,7.995,880.0,1.5,2.94,600.0,1050.0,
1163,"GHATPRABHA AT W.A. POINT TO GOKAK TOWN,",River,KARNATAKA,2017,30.5,7.35,7.46,440.0,0.84,1.56,475.0,835.0,
1187,"MALPRABHA AT D/S OF KHANAPUR VILLAGE,",River,KARNATAKA,2017,26.5,7.95,7.39,240.0,2.04,1.1,1150.0,2400.0,
1164,"MALPRABHA AT WATER ABSTR. PT. TO HUBLI, DHARWAR,",River,KARNATAKA,2017,31.5,8.25,7.705,300.0,1.2,0.78,505.0,870.0,
1186,"MALPRABHA AT D/S OF AIHOLE TOWN,",River,KARNATAKA,2017,28.0,8.0,7.625,790.0,1.6,1.51,550.0,1685.0,
2764,"MALPRABHA AT BADAMI BRIDGE,",River,KARNATAKA,2017,27.0,8.3,7.65,785.0,1.7,1.4,555.0,1656.0,
1029,"TUNGABHADRA AT HARALAHALLI BRIDGE,",River,KARNATAKA,2017,27.0,7.35,7.875,341.0,2.5,0.95,815.0,2000.0,
29,TUNGABHADRA AT ULLANUR,River,KARNATAKA,2017,24.0,7.1,7.7,334.0,0.0,0.215,1010.0,2050.0,
2767,"TUNGABHADRA AT U/S OF HPF,",River,KARNATAKA,2017,26.0,7.2,7.8,229.0,2.0,0.7,920.0,1925.0,
2768,"TUNGABHADRA AT D/S OF HPF,",River,KARNATAKA,2017,28.0,5.75,7.65,1490.0,9.3,0.7,1900.0,3350.0,
2769,"TUNGABHADRA AT JACKWELL POINT,",River,KARNATAKA,2017,28.0,5.75,7.55,1432.0,7.25,0.65,1450.0,3350.0,
2770,"TUNGABHADRA AT HARIHAR WATER SUPPLY INTAKE,",River,KARNATAKA,2017,26.5,6.7,7.75,240.0,4.5,0.9,48000.0,87000.0,
2776,"TUNGABHADRA AT D/S OF GANGAWATHI,",River,KARNATAKA,2017,27.0,7.1,7.65,436.0,1.0,0.25,610.0,2050.0,
2766,"TUNGABHADRA AT NEW BRIDGE,",River,KARNATAKA,2017,26.5,7.3,7.85,225.0,2.0,0.7,660.0,2000.0,
2766,TUNGABHADRA AT HONNALI BRIDGE,River,KARNATAKA,2017,26.5,7.25,7.7,190.0,2.9,0.75,1515.0,4750.0,
1168,"TUNGA AT D/S OF SHIMOGA TOWN,",River,KARNATAKA,2017,25.5,7.0,7.87,207.5,3.05,0.73,50700.0,91750.0,
1896,TUNGABHADRA AT CONFLUENCE POINT OF TUNGA AND BHADRA AT KUDLI,River,KARNATAKA,2017,27.0,7.0,7.7,145.5,3.0,0.75,8850.0,18350.0,
1091,BHADRA AT MALLESWARAM D/S OF KIOCL,River,KARNATAKA,2017,23.5,5.67,7.45,159.0,1.5,0.35,218.0,1025.0,
1387,"BHADRA AT D/S OF BHADRAVATHI,",River,KARNATAKA,2017,26.0,6.7,7.55,225.0,3.8,1.05,52500.0,94500.0,
1169,"BHADRA AT D/S OF KIOCL ROAD BRIDGE, NEAR HOLEHUNNUR,",River,KARNATAKA,2017,26.0,7.3,7.57,225.0,3.1,0.575,15450.0,46100.0,
2765,"BHADRA AT U/S OF MPM,",River,KARNATAKA,2017,26.0,7.1,7.7,164.0,2.5,0.35,430.0,920.0,
2771,"BHADRA AT U/S OF KIOCL,",River,KARNATAKA,2017,23.0,5.75,7.35,132.0,1.35,0.15,172.0,975.0,
2777,KAGINA D/S OF SEWAGE DISPOSAL POINT,River,KARNATAKA,2017,27.0,7.0,8.3,466.5,2.4,,535.0,1050.0,
2777,"KAGINA AT SHAHABAD BRIDGE,",River,KARNATAKA,2017,27.5,6.35,8.3,453.0,4.85,,570.0,1250.0,
2763,"ASANGI NALLA AT ASANGI VILLAGE,",River,KARNATAKA,2017,28.5,7.65,7.6,840.0,1.7,1.5,315.0,910.0,
1198,"CAUVERY AT NAPOKULU BDG (D/S),",River,KARNATAKA,2017,24.0,6.85,7.6,73.0,3.85,0.35,115.5,510.0,
1195,"CAUVERY AT KUSHAL NAGAR U/S (NEAR BAICHANAHALLI),",River,KARNATAKA,2017,25.5,6.75,7.65,94.0,1.9,0.1,194.0,915.0,
33,"CAUVERY AT KRS DAM, BALAMURIKSHETRA",River,KARNATAKA,2017,25.5,6.15,7.8,214.0,2.0,0.22,310.0,1290.0,
1386,"CAUVERY AT D/S OF KAREKUARA VILLAGE,",River,KARNATAKA,2017,25.5,6.9,7.9,233.0,1.75,0.35,205.5,1170.0,
1171,"CAUVERY AT SRI RANGAPATTANNA, D/S OF ROAD BDG.,",River,KARNATAKA,2017,26.5,5.8,7.7,234.0,2.4,0.075,535.0,2345.0,
34,CAUVERY AT SATHYAGALAM BRIDGE,River,KARNATAKA,2017,27.0,6.35,7.8,268.0,2.04,0.11,305.0,1065.0,
2773,"CAUVERY AT BANNUR BRIDGE,",River,KARNATAKA,2017,28.0,6.2,7.75,304.0,2.15,0.2,245.0,1400.0,
2774,"CAUVERY AT RANGANATHITTU,",River,KARNATAKA,2017,24.5,6.05,7.75,467.0,2.3,0.25,405.0,1950.0,
3576,CAUVERY AT KRS DAM MANDYA,River,KARNATAKA,2017,22.0,6.45,7.7,428.0,2.0,0.25,261.5,1170.0,
3578,CAUVERY AT WATER SUPPLY INTAKE POINT TO SRIRANGAPATNA TOWN,River,KARNATAKA,2017,24.5,6.35,7.85,227.0,2.0,0.15,285.0,1320.0,
3579,CAUVERY AT WATER SUPPLY INTAKE POINT TO MANDYA TOWN,River,KARNATAKA,2017,25.0,6.55,7.85,235.0,1.95,0.15,270.0,1320.0,
3581,CAUVERY D/S OF KR NAGAR BRIDGE,River,KARNATAKA,2017,26.0,6.3,7.75,206.0,2.1,0.15,280.0,1400.0,
1322,CAUVERY U/S OF KR NAGAR,River,KARNATAKA,2017,26.0,6.1,7.65,230.0,2.2,0.2,285.0,1650.0,
51,CAUVERY D/S OF KUSHALANAGAR TOWN,River,KARNATAKA,2017,25.0,6.9,7.6,102.0,1.65,0.1,206.5,895.0,
1320,CAUVERY AT WATER SUPPLY INTAKE POINT TO MADIKERI TOWN,River,KARNATAKA,2017,24.0,7.05,7.5,62.0,1.6,0.1,75.0,305.0,
1323,CAUVERY AT WATER SUPPLY INTAKE POINT TO MYSORE PUMP HOUSE,River,KARNATAKA,2017,23.0,6.95,7.75,242.0,1.6,0.15,285.0,1505.0,
3015,CAUVERY D/S OF MADDUR WATER SUPPLY TREATMENT PLANT AT BACHALLI,River,KARNATAKA,2017,25.5,6.6,7.9,397.0,1.95,0.3,255.0,1220.0,
1324,CAUVERY AT WATER SUPPLY INTAKE POINT AT KOLLEGALA DASANAPURA,River,KARNATAKA,2017,26.0,6.2,7.75,272.0,2.25,0.15,275.0,1650.0,
1451,CAUVERY AT WATER SUPPLY INTAKE POINT AT T K HALLI,River,KARNATAKA,2017,24.5,6.0,8.05,397.0,2.0,0.25,280.0,1600.0,
1199,HEMAVATI AT D/S OF HOLENARASIPURA TOWN AT RAMADEVALA WEIR,Canal,KARNATAKA,2017,26.0,6.05,7.75,236.5,1.5,0.15,216.0,1750.0,
1200,"SHIMSHA AT D/S OF HIGHWAY BRIDGE, YEDIYAR,",Canal,KARNATAKA,2017,25.5,6.0,7.2,205.0,3.0,0.8,1815.0,7605.0,
1166,"SHIMSHA AT D/S OF BRIDGE, HALAGUR,",Canal,KARNATAKA,2017,23.0,5.35,7.8,519.0,2.91,0.24,440.0,1950.0,
3567,SHIMSHA D/S NEAR MADDUAR TOWN,Canal,KARNATAKA,2017,25.0,6.15,7.65,521.0,2.25,0.3,295.0,1450.0,
3580,SHIMSHA AT WATER SUPPLY INTAKE POINT AT MADDUAR,Canal,KARNATAKA,2017,25.5,6.1,7.85,404.0,2.0,0.25,241.5,1570.0,
1165,"ARKAVATHI AT D/S OF KANAKAPURA TOWN,",Canal,KARNATAKA,2017,29.0,3.55,7.05,1170.5,8.65,19.5,2310500.0,8836000.0,
2778,"ARKAVATHI AT T.G. HALLI RESERVOIR, ,",Canal,KARNATAKA,2017,28.6,7.1,7.8,1326.5,8.5,3.1,3958.5,27186.0,
1197,"KABINI AT SARAGUR VILLAGE D/S,",Canal,KARNATAKA,2017,27.5,6.25,7.5,176.0,2.3,0.15,375.0,1650.0,
41,KABINI AT CAUSE WAY SATTUR,Canal,KARNATAKA,2017,25.0,5.95,7.75,389.0,2.39,0.3,395.0,1750.0,
1445,"KABINI AT WATER INTAKE OF KIADB AT NANJANGUD,",Canal,KARNATAKA,2017,26.0,6.25,8.05,195.0,2.1,0.4,265.0,1600.0,
2775,"KABINI AT BATHING GHAT, NANJANAGUD,",Canal,KARNATAKA,2017,28.0,5.1,7.5,248.0,4.45,0.35,710.0,3200.0,
3575,KABINI U/S INTAKE POINT TO NANJANAGUD & GUNDLUPET AT DEBUR,Canal,KARNATAKA,2017,26.5,6.25,7.65,192.0,2.05,0.1,330.0,1500.0,
3577,KABINI AT WATER SUPPLY INTAKE POINT TO T. NARASIPURA,Canal,KARNATAKA,2017,30.0,6.25,7.75,386.0,2.05,0.25,445.0,1450.0,
1196,"LAKSHMANTIRTHA AT D/S OF HUNSUR TOWN,",River,KARNATAKA,2017,29.5,4.2,7.55,524.0,7.3,1.75,745.0,3200.0,
2772,"LAKSHMANTIRTHA AT D/S OF KATTEMALAVADI,",River,KARNATAKA,2017,28.5,5.35,7.45,451.0,4.6,0.25,590.0,2500.0,
