stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
5771,"Hejamdi End Point Near Blue Flog Beach Padubidri, Kaup Tq, Udupi , District",SEA,KARNATAKA,2023,Safe,4.45,None,28.0,7.2,7.7,,2.0,,2.0,2.0,2.0
5772,"Gujjarbettu, Kemmanu Asare Beach, Udupi Tq,",SEA,KARNATAKA,2023,Safe,0.01,None,28.0,7.1,7.6,,,,2.0,2.0,2.0
5773,"Kota Padukere, Brahmavara Tq, Udupi Dist",SEA,KARNATAKA,2023,Safe,0.01,None,28.0,7.2,7.6,,,,2.0,2.0,2.0
5774,"Gangoli Harbour Kundapura, Udupi Dist",SEA,KARNATAKA,2023,Safe,4.45,None,30.0,7.0,7.9,,2.0,,2.0,2.0,2.0
5775,"Someshwara Beach Byndoor Tq, Udupi",SEA,KARNATAKA,2023,Unsafe,24.96,"High BOD, High Fecal Coliform",30.5,5.75,7.55,1264.0,10.15,5.5,921.0,1601.0,541.0
GEN-798FA0,River Kali At D/S West Coast Paper Mill (Wcpm),River (Medium/Minor),KARNATAKA,2023,Safe,6.22,None,27.0,7.45,7.5,83.5,2.4,0.32,137.0,431.5,50.0
2780,"River Kali At U/S Of Wcpm, Dandeli",River (Medium/Minor),KARNATAKA,2023,Safe,5.69,None,26.5,7.65,7.25,68.5,2.25,0.31,99.0,376.0,38.5
GEN-0D9D4F,River Kumaradhara U/S Of Uppinagady Town Before Confluence With Nethravathi,River (Medium/Minor),KARNATAKA,2023,Safe,5.07,None,30.9,7.4,7.65,140.0,2.0,1.85,55.5,515.0,
GEN-A47AF9,River Netravathi At Thumbe Water Supply Stations To Mangalore City,River (Medium/Minor),KARNATAKA,2023,Safe,5.22,None,29.5,7.1,7.55,144.0,2.0,1.35,75.5,597.0,
3563,River Netravathi At U/S Of Uppinangadi Town,River (Medium/Minor),KARNATAKA,2023,Safe,7.32,None,30.35,7.35,7.55,144.5,3.0,1.6,60.0,530.0,
GEN-115F39,River Netravathi U/S Of Dharmastala At Water Supply Intake Point,River (Medium/Minor),KARNATAKA,2023,Safe,5.14,None,30.0,7.25,7.65,142.0,2.0,1.25,72.0,520.0,
4496,River Aghanashini Marigadde (Sirsi),River (Medium/Minor),KARNATAKA,2023,Safe,5.37,None,23.5,7.5,7.3,86.5,2.3,0.365,48.0,95.0,18.0
4497,River Kengre Hole (Sirsi),River (Medium/Minor),KARNATAKA,2023,Safe,5.28,None,23.0,7.5,7.1,90.5,2.25,0.31,47.5,118.0,16.5
4087,"River Gangavali River, Near Bridge, Ankola",River (Medium/Minor),KARNATAKA,2023,Safe,5.7,None,25.5,7.8,7.3,161.5,2.35,0.35,82.0,194.5,32.0
4088,"River Aghanashini , Near Bridge, Kumata",River (Medium/Minor),KARNATAKA,2023,Safe,5.43,None,25.5,7.4,7.15,104.5,2.3,0.33,59.5,112.0,35.0
