stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
4492,"Hand Pump Near Garbage Dump, Rakshibandh Dumka",Groundwater,JHARKHAND,2020,Safe,9.99,None,36.0,,7.5,260.0,1.8,,,,
4493,Holy Pond At Village Sikatia,Groundwater,JHARKHAND,2020,Safe,14.43,None,35.0,,7.6,280.0,2.6,,,,
4758,"Govt. Handpump Near House Of Rajendra Singh Munda, Kokrana Muri",Groundwater,JHARKHAND,2020,Safe,0.0,None,15.0,,6.5,,,,,,
2394,Top Chanchi Lake,Pond/Tank,JHARKHAND,2020,Safe,0.0,None,,24.0,7.65,7.5,,1.2,,,
2398,"Dimna Lake, Dimna",Pond/Tank,JHARKHAND,2020,Unsafe,25.01,High BOD,,24.0,7.5,7.45,157.0,0.9,1.52,,
2402,Hazaribagh Meethajhil,Pond/Tank,JHARKHAND,2020,Safe,0.0,None,,22.5,7.35,7.15,,1.95,,,
2393,"Shiv Ganga Pond, Deoghar",Pond/Tank,JHARKHAND,2020,Unsafe,33.33,High BOD,,25.5,8.4,7.9,313.0,10.45,,,
4491,"Holy Pond Of Shiv Ganga Jarmundi, Dumka",Pond/Tank,JHARKHAND,2020,Unsafe,42.82,"pH Out of Range, High BOD",,26.0,4.65,8.4,306.0,2.4,,,
4740,"Loco Talab ) Pumpu Talab), At- Barmasia, Dhanbad",Pond/Tank,JHARKHAND,2020,Unsafe,21.54,pH Out of Range,,23.5,3.7,7.45,,9.95,,,
4741,"Ranibandh Talab Near Ism, Dhanbad",Pond/Tank,JHARKHAND,2020,Unsafe,20.0,pH Out of Range,,22.0,3.9,7.35,,12.25,,,
4490,River Kurwa Dumka Water Intake Point,River,JHARKHAND,2020,Safe,9.25,None,26.0,6.7,8.0,270.0,2.5,,,,
4738,"River Jamunia Near Lohapatti Bridge, Mahuda, Dhanbad",River,JHARKHAND,2020,Safe,9.62,None,24.0,7.55,7.4,,2.6,,,,
4739,"River Katri River, Near Bhatinda Fall, At- Tetengabad, Moonidih, Dhanbad",River,JHARKHAND,2020,Unsafe,11.28,High BOD,22.5,7.1,7.3,,3.05,,,,
