stn_code,monitoring_location,water_body_type,state,year,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg,total_dissolved_solids_avg,fluoride_avg,arsenic_avg
1533,"DIGBOI, TINSUKIA DISTT., ASSAM",Groundwater,ASSAM,2018,20.0,,6.05,246.5,1.8,0.35,2.0,2.0,,,,
,1534,Groundwater,ASSAM,2018,,,,,26.0,15.7,55.7,620.95,,1.45,1.2,2.0
,1537,Groundwater,ASSAM,2018,,,,,27.0,17.85,116.35,208.75,,1.4,1.8,2.0
,1538,Groundwater,ASSAM,2018,,,,,24.0,14.75,50.75,60.35,,2.1,2.85,2.0
,1539,Groundwater,ASSAM,2018,,,,,28.0,17.45,114.7,290.5,,0.85,1.35,2.0
,1540,Groundwater,ASSAM,2018,,,,,27.0,17.0,51.7,70.05,,0.65,3.5,2.0
,1541,Groundwater,ASSAM,2018,,,,,26.0,17.7,122.4,133.25,,1.1,1.55,2.0
,1542,Groundwater,ASSAM,2018,,,,,26.0,18.3,131.95,283.1,,0.9,1.2,2.0
,2244,Groundwater,ASSAM,2018,,,,,22.0,15.85,126.9,127.45,,0.85,2.05,2.0
,2246,Groundwater,ASSAM,2018,,,,,15.0,14.45,58.5,76.5,,0.8,1.35,2.0
,2247,Groundwater,ASSAM,2018,,,,,15.0,15.15,120.2,127.3,,2.7,1.95,2.0
,2253,Groundwater,ASSAM,2018,,,,,29.0,18.15,97.4,98.0,,0.85,2.15,2.0
,2260,Groundwater,ASSAM,2018,,,,,28.0,17.4,19.95,133.25,,1.15,1.35,2.0
,2261,Groundwater,ASSAM,2018,,,,,21.0,14.35,63.65,60.5,,0.75,1.05,2.0
,3761,Groundwater,ASSAM,2018,,,,,25.0,15.7,94.1,129.55,,1.25,1.25,2.0
,3766,Groundwater,ASSAM,2018,,,,,24.0,18.15,60.15,80.25,,1.45,1.5,2.0
,3779,Groundwater,ASSAM,2018,,,,,24.0,16.85,86.25,149.3,,1.1,2.2,2.0
,3813,Groundwater,ASSAM,2018,,,,,26.0,17.1,136.15,137.2,,1.45,1.55,2.0
,3816,Groundwater,ASSAM,2018,,,,,26.0,16.6,101.35,128.7,,1.4,2.4,2.0
,3817,Groundwater,ASSAM,2018,,,,,25.0,16.7,136.4,195.9,,0.8,1.55,2.0
,3818,Groundwater,ASSAM,2018,,,,,25.0,15.95,144.1,145.85,,0.95,1.4,2.0
,4001,Groundwater,ASSAM,2018,,,,,21.0,16.8,173.95,181.5,,0.85,2.5,2.0
,4002,Groundwater,ASSAM,2018,,,,,25.0,17.35,106.95,127.0,,0.75,1.35,2.0
,4007,Groundwater,ASSAM,2018,,,,,23.0,15.75,86.7,162.25,,1.5,1.4,2.0
,4008,Groundwater,ASSAM,2018,,,,,23.0,17.1,128.15,136.55,,1.05,2.55,2.0
,4303,Groundwater,ASSAM,2018,,,,,26.0,16.1,55.1,161.5,,1.25,2.05,2.0
,3970,Groundwater,ASSAM,2018,,,,,26.0,17.4,191.5,233.2,,2.7,4.55,2.0
,2207,Pond/Tank,ASSAM,2018,,,,,,15.0,,25.0,3.0,,,
,2208,Pond/Tank,ASSAM,2018,,,,,,18.0,,32.0,4.3,,,
,2215,Pond/Tank,ASSAM,2018,,,,,,22.0,,36.0,1.8,,,
,3772,Pond/Tank,ASSAM,2018,,,,,,19.0,,33.0,4.9,,,
1262,"BRAHAMPUTRA AT NIMATIGHAT, ASSAM",River,ASSAM,2018,23.0,6.05,8.1,134.0,1.65,1.5,366.0,900.0,,,,
2067,"BRAHMPUTRA RIVER AT SUALKUCHI, DIST. KAMRUP, ASSAM",River,ASSAM,2018,26.5,8.1,7.4,138.5,2.15,1.0,1230.0,2255.0,,,,
2066,"BRAHMAPUTRA RIVER AT DHUBRI, ASSAM",River,ASSAM,2018,28.0,5.65,7.3,144.0,1.6,1.0,1900.0,14860.0,,,,
1422,"BURHIDIHING AT MARGHERITA, ASSAM",River,ASSAM,2018,20.0,7.1,7.3,155.5,1.85,0.85,1580.0,15200.0,,,,
1530,"DIGBOI RIVER AT LAKHIPATHE, RESERVE FOREST, DIGBOI",River,ASSAM,2018,20.5,4.35,6.8,318.5,8.55,1.0,1751.0,55365.0,,,,
2058,"DISANG RIVER AT DILLIGHAT, DIBRUGARH DIST., ASSAM",River,ASSAM,2018,19.0,7.85,7.45,102.5,2.7,0.75,1001.0,6001.0,,,,
1298,"DISANG AT GUNDAMGHAT, ASSAM",River,ASSAM,2018,24.0,5.8,7.0,178.0,1.55,3.6,515.0,930.0,,,,
3769,"INTAKE POINT OF URBAN WATER SUPPLY, BHOGDOI RIVER",River,ASSAM,2018,26.0,6.8,7.2,132.0,2.05,1.45,351.0,700.0,,,,
3776,DIKHOW RIVER AT NAGINI MORA (INTER-STATE BOUNDARIE,River,ASSAM,2018,23.5,6.75,7.2,153.5,1.35,1.05,515.0,930.0,,,,
2238,"BEKI RIVER AT NH-37 CROSSING AT BARPETA ROAD, ASSA",River,ASSAM,2018,23.5,5.25,7.3,102.5,1.35,1.05,456.0,751.0,,,,
