stn_code,monitoring_location,water_body_type,state,year,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg,total_dissolved_solids_avg,fluoride_avg,arsenic_avg
1415,"WELL OF LOOMJI, CHAUDHARY, NEAR NAYAGAON, PALI, (U/S 1 KM. FROM PALI TOWN), RAJASTHAN",Groundwater,RAJASTHAN,2019,20.0,,,7.9,3500.0,,2.11,9.0,,14.0,,
1706,"RIICO PUMP HOUSE NEAR MONTO MOTORS, MIA, ALWAR, RAJASTHAN",Groundwater,RAJASTHAN,2019,28.5,,5.0,7.1,980.0,,2.47,6.0,,8.5,,
1707,"BORE WELL IN MODI ALKALIS & CHEMICALS, MIA, ALWAR, RAJASTHAN",Groundwater,RAJASTHAN,2019,31.0,,,7.4,1940.0,,1.805,3.0,,5.5,,
1708,"WELL KOTHI IN VILLAGE BAGAR RAJPUT, ALWAR, RAJASTHAN",Groundwater,RAJASTHAN,2019,30.0,,,7.1,1415.0,,1.885,3.5,,5.0,,
1709,"WELL AT VILLAGE SANTHLA VERY NEAR BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",Groundwater,RAJASTHAN,2019,26.0,,,8.0,1360.0,,2.2,3.0,,7.0,,
1710,"WELL AT VILLAGE ALUPUR, VERY NEAR BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",Groundwater,RAJASTHAN,2019,25.5,,3.9,7.6,2200.0,,2.195,3.5,,5.5,,
1711,"WELL AT VILLAGE HARCHANDPUR, VERY NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",Groundwater,RAJASTHAN,2019,26.0,,3.7,7.55,3200.0,,2.285,3.0,,5.0,,
1712,"WELL AT VILLAGE BHIWADI , VERY NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",Groundwater,RAJASTHAN,2019,26.5,,3.9,7.75,1775.0,,2.08,6.0,,8.5,,
1713,"WELL AT VILLAGE GATTAL, NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",Groundwater,RAJASTHAN,2019,26.5,,,7.65,710.0,,2.13,3.5,,5.0,,
1715,"HAND PUMP NEAR SECONDARY SCHOOL ABOUT 300MT. FROM KANSUA NALLAH KOTA, RAJASTHAN",Groundwater,RAJASTHAN,2019,24.0,,,7.45,1285.0,,1.96,3.5,,8.0,,
1720,"CHAUDHARY KA WELL VILLAGE PANIALA, KOTAPUTALI NEAR",Groundwater,RAJASTHAN,2019,28.0,,,7.8,1595.0,,2.05,5.0,,7.0,,
1721,"PHED WELL NEAR RAILWAY LINE JHOTAWARA, JAIPUR, RAJASTHAN",River,RAJASTHAN,2019,27.0,,7.95,600.0,,1.965,5.0,8.5,,,,
1723,"HAND PUMP OF VIDHANI VILLAGE GONER ROAD JAIPUR, RAJASTHAN",River,RAJASTHAN,2019,29.0,,7.7,3800.0,,1.37,5.0,7.0,,,,
1724,"WELL OF GOOJARON KI TALAI, MOHANA ROAD SANGANER JAIPUR, RAJASTHAN",River,RAJASTHAN,2019,29.5,,7.85,455.0,,2.76,3.5,8.0,,,,
1725,"PUBLIC HAND PUMP BEFORE SANGANER PULIA, RAJASTHAN",River,RAJASTHAN,2019,28.5,,7.05,2500.0,,1.76,5.0,10.5,,,,
