stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
1621,"Ground Water At Raipur Region, Chhatisgarh.",Groundwater,CHHATTISGARH,2019,Unsafe,82.69,"pH Out of Range, High BOD",24.0,,2.25,7.75,317.0,,,,
1622,"Ground Water At Bilaspur Region, Chhatisgarh.",Groundwater,CHHATTISGARH,2019,Unsafe,65.9,"pH Out of Range, High BOD",31.5,,0.15,7.55,406.0,0.0,0.225,,
1623,"Ground Water At Bilaspur Region, Chhatisgarh.",Groundwater,CHHATTISGARH,2019,Unsafe,65.64,"pH Out of Range, High BOD",30.0,,0.2,7.7,481.0,0.1,0.15,,
3171,"Hand Pump Water 17/10 Nepali Mohlla, Shankar Nagar, Heavy Industrial Area, Bhilai, Chhatisgarh.",Groundwater,CHHATTISGARH,2019,Safe,0.01,None,25.0,,6.8,7.45,,0.85,,2.5,
3172,"Borewell/ Handpump In Rogbahri Village, Korba, Chhatisgarh.",Groundwater,CHHATTISGARH,2019,Safe,0.08,None,25.95,,,7.1,,,,20.0,
3173,"Borewell/ Handpump In Parsabhata, Balco, Korba, Chhatisgarh.",Groundwater,CHHATTISGARH,2019,Safe,0.08,None,26.05,,,7.1,,,,20.0,
3174,"Borewell/ Handpump In Dhanras, Ntpc, Korba, Chhatisgarh.",Groundwater,CHHATTISGARH,2019,Safe,0.08,None,26.2,,,7.15,,,,20.0,
3163,"Hitkasa Tailing Dam, Rajhara, Chhatisgarh.(Dalli Rajhara Iron Ore Mines, Dalli Rajhara)",Pond/Tank,CHHATTISGARH,2019,Unsafe,0.67,pH Out of Range,,31.0,6.35,7.35,,6.65,0.0,91.0,801.0
3164,"Nehru Nagar Talab, Bhilai, Chhatisgarh.",Pond/Tank,CHHATTISGARH,2019,Safe,0.14,None,,27.0,6.5,7.4,,5.4,0.0,141.0,801.0
1851,"Mahanadi At Sihawa, Chhatisgarh.",River,CHHATTISGARH,2019,Safe,0.0,None,26.0,6.5,7.5,333.0,,,,,
1264,"Mahanadi At Rudri U/S At Dhamtori Reservoir, Chhatisgarh.",River,CHHATTISGARH,2019,Safe,0.0,None,25.5,6.75,7.5,319.0,,,,,
1099,"Mahanadi At U/S Of Rajim, Chhatisgarh.",River,CHHATTISGARH,2019,Safe,0.0,None,27.5,6.5,7.55,403.0,,,,,
1852,"Mahanadi At Arrang, Raipur, Chhatisgarh.",River,CHHATTISGARH,2019,Safe,0.0,None,27.0,6.45,7.8,378.0,,,,,
1100,"Mahanadi At Kharad, Chhatisgarh.",River,CHHATTISGARH,2019,Safe,5.48,None,31.35,8.0,8.3,1298.0,2.3,3.5,56.5,185.5,
1282,"Mahanadi At Sheorinarayan Village, Chhatisgarh.",River,CHHATTISGARH,2019,Safe,6.19,None,21.45,7.5,8.45,289.5,2.6,3.75,66.5,191.5,
1467,"Mahanadi After Confl. With River Mand, Chhatisgarh.",River,CHHATTISGARH,2019,Safe,6.68,None,31.3,7.4,8.1,348.0,2.8,5.45,72.5,215.0,
3168,"Mahanadi At Downstream Of Hasdeo River Near Urga Village Korba, Chhatisgarh.",River,CHHATTISGARH,2019,Safe,4.9,None,25.85,6.5,7.15,,1.5,,142.0,1255.5,
1101,"Mahanadi At Interstate Boundry, Chhatisgarh.",River,CHHATTISGARH,2019,Safe,5.66,None,17.7,7.0,7.35,201.5,2.5,0.95,11.4,84.0,
1107,"Seonath At U/S Rajnandgaon,",River,CHHATTISGARH,2019,Safe,6.1,None,27.0,6.9,7.45,,2.05,,147.0,1203.5,
1266,"Seonath At Shimga After Confl. With R. Kharoon,",River,CHHATTISGARH,2019,Safe,0.0,None,27.0,6.55,7.6,400.0,,,,,
1845,"Seonath River Water Supply Well, Durg, Chhatisgarh.",River,CHHATTISGARH,2019,Safe,5.46,None,26.0,7.1,7.35,,2.0,,160.9,464.5,
3166,"Seonath At Jhinghri Village, A/C Of Samoda Nalla, Chhatisgarh.",River,CHHATTISGARH,2019,Unsafe,12.49,"Low DO, High BOD",25.5,4.8,7.65,,4.9,,143.0,305.0,
3167,"Seonath At Rajnandgaon, D/S At Mohad, Rajnandgaon, Chhatisgarh.",River,CHHATTISGARH,2019,Safe,6.81,None,26.5,6.75,7.4,,2.45,,180.9,804.5,
1265,"Kharoon At Raipur U/S, Chhatisgarh.",River,CHHATTISGARH,2019,Safe,0.0,None,26.5,6.9,7.4,1444.0,,,,,
1846,"Kharoon River A/C Khapri Drain, Chhatisgarh.",River,CHHATTISGARH,2019,Unsafe,10.44,High BOD,25.0,6.1,7.5,,4.05,,122.0,1204.5,
1847,"Kharoon River B/C Khapri Drain, Durg, Raipur Road Bridge, Chhatisgarh.",River,CHHATTISGARH,2019,Unsafe,13.31,High BOD,19.4,6.0,7.6,,5.25,,173.5,1202.0,
1853,"Kharoon River Bundri, Raipur, Chhatisgarh.",River,CHHATTISGARH,2019,Safe,0.0,None,27.0,6.8,7.5,383.0,,,,,
1105,"Hasdeo At U/S Korba,",River,CHHATTISGARH,2019,Safe,1.91,None,25.55,7.4,7.15,,0.6,,88.5,283.5,
1106,Hasdeo At U/S Of Champa,River,CHHATTISGARH,2019,Safe,6.41,None,30.85,7.1,8.45,311.0,2.7,4.95,61.5,210.0,
3165,"Hasdeo River 100 Meter Downstream After Confluence Of Dengur Nallah Nera C.S.E.B. East Guest House, Korba,",River,CHHATTISGARH,2019,Safe,4.25,None,16.7,6.9,7.05,,1.0,,353.5,770.0,
