stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
4830,Handpump Near Jln Canal Near Tilyar Lake At Rohtak,Groundwater,HARYANA,2020,Unsafe,1.18,pH Out of Range,,,8.6,2810.0,,,,,
4831,"Borewell In Front Of Cetp Hsiidc Rai, Sonepat",Groundwater,HARYANA,2020,Safe,1.0,None,28.0,,7.6,1477.0,,0.88,,500.0,
4832,"Borewell In The Premises Of Cetp, Murthal, Sonepat",Groundwater,HARYANA,2020,Safe,1.07,None,28.0,,8.15,2177.0,,1.16,,535.0,
4833,"Borewell In The Premises Of Dcrust, Murthal, Sonepat",Groundwater,HARYANA,2020,Safe,0.84,None,29.0,,8.2,1040.0,,1.12,,420.0,
4835,"Borewell In The Premises Of Stp Phed, Kharkhoda, Sonepat",Groundwater,HARYANA,2020,Safe,1.4,None,28.0,,8.3,933.0,,0.33,,700.0,
4836,"Tubewell No. 1, Near Upstream Ghaggar River, Village Chiali",Groundwater,HARYANA,2020,Safe,0.0,None,,,8.1,2296.0,,,,,
4837,"Tubewell No. 2, Near Gurudwara, Village Bhatia",Groundwater,HARYANA,2020,Safe,0.0,None,,,8.15,2460.5,,,,,
4838,"Hand Pump Installed Near Pir Baba Mandir, Sector - 13, Bhiwani",Groundwater,HARYANA,2020,Safe,0.0,None,,,7.2,1140.0,,,,,
4839,"Tubewell At Prithla, Palwal",Groundwater,HARYANA,2020,Unsafe,27.75,High BOD,,,7.3,2870.0,5.0,,,,
4840,"Tubewell At Hathin, Plawal",Groundwater,HARYANA,2020,Safe,0.0,None,,,7.25,2100.0,,,,,
4841,"Tubewell At Garhi, Hodal , Palwal",Groundwater,HARYANA,2020,Safe,0.0,None,,,7.3,2075.0,,,,,
4842,Tubewell Near Police Station,Groundwater,HARYANA,2020,Safe,0.0,None,,,7.15,1920.0,,,,,
4843,"Gepil, Village Pali, Mohabatabad Crusher Zone, Faridabad",Groundwater,HARYANA,2020,Unsafe,27.75,High BOD,,,6.85,635.0,5.0,,,,
4844,"Borewell Near Posco Company, Sector - 14, Phase - Ii, Village Pathuhera, Hsiidc, Imt, Bawal",Groundwater,HARYANA,2020,Safe,0.0,None,11.0,,7.5,1820.0,,,,,
