stn_code,monitoring_location,water_body_type,state,year,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg,total_dissolved_solids_avg,fluoride_avg,arsenic_avg
2258,"GROUND WATER FROM GOALPARA DIST. (GOALPARA COLLEGE ), ASSAM",Groundwater,GOA,2019,27.0,,0.0,7.35,250.0,1.65,1.1,2.0,,2.0,,
2277,WELL AT VERNA INDI.ESTATE.(M/S CIPLA LIMITED),Groundwater,GOA,2019,29.0,,5.6,7.1,223.0,,0.38,,,5.0,,
2279,"WELL AT ZUARI INDUSTRIES LTD, ZUARI NAGAR",Groundwater,GOA,2019,29.0,,5.2,6.3,307.0,,2.89,,,2.0,,
2280,WELL AT KUDAI INDL. ESTATE(M/S CADILA HEALTHCARE LIMITED),Groundwater,GOA,2019,,,6.5,6.5,238.0,,0.1,,,8.0,,
,2281,Groundwater,GOA,2019,,,,7.0,6.75,52.25,98.0,0.06,,0.06,2.0,2.0
2282,WELL AT PILERNE INDUSTRIAL ESTATE(M/S UNICHEM ),Groundwater,GOA,2019,29.0,,5.2,7.3,245.0,,,,,2.0,,
3193,BORE WELL AT CUNCOLIM INDUSTRIAL ESTATE,Groundwater,GOA,2019,31.0,,5.0,7.0,41.0,,0.02,,,2.0,,
3194,BORE WELL AT BETHORA INDUSTRIAL ESTATE,Groundwater,GOA,2019,29.0,,5.7,6.5,120.0,,0.83,,,2.0,,
1549,"SALAULIM LAKE AT SALAULIM - SANGUEM, GOA",Pond/Tank,GOA,2019,,31.0,6.75,7.2,18678.0,0.8,0.53,130.0,240.0,,,
2269,"MAYEM LAKE, BICHOLIM",Pond/Tank,GOA,2019,,29.0,7.1,6.8,12295.5,2.7,0.14,2840.0,5350.0,,,
3175,ANJUNEM LAKE,Pond/Tank,GOA,2019,,29.0,7.65,7.1,106.5,2.1,0.245,56.0,170.0,,,
3176,RUMDER LAKE,Pond/Tank,GOA,2019,,28.0,4.15,7.05,1219.0,6.0,0.36,2695.0,4345.0,,,
3177,CARAMBOLIM LAKE,Pond/Tank,GOA,2019,,28.0,6.95,7.3,6037.0,3.0,1.1,889.0,2765.0,,,
3178,RAIA LAKE,Pond/Tank,GOA,2019,,28.5,7.05,7.05,194.5,12.0,3.9,2460.0,3970.0,,,
3179,SAIPEM LAKE,Pond/Tank,GOA,2019,,29.0,3.45,7.05,327.0,4.2,1.27,15950.0,53000.0,,,
3180,CURTORIM LAKE,Pond/Tank,GOA,2019,,31.5,7.35,6.8,253.5,4.3,4.89,2550.0,6725.0,,,
4408,HARWALE WATER FALL,Pond/Tank,GOA,2019,,28.0,7.9,6.65,97.5,,0.37,3600.0,8150.0,,,
2265,"CANAL UP STREAM OF CUNCOLIM INDL.EST. CUNCOLIM, SALCETE (1 KM FROM M/S NICOMENT INDUSTRIES)",Canal,GOA,2019,,28.5,6.65,6.6,344.0,2.4,1.37,589.0,1215.0,,,
2266,"CANAL DOWNSTREAM OF CUNCOLIM INDL.EST. CUNCOLIM, SALCETE (NEAR RAILWAY BRIDGE)",Canal,GOA,2019,,28.5,6.85,6.8,328.5,2.7,1.37,915.0,1895.0,,,
2268,CUMBARJUA CANAL CORLIM(DISCHARGE POINT OF SYNGENTA LIMITED),Canal,GOA,2019,,28.5,5.2,6.85,22296.5,0.8,0.55,1222.5,2945.0,,,
4013,TIRACOL BEACH,COASTAL,GOA,2019,29.5,6.4,7.3,42880.0,2.3,0.55,654.0,1411.5,,,,
4014,MIRAMAR BEACH,COASTAL,GOA,2019,29.0,6.75,7.3,29693.5,2.8,0.895,656.5,1116.5,,,,
4015,CALANGUTE BEACH,COASTAL,GOA,2019,29.5,6.25,7.15,30190.0,0.7,1.13,249.0,17000.0,,,,
4016,MORJIM BEACH,COASTAL,GOA,2019,32.0,6.4,7.7,37195.0,2.7,0.62,654.0,1766.5,,,,
4017,MOBOR BEACH,COASTAL,GOA,2019,29.5,6.2,7.75,44263.0,2.5,0.32,554.0,1761.5,,,,
4018,BAINA BEACH,COASTAL,GOA,2019,30.0,5.55,7.75,47525.0,3.3,0.325,286.5,605.0,,,,
4019,GALGIBAG BEACH,COASTAL,GOA,2019,29.5,6.25,7.25,29090.0,2.9,0.44,2704.0,4611.5,,,,
4020,COLVA BEACH,COASTAL,GOA,2019,29.5,6.1,7.8,58515.0,3.3,0.32,566.5,1139.5,,,,
4021,VAGATOR BEACH,COASTAL,GOA,2019,29.5,6.45,7.15,36840.0,2.8,0.61,397.5,856.5,,,,
4022,VELSAO BEACH,COASTAL,GOA,2019,30.0,6.45,7.75,44235.0,4.6,0.26,397.5,711.5,,,,
2267,"CREEK AT DANDO MOLLO, VELSAO, MAMUGAO",CREEK,GOA,2019,31.0,10.4,7.35,9935.0,2.8,10.435,2565.0,4195.0,,,,
20013,PANAJI-1 TONCA,River,GOA,2019,,,,7.1,,351.6,,24000000.0,54000000.0,,,
1548,"RIVER ASSONORA AT ASSONORA, GOA",River,GOA,2019,29.0,7.85,6.95,67.5,2.1,0.27,705.0,1310.0,,,,
2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",River,GOA,2019,29.0,8.35,6.85,1432.5,2.9,0.51,7650.0,10950.0,,,,
4410,CHAPOLI DAM,River,GOA,2019,28.5,7.65,7.05,258.0,,0.55,1201.0,2702.5,,,,
2275,"RIVER CHAPORA NEAR ALORNA FORT , PERNEM",River,GOA,2019,28.5,6.1,7.1,24163.5,2.9,0.135,2695.0,4345.0,,,,
1543,"RIVER KALNA AT CHANDEL- PERNEM, GOA",River,GOA,2019,28.5,7.05,7.15,3371.5,4.0,0.39,1875.0,2840.0,,,,
1546,"RIVER KHANDEPAR AT OPA - PONDA, GOA",River,GOA,2019,29.0,6.95,6.95,591.5,4.2,0.13,884.0,1735.0,,,,
2270,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE , U/S OPA WATERWORKS, SANGUEM",River,GOA,2019,29.0,7.75,6.85,525.0,2.8,0.17,1139.0,1760.0,,,,
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA, RIVON, SANGUEM",River,GOA,2019,32.0,6.7,7.2,23886.5,2.3,0.085,1235.0,2615.0,,,,
1545,"RIVER MADAI AT DABOS - VALPOI, GOA",River,GOA,2019,29.0,7.75,7.35,83.5,2.7,0.48,1395.0,2300.0,,,,
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",River,GOA,2019,29.0,6.05,7.35,24541.5,1.8,1.41,661.5,1766.5,,,,
1476,"MANDOVI AT TONCA, MARCELA, GOA",River,GOA,2019,28.5,5.95,7.0,23245.5,2.8,0.165,1152.5,2454.0,,,,
10012,RIVER MANDOVI AT PANAJI U/S,River,GOA,2019,29.0,5.85,7.25,22840.0,1.1,1.42,405.0,1222.5,,,,
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSA-PANAJI,River,GOA,2019,29.0,5.95,6.85,5633.5,5.0,0.38,6650.0,12650.0,,,,
2271,"RIVER SAL PAZORKHONI, CUNCOLIM(NEAR CULVERT MARGAO- CANACONA NATIONAL HIGHWAY)",River,GOA,2019,28.5,6.2,7.0,172.0,3.5,1.11,2695.0,4050.0,,,,
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR, CAVELOSSIM",River,GOA,2019,29.5,6.15,7.4,28700.0,2.8,0.215,1689.0,3610.0,,,,
3183,"RIVER SAL AT KHAREBAND, MARGAO",River,GOA,2019,29.0,4.1,7.1,287.5,6.0,22.695,178950.0,276500.0,,,,
3184,"RIVER SAL AT ORLIM BRIDGE, ORLIM",River,GOA,2019,29.0,5.85,7.2,17511.0,3.2,1.31,1215.0,1860.0,,,,
4409,SALMONA SPRING,River,GOA,2019,28.0,6.7,6.5,150.5,,1.27,790.0,551.0,,,,
3190,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),River,GOA,2019,30.0,5.7,7.05,30370.0,2.7,1.22,1072.5,2739.0,,,,
3191,RIVER SINQUERIM NEAR NERUL TEMPLE,River,GOA,2019,29.0,5.65,7.0,30410.0,1.7,0.43,1215.0,1905.0,,,,
