stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
19,"Well At Alwaye, Kerala",Groundwater,KERALA,2020,Unsafe,12.91,"pH Out of Range, High Fecal Coliform",28.5,,5.7,153.5,1.75,3.43,565.0,2150.0,
22,"Well At Chungapally, Kerala",Groundwater,KERALA,2020,Unsafe,0.93,pH Out of Range,26.0,,6.4,94.0,,1.99,48.0,74.0,
35,"Well At Punalur, Kerala",Groundwater,KERALA,2020,Safe,3.53,None,23.0,,6.55,157.0,1.2,0.45,20.0,95.5,
1581,"Well At Pappanamkode, Thiruvananthapuram, Kerala",Groundwater,KERALA,2020,Unsafe,9.12,pH Out of Range,27.0,,6.0,179.0,2.3,,100.0,310.0,
1582,"Well At Nedumangad, Thiruvananthapuram, Kerala",Groundwater,KERALA,2020,Unsafe,15.44,"pH Out of Range, High BOD",28.0,,6.45,162.0,4.9,,200.0,650.0,
1583,"Well At Kundara, Kollam Distt. , Kerala",Groundwater,KERALA,2020,Safe,3.69,None,23.0,,6.8,169.0,1.25,0.52,25.5,92.5,
1584,"Well At Cherthala, Alleppy, Kerala",Groundwater,KERALA,2020,Safe,10.82,None,27.5,,7.05,355.0,1.95,,,,
1585,"Well At Vyttila, Ernakulam Distt. , Kerala",Groundwater,KERALA,2020,Safe,9.0,None,28.5,,7.35,375.0,1.65,3.5,484.5,1995.0,
1586,"Well At Edayar Ernakulam Distt., Kerala",Groundwater,KERALA,2020,Unsafe,31.02,"pH Out of Range, High Fecal Coliform, High Total Coliform",28.0,,6.1,295.0,2.1,0.99,3400.0,6650.0,
1587,"Well At Kalamassery Ernakulam Distt. , Kerala",Groundwater,KERALA,2020,Unsafe,8.25,pH Out of Range,29.0,,6.2,270.0,2.4,6.89,56.5,151.5,
1588,"Well At Punkunnam Trissur Distt. , Kerala",Groundwater,KERALA,2020,Unsafe,5.86,pH Out of Range,21.0,,6.05,236.0,1.1,2.3,100.0,580.0,
1589,"Well At Malapuram , Kerala",Groundwater,KERALA,2020,Unsafe,16.05,High BOD,22.5,,6.8,366.0,5.6,1.1,77.0,125.0,
1590,"Well At Mavoor, Kozhikkode Distt. , Kerala",Groundwater,KERALA,2020,Safe,1.89,None,24.5,,6.65,82.5,,1.55,220.0,315.0,
1591,"Well At Kannur (Municipality) Kannur Disttm , Kerala",Groundwater,KERALA,2020,Unsafe,8.48,pH Out of Range,25.5,,5.25,111.0,1.2,,35.5,165.0,
1592,"Well At Payyannur, Kannur Distt. , Kerala",Groundwater,KERALA,2020,Safe,6.0,None,27.0,,7.15,225.0,2.0,,51.5,190.0,
2308,Well At Fathimapuram (Changanassery),Groundwater,KERALA,2020,Safe,2.86,None,27.5,,7.55,209.0,,1.86,300.0,645.0,
2309,Well At Karoor (Pala),Groundwater,KERALA,2020,Unsafe,5.47,High Fecal Coliform,27.0,,6.8,71.5,,2.17,600.0,1100.0,
2310,Well At Vaikom,Groundwater,KERALA,2020,Safe,1.53,None,27.0,,7.55,251.5,,0.94,150.0,400.0,
2311,Well At Vadavathoor (Kottayam),Groundwater,KERALA,2020,Unsafe,21.9,"High Fecal Coliform, High Total Coliform",30.0,,6.8,144.0,,2.705,2750.0,2675.0,
2313,"Well At Sarvodapuram, Alappuzha",Groundwater,KERALA,2020,Safe,8.05,None,27.5,,7.3,352.0,1.45,,,,
2314,Well At Kureepuzha (Kollam),Groundwater,KERALA,2020,Safe,4.14,None,22.5,,7.05,185.5,1.35,0.485,55.0,114.5,
2315,Well At K.M.M.L. (Kollam),Groundwater,KERALA,2020,Safe,4.23,None,23.0,,7.35,243.0,1.4,0.54,49.0,105.0,
