stn_code,monitoring_location,water_body_type,state,year,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg,total_dissolved_solids_avg,fluoride_avg,arsenic_avg
1951,GROUND WATER AT RAJKOT,Groundwater,J & K,2020,27.0,,7.6,1389.0,2.0,1.67,,,,,752.0,0.51
3824,"GROUND WATER VILL BHEEMJORI, MALAJKH, DIST BALAGHAT",Groundwater,J & K,2020,22.0,,7.45,330.0,,0.5,,,,,299.0,
2574,SURAJ KUND AT GAYA,Pond/Tank,J & K,2020,,22.5,10.0,8.05,462.5,5.5,0.53,80180.0,81650.0,,,
2078,"KUWADAVA LAKE, VILL. KUWADAVA, DIST. RAJKOT.",Pond/Tank,J & K,2020,,27.5,5.75,7.8,1636.0,2.35,0.39,2.0,5.0,,,
3197,"MACHHU-II DAM, RAFLESHWAR, MORBI, RAJKOT",Pond/Tank,J & K,2020,,27.0,6.3,7.45,1167.0,1.2,0.155,2.0,2.0,,,
2740,"(MANSAR LAKE AT MID POINT(SURINSAR LAKE), J&K",Pond/Tank,J & K,2020,,16.0,6.1,8.15,166.0,4.0,0.035,,,,,
4616,"RIVER BANJAR NEAR ROAD BRIDGE, VILL. KHARRADHAR MALANJKHAND.",River,J & K,2020,22.0,7.2,7.75,284.0,1.3,0.68,2.0,28.0,,,,
