stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
4758,"Govt. Handpump Near House Of Rajendra Singh Munda, Kokrana Muri",Groundwater,JHARKHAND,2019,Safe,0.0,None,20.5,,6.95,7.05,,0.0,,,
2394,Top Chanchi Lake,Pond/Tank,JHARKHAND,2019,Safe,0.0,None,,25.0,7.4,7.4,,1.65,,,
2398,"Dimna Lake, Dimna",Pond/Tank,JHARKHAND,2019,Unsafe,33.33,High BOD,,22.5,7.55,7.5,168.0,0.65,,,
2402,Hazaribagh Meethajhil,Pond/Tank,JHARKHAND,2019,Safe,0.0,None,,27.0,7.55,7.3,,2.25,,,
2393,"Shiv Ganga Pond, Deoghar",Pond/Tank,JHARKHAND,2019,Unsafe,33.33,High BOD,,27.5,7.5,7.9,316.0,2.5,,,
4740,"Loco Talab ) Pumpu Talab), At- Barmasia, Dhanbad",Pond/Tank,JHARKHAND,2019,Unsafe,12.69,pH Out of Range,,24.0,4.85,7.5,,10.2,,,
4741,"Ranibandh Talab Near Ism, Dhanbad",Pond/Tank,JHARKHAND,2019,Unsafe,14.23,pH Out of Range,,24.25,4.65,7.4,,15.0,,,
4742,"Galudih Barrage, Galudih, E.S",River,JHARKHAND,2019,Safe,4.88,None,26.25,5.9,7.2,242.0,1.8,,71.0,750.0,
4753,"Harmu River, Near Harmu Bridge, Harmu, Ranchi",River,JHARKHAND,2019,Unsafe,13.31,"pH Out of Range, High BOD",17.5,,6.3,,3.7,,215.0,1200.0,
4754,Harmu River Before Metting To Swarnrekha River,River,JHARKHAND,2019,Unsafe,10.26,High BOD,18.5,6.8,7.0,,3.8,,215.0,1200.0,
4738,"Jamunia River Near Lohapatti Bridge, Mahuda, Dhanbad",River,JHARKHAND,2019,Safe,8.51,None,25.75,7.35,7.4,,2.3,,,,
4739,"Katri River, Near Bhatinda Fall, At- Tetengabad, Moonidih, Dhanbad",River,JHARKHAND,2019,Unsafe,12.21,High BOD,27.0,7.3,7.35,,3.3,,,,
4745,On Kharkhai River Before Meeting Swarnrekha River,River,JHARKHAND,2019,Unsafe,15.75,"Low DO, High BOD",21.0,4.85,7.45,283.5,5.4,,2.0,,
4747,"Koina River, Manoharpur, W.S",River,JHARKHAND,2019,Safe,1.81,None,27.0,7.45,7.45,220.0,0.65,,2.0,,
4756,"Rucca Dam On Swarnrekha River, Rucca, Ranchi",River,JHARKHAND,2019,Safe,7.68,None,18.5,8.4,7.4,,2.8,,170.0,975.0,
10144,River Ganga U/S Near Lct Ghat,River,JHARKHAND,2019,Safe,8.88,None,28.5,8.2,8.1,310.0,2.4,,,,
10145,River Ganga D/S Near Janta Ghat,River,JHARKHAND,2019,Safe,8.88,None,31.0,8.3,8.0,316.0,2.4,,,,
10146,River Ganga At Sangi Dalan,River,JHARKHAND,2019,Safe,9.25,None,29.0,8.4,8.15,315.0,2.5,,,,
1059,"Ganga At Rajmahal,",River,JHARKHAND,2019,Safe,9.25,None,29.0,8.3,8.35,316.0,2.5,,,,
4085,"Jumar River At Bit Mesra, Ranchi",River,JHARKHAND,2019,Unsafe,10.02,High BOD,21.5,6.3,7.05,,3.95,,145.0,840.0,
2396,Jumar At Kanke Dam,River,JHARKHAND,2019,Unsafe,8.8,High BOD,19.5,6.75,7.25,,3.4,,145.0,840.0,
3554,"Konar River Near Swang Coal Washery, Bokaro",River,JHARKHAND,2019,Safe,8.69,None,27.5,7.45,7.4,,2.35,,,,
2388,Konar At Tilaya Dam,River,JHARKHAND,2019,Safe,7.21,None,30.0,7.8,7.25,,1.95,,,,
2389,Konar At Konar Dam,River,JHARKHAND,2019,Safe,7.21,None,29.25,7.95,7.3,,1.95,,,,
2390,Konar At Tenughat Dam,River,JHARKHAND,2019,Safe,3.51,None,26.5,7.7,7.55,,0.95,,,,
4000,Garga River Near Telmucho Bridge,River,JHARKHAND,2019,Unsafe,17.02,High BOD,27.0,6.35,6.85,,4.6,,,,
2379,Nalkari Tributary At Patratu,River,JHARKHAND,2019,Safe,8.32,None,30.75,5.35,6.95,,2.25,,,,
2381,Bokaro At Zarangdih Bridge,River,JHARKHAND,2019,Safe,8.88,None,27.75,7.25,7.35,,2.4,,,,
1034,"Sankh At Bolba,",River,JHARKHAND,2019,Safe,6.14,None,20.0,8.35,7.3,,2.2,,145.0,840.0,
2378,Damodar D/S Bhairabi At Rajrappa,River,JHARKHAND,2019,Safe,7.77,None,30.0,7.8,7.3,,2.1,,,,
3555,"Damodar River Near Zarangdih Bridge, Bokaro",River,JHARKHAND,2019,Safe,7.03,None,27.5,7.55,7.55,,1.9,,,,
4083,"Damodar River Near Rohini Project, Nk Area, Po-Dakra, Ranchi",River,JHARKHAND,2019,Safe,7.13,None,21.0,8.15,7.3,,2.65,,145.0,840.0,
3553,Damodar River Near Telmucho Bridge,River,JHARKHAND,2019,Safe,6.48,None,27.25,7.45,7.45,,1.75,,,,
3556,"Confluence Of Bokaro & Damodar River Near Zarangdih Bridge,",River,JHARKHAND,2019,Safe,8.14,None,28.0,7.4,7.45,,2.2,,,,
3557,"Damodar River Near Bermo Railway Station, Bokaro",River,JHARKHAND,2019,Safe,8.51,None,27.75,7.45,7.35,,2.3,,,,
2382,Damodar At Phusro Road Bridge,River,JHARKHAND,2019,Safe,8.51,None,27.0,7.4,7.45,,2.3,,,,
2380,Damodar At Ramgarh Road Bridge,River,JHARKHAND,2019,Safe,10.36,None,31.0,7.6,7.3,,2.8,,,,
2383,Damodar U/S Jamadoba Water Works,River,JHARKHAND,2019,Safe,6.1,None,28.5,7.45,7.45,,1.65,,,,
2384,Damodar At Domgarh Water Works D/S Sindri,River,JHARKHAND,2019,Safe,5.74,None,29.25,7.45,7.45,,1.55,,,,
2391,Damodar At Panchet Dam,River,JHARKHAND,2019,Safe,4.44,None,26.5,7.6,7.5,,1.2,,,,
1035,"Karo At Lohojimi U/S, Jharkand",River,JHARKHAND,2019,Safe,6.27,None,19.5,8.1,7.35,,2.1,0.3,190.0,1065.0,
23,"Subarnarekha At Ranchi, (Tatisilwai)",River,JHARKHAND,2019,Unsafe,8.58,High BOD,23.0,5.8,7.05,,3.3,,145.0,840.0,
24,Subarnarekha At Jamshedpur,River,JHARKHAND,2019,Unsafe,11.47,High BOD,26.5,5.6,7.25,295.0,3.1,,,,
