stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
4492,"Hand Pump Near Garbage Dump, Rakshibandh Dumka",Groundwater,JHARKHAND,2021,Safe,8.88,None,25.5,,7.8,250.0,1.6,,,,
4493,Holy Pond At Village Sikatia,Groundwater,JHARKHAND,2021,Safe,13.32,None,24.5,,7.55,276.0,2.4,,,,
2398,"Dimna Lake, Dimna",Pond/Tank,JHARKHAND,2021,Unsafe,33.33,High BOD,,26.0,7.5,7.45,205.5,1.3,,,
2394,Top Chanchi Lake,Pond/Tank,JHARKHAND,2021,Safe,0.0,None,,19.75,7.5,7.5,,2.45,,,
4491,"Holy Pond Of Shiv Ganga Jarmundi, Dumka",Pond/Tank,JHARKHAND,2021,Unsafe,36.92,"pH Out of Range, High BOD",,24.0,5.8,7.9,323.0,2.35,,,
4740,"Loco Talab ) Pumpu Talab), At- Barmasia, Dhanbad",Pond/Tank,JHARKHAND,2021,Unsafe,23.46,pH Out of Range,,21.5,3.45,7.35,,8.35,,,
4741,"Ranibandh Talab Near Ism, Dhanbad",Pond/Tank,JHARKHAND,2021,Unsafe,18.46,pH Out of Range,,21.0,4.1,7.35,,4.7,,,
2393,"Shiv Ganga Pond, Deoghar",Pond/Tank,JHARKHAND,2021,Unsafe,33.33,High BOD,,24.5,6.9,7.9,321.0,2.05,,,
10144,River Ganga U/S Near Lct Ghat,River,JHARKHAND,2021,Safe,6.29,None,25.5,7.05,7.6,308.0,1.7,,,,
10145,River Ganga D/S Near Janta Ghat,River,JHARKHAND,2021,Safe,6.66,None,26.0,7.0,7.65,308.0,1.8,,,,
10146,River Ganga At Sangi Dalan,River,JHARKHAND,2021,Safe,5.18,None,24.5,7.1,7.6,312.0,1.4,,,,
1059,"River Ganga At Rajmahal, Jharkhand",River,JHARKHAND,2021,Safe,5.18,None,24.5,7.1,7.5,300.0,1.4,,,,
4085,"River Jumar At Bit Mesra, Ranchi",River,JHARKHAND,2021,Unsafe,13.21,Low DO,19.0,4.35,6.6,,2.4,,,,
2396,River Jumar At Kanke Dam,River,JHARKHAND,2021,Safe,9.43,None,19.0,6.55,7.2,,2.55,,,,
2401,River Ajay At Masanjore Dam,River,JHARKHAND,2021,Safe,5.55,None,26.0,6.8,7.7,312.0,1.5,,,,
3554,"River Konar Near Swang Coal Washery, Bokaro",River,JHARKHAND,2021,Safe,10.36,None,23.5,7.4,7.5,,2.8,,,,
2390,River Konar At Tenughat Dam,River,JHARKHAND,2021,Safe,5.18,None,19.5,7.8,7.6,,1.4,,,,
4000,River Garga Near Telmucho Bridge,River,JHARKHAND,2021,Unsafe,12.95,High BOD,24.5,6.5,7.35,,3.5,,,,
2381,River Bokaro At Zarangdih Bridge,River,JHARKHAND,2021,Unsafe,14.06,High BOD,22.75,7.3,7.4,,3.8,,,,
