stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
2394,Top Chachi Lake,Pond/Tank,JHARKHAND,2016,Safe,0.0,None,,23.0,7.45,7.45,,1.25,0.0,,
2398,"Dimna Lake,Dimna",Pond/Tank,JHARKHAND,2016,Unsafe,25.01,High BOD,,24.5,7.35,7.25,190.0,0.3,1.4,,
2402,Hazaribagh Meethajhil,Pond/Tank,JHARKHAND,2016,Safe,0.0,None,,25.5,7.7,7.1,,2.45,0.0,,
1059,Ganga At Rajmahal,River,JHARKHAND,2016,Safe,10.73,None,25.0,9.0,7.1,340.0,2.9,0.0,,,
2401,Ajay At Masanjore Dam,River,JHARKHAND,2016,Safe,10.73,None,27.0,8.5,6.5,340.0,2.9,0.0,,,
2378,Damodar D/S Bhairabi At Rajrappa,River,JHARKHAND,2016,Safe,9.62,None,28.0,7.8,7.45,,2.6,0.0,,,
2380,Damodar At Ramgarh Road Bridge,River,JHARKHAND,2016,Safe,9.99,None,28.0,7.7,7.35,,2.7,0.0,,,
2388,Konar At Tilaya Dam,River,JHARKHAND,2016,Safe,8.32,None,26.5,7.85,7.35,,2.25,0.0,,,
2389,Konar At Konar Dam,River,JHARKHAND,2016,Safe,9.06,None,27.0,7.8,7.15,,2.45,0.0,,,
2379,Nalkari Tributary At Patratu,River,JHARKHAND,2016,Unsafe,20.43,Low DO,28.0,3.6,7.15,,3.0,0.0,,,
2382,Damodar At Phusro Road Bridge,River,JHARKHAND,2016,Safe,10.36,None,26.0,7.2,7.3,,2.8,0.0,,,
2383,Damodar U/S Jamadova,River,JHARKHAND,2016,Safe,6.84,None,24.0,7.55,7.45,,1.85,0.0,,,
2384,Damodar D/S Sindri,River,JHARKHAND,2016,Safe,7.58,None,24.5,7.45,7.5,,2.05,0.0,,,
2391,Damodar At Panchet Dam,River,JHARKHAND,2016,Safe,5.55,None,23.5,7.65,7.55,,1.5,0.0,,,
2392,Barakar At Maithan Dam,River,JHARKHAND,2016,Safe,4.81,None,25.5,7.55,7.55,,1.3,0.0,,,
2390,Konar At Tenughat Dam,River,JHARKHAND,2016,Safe,4.81,None,27.0,7.7,7.5,,1.3,0.0,,,
2381,Bokaro At Jarandi,River,JHARKHAND,2016,Safe,9.25,None,28.0,6.7,7.3,,2.5,0.0,,,
1035,Karo U/S Lohojimi,River,JHARKHAND,2016,Safe,7.27,None,26.5,8.3,7.3,,2.4,0.0,215.0,1350.0,
1033,"Koel At Basia,Dam U/S,Jharkhand",River,JHARKHAND,2016,Safe,7.05,None,25.0,8.3,7.15,,2.45,0.0,190.0,1065.0,
1036,"Koel At Manoharpur After Meeting Koina River D/S,J",River,JHARKHAND,2016,Safe,1.85,None,32.5,7.6,7.65,323.0,0.5,1.8,,,
2376,North Koel U/S Daltanganj,River,JHARKHAND,2016,Safe,7.43,None,28.0,8.0,7.4,,2.65,0.0,175.0,1065.0,
2377,"North Koel D/S Bccl, Rehla",River,JHARKHAND,2016,Safe,8.1,None,28.0,7.85,7.35,,2.75,0.0,230.0,1350.0,
1034,Sankh At Bolba,River,JHARKHAND,2016,Safe,6.4,None,27.5,8.45,7.35,,2.25,0.0,155.0,975.0,
2399,Subarnarekha At Chandil Dam,River,JHARKHAND,2016,Safe,1.11,None,24.5,7.8,7.45,201.0,0.3,1.2,,,
48,Subarnarekha At Chandil Bridge,River,JHARKHAND,2016,Safe,8.51,None,29.5,7.45,7.9,211.0,2.3,0.2,,,
24,Subarnarekha At Jamshedpur,River,JHARKHAND,2016,Safe,10.36,None,30.0,6.3,7.15,336.5,2.8,3.4,,,
49,"Subarnarekha At D/S Jamshedpur,(Tata Nagar),Jharka",River,JHARKHAND,2016,Safe,4.07,None,29.0,5.1,7.8,332.0,1.1,1.35,,,
2387,Subarekha At Ghatisla Road Bridge,River,JHARKHAND,2016,Safe,1.11,None,28.0,7.6,7.45,260.5,0.3,1.85,,,
23,"Subarnarekha At Ranchi,(Tatisilwai) Jharkhand",River,JHARKHAND,2016,Safe,7.16,None,24.0,6.35,7.05,,2.35,0.0,215.0,1350.0,
2385,Subarnarekha At Namkum Road Bridge,River,JHARKHAND,2016,Unsafe,8.83,High BOD,25.0,6.1,6.95,,3.25,0.0,190.0,1065.0,
2386,Subarnarekha At Muri Road Bridge,River,JHARKHAND,2016,Safe,7.71,None,25.0,7.75,7.55,,2.6,0.0,215.0,1350.0,
2395,Subarnarekha At Hatia Dam,River,JHARKHAND,2016,Safe,7.39,None,24.5,8.35,7.6,,2.55,0.0,190.0,1215.0,
2397,Subarnarekha At Gatalsud Dam,River,JHARKHAND,2016,Safe,7.93,None,22.5,8.35,7.4,,2.7,0.0,215.0,1350.0,
2396,Jumar At Kanke Dam,River,JHARKHAND,2016,Unsafe,8.82,High BOD,24.5,6.55,7.05,,3.1,0.0,215.0,1350.0,
