stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
4836,"Tubewell No. 1, Near Upstream Ghaggar River, Village Chiali",Groundwater,HARYANA,2022,Safe,0.0,None,,,7.9,862.0,,,,,
4837,"Tubewell No. 2, Near Gurudwara, Village Bhatia",Groundwater,HARYANA,2022,Safe,0.0,None,,,7.65,1100.0,,,,,
4838,"Hand Pump Installed Near Pir Baba Mandir, Sector - 13, Bhiwani",Groundwater,HARYANA,2022,Safe,0.0,None,,,7.9,,,,,,
4839,"Tubewell At Prithla, Palwal",Groundwater,HARYANA,2022,Safe,0.0,None,21.0,,7.2,3365.0,,,,,
4840,"Tubewell At Hathin, Plawal",Groundwater,HARYANA,2022,Safe,0.0,None,21.0,,7.55,6150.0,,,,,
4841,"Tubewell At Garhi, Hodal , Palwal",Groundwater,HARYANA,2022,Safe,0.0,None,21.0,,7.65,4660.0,,,,,
4842,Tubewell Near Police Station,Groundwater,HARYANA,2022,Safe,0.0,None,13.65,,7.35,2380.0,,,,,
4843,"Gepil, Village Pali, Mohabatabad Crusher Zone, Faridabad",Groundwater,HARYANA,2022,Safe,0.0,None,25.0,,7.1,1180.0,,,,,
4847,"Tubewell No. 4, Haily Mandi, Tehsil - Pataudi (Pwd), Gurugram",Groundwater,HARYANA,2022,Safe,1.5,None,24.25,,7.05,1370.0,,,,750.0,
4848,"Tubewell Hssidc, Near Plot No. 7, Sector 37, Gurugram",Groundwater,HARYANA,2022,Safe,0.0,None,28.0,,7.4,1040.0,,,,,
4849,"Borewell At Entry Gate Of Ansal Pioneer Industrial Park, Patheri, Bilaspur, Gurugram",Groundwater,HARYANA,2022,Safe,1.6,None,26.8,,7.5,1410.0,,,,800.0,
4850,"Borewell Of Water Works, Sector - 35, Hsiidc, Nh - 8, Gurugram",Groundwater,HARYANA,2022,Safe,1.8,None,23.8,,7.1,1420.0,,,,900.0,
4852,"Tubewell At Fauji Dhaba, Gt Karnal Road, Panipat",Groundwater,HARYANA,2022,Safe,13.32,None,,,8.19,904.0,2.4,0.38,,,
