stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
3564,Borewell Water Near Mangalijyothi School Msw Site Vammanjoor,Groundwater,KARNATAKA,2020,Safe,8.34,None,28.0,,7.2,171.0,3.0,1.19,2.0,6.5,
1388,"Ulsoor Lake Training Centre Of Fish Breeding,",Pond/Tank,KARNATAKA,2020,Unsafe,35.68,"pH Out of Range, High BOD, High Total Coliform",,26.0,5.95,8.15,398.0,31.5,2.405,17470.0,122700.0
1446,"Heballa Valley Lake At D/S Road Bridge Nr. Mandya,",Pond/Tank,KARNATAKA,2020,Unsafe,28.17,"pH Out of Range, High BOD",,25.5,4.05,7.85,500.0,4.4,4.95,765.0,3250.0
3582,Hebbal Lake,Pond/Tank,KARNATAKA,2020,Unsafe,36.58,"pH Out of Range, High BOD, High Total Coliform",,27.0,1.95,7.95,500.0,13.1,6.065,3200.0,10700.0
3583,Kukkarahalli Lake,Pond/Tank,KARNATAKA,2020,Unsafe,21.07,"pH Out of Range, High BOD",,25.0,6.45,8.55,500.0,4.0,1.9,1140.0,5300.0
3584,Dalavai Lake,Pond/Tank,KARNATAKA,2020,Unsafe,37.68,"pH Out of Range, High BOD, High Total Coliform",,26.5,1.85,7.8,500.0,11.3,3.6,4200.0,11200.0
3585,Yennehole Lake,Pond/Tank,KARNATAKA,2020,Unsafe,38.89,"pH Out of Range, High BOD, High Total Coliform",,26.0,1.55,7.9,500.0,12.8,5.25,4550.0,11700.0
3586,Limbhabudi Lake,Pond/Tank,KARNATAKA,2020,Unsafe,25.19,"pH Out of Range, High BOD",,26.0,5.25,8.15,500.0,5.5,5.5,1650.0,5900.0
3587,Shettykere Lake,Pond/Tank,KARNATAKA,2020,Unsafe,23.22,"pH Out of Range, High BOD",,26.0,5.85,8.15,500.0,4.5,3.85,1505.0,5550.0
3591,Kempambudhi Lake,Pond/Tank,KARNATAKA,2020,Unsafe,40.01,"High BOD, High Total Coliform",,27.5,7.8,7.45,500.0,10.2,2.005,165850.0,1754600.0
3592,Yediyur Lake,Pond/Tank,KARNATAKA,2020,Unsafe,27.31,"pH Out of Range, High BOD, High Total Coliform",,27.0,6.2,8.25,487.5,9.5,1.755,7970.0,82700.0
3593,Ulsoor Lake Temple,Pond/Tank,KARNATAKA,2020,Unsafe,40.01,"High BOD, High Total Coliform",,26.0,7.4,8.0,410.0,14.0,1.625,107050.0,812000.0
3601,Karihobanahalli Lake,Pond/Tank,KARNATAKA,2020,Unsafe,50.58,"pH Out of Range, High BOD, High Total Coliform",,26.5,3.1,7.2,500.0,19.0,29.0,47315.0,272700.0
3602,Bellandur Lake,Pond/Tank,KARNATAKA,2020,Unsafe,49.57,"pH Out of Range, High BOD, High Total Coliform",,27.0,3.4,7.0,500.0,16.25,8.805,3506000.0,27046000.0
3608,Varthur Lake,Pond/Tank,KARNATAKA,2020,Unsafe,49.1,"pH Out of Range, High BOD, High Total Coliform",,27.0,3.55,7.3,500.0,88.5,4.725,5000000.0,120027000.0
3609,Ibbalur Lake,Pond/Tank,KARNATAKA,2020,Unsafe,49.71,"pH Out of Range, High BOD, High Total Coliform",,26.5,3.35,7.3,500.0,17.25,5.255,1650165.0,12001750.0
3610,Tubrahalli Lake,Pond/Tank,KARNATAKA,2020,Unsafe,43.09,"pH Out of Range, High BOD, High Total Coliform",,27.0,5.5,7.6,500.0,38.0,2.88,1052400.0,8003500.0
3611,Kaikondanahalli Lake,Pond/Tank,KARNATAKA,2020,Unsafe,44.79,"pH Out of Range, High BOD, High Total Coliform",,27.0,4.95,7.45,500.0,11.5,4.8,48650.0,282000.0
3612,Agaram Lake,Pond/Tank,KARNATAKA,2020,Unsafe,43.86,"pH Out of Range, High BOD, High Total Coliform",,26.5,5.25,7.15,500.0,9.2,4.36,37400.0,477500.0
3613,Gottigere Lake,Pond/Tank,KARNATAKA,2020,Unsafe,34.84,"pH Out of Range, High BOD, High Total Coliform",,25.0,6.1,6.5,500.0,4.0,1.9,17000.0,92000.0
3614,Puttenahalli Lake (S),Pond/Tank,KARNATAKA,2020,Unsafe,43.24,"pH Out of Range, High BOD, High Total Coliform",,26.5,5.45,7.3,500.0,5.85,2.575,55165.0,461750.0
3615,Arakere Lake,Pond/Tank,KARNATAKA,2020,Unsafe,43.65,"pH Out of Range, High BOD, High Total Coliform",,26.5,4.9,7.2,500.0,24.0,3.85,23395.0,179600.0
3616,Kalena Agrahara Lake,Pond/Tank,KARNATAKA,2020,Unsafe,44.03,"pH Out of Range, High BOD, High Total Coliform",,27.0,5.2,7.25,500.0,8.05,6.32,35170.0,461750.0
3617,Hulimavu Lake,Pond/Tank,KARNATAKA,2020,Unsafe,42.93,"pH Out of Range, High BOD, High Total Coliform",,26.5,5.55,7.1,500.0,6.8,1.7,39920.0,274600.0
3618,Singasandra Lake,Pond/Tank,KARNATAKA,2020,Unsafe,40.01,"High BOD, High Total Coliform",,27.0,7.8,7.2,500.0,11.3,1.955,60315.0,462700.0
3620,Parappana Agrahara Lake,Pond/Tank,KARNATAKA,2020,Unsafe,48.93,"pH Out of Range, High BOD, High Total Coliform",,26.5,3.6,7.25,500.0,13.5,2.18,65315.0,462700.0
3621,Haralakunte Lake,Pond/Tank,KARNATAKA,2020,Unsafe,46.64,"pH Out of Range, High BOD, High Total Coliform",,27.0,4.35,7.3,500.0,21.2,5.855,1700205.0,12001750.0
3624,Puttenahalli Lake,Pond/Tank,KARNATAKA,2020,Unsafe,43.87,"pH Out of Range, High BOD, High Total Coliform",,27.5,5.25,6.65,500.0,8.0,6.42,70230.0,462700.0
3625,Hebbal Lake,Pond/Tank,KARNATAKA,2020,Unsafe,46.32,"pH Out of Range, High BOD, High Total Coliform",,26.5,4.45,6.85,440.0,8.5,3.145,700750.0,4608000.0
3627,Jakkur Lake,Pond/Tank,KARNATAKA,2020,Unsafe,47.55,"pH Out of Range, High BOD, High Total Coliform",,28.0,4.05,8.1,500.0,23.0,4.11,600315.0,4602700.0
3628,Amruthahalli Lake,Pond/Tank,KARNATAKA,2020,Unsafe,46.01,"pH Out of Range, High BOD, High Total Coliform",,27.5,4.55,7.3,500.0,10.0,2.115,470850.0,2708000.0
3644,Mulbhagal Lake,Pond/Tank,KARNATAKA,2020,Unsafe,27.38,"pH Out of Range, High BOD, High Total Coliform",,25.0,5.3,6.9,500.0,7.0,2.4,4600.0,35000.0
3645,Devarayasamudra Lake,Pond/Tank,KARNATAKA,2020,Unsafe,23.9,"pH Out of Range, High BOD, High Total Coliform",,25.0,6.3,6.6,182.0,4.0,0.46,4100.0,24000.0
3646,Narasapura Lake,Pond/Tank,KARNATAKA,2020,Unsafe,26.11,"pH Out of Range, High BOD, High Total Coliform",,25.5,6.2,7.8,500.0,5.5,3.3,6470.0,48700.0
