stn_code,monitoring_location,water_body_type,state,year,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
1796,"DHANSIRI, FULL NAGARJAN",River,NAGALAND,2016,24.5,3.75,7.7,353.25,4.5,0.6,,,
1797,"DHANSIR,BRIDGE NEAR PURANA BAZAAR",River,NAGALAND,2016,25.5,3.7,7.4,167.6,5.5,0.75,,,
1798,NEAR CHECK GATE (DIMAPUR KHUTKHUTI ROAD),River,NAGALAND,2016,26.0,4.15,7.35,131.5,4.85,0.65,,,
1799,"DHANSIR, TOWN BOUNDARY BRIDGE (DIPHU ROAD)",River,NAGALAND,2016,23.5,3.6,7.1,141.15,4.5,0.8,,,
1800,"DHANSIR, NUTON BASTI",River,NAGALAND,2016,24.0,2.35,7.1,266.95,26.5,6.0,,,
1929,"CHATHE AT MEDZIPHEMA, DIMAPUR",River,NAGALAND,2016,26.0,3.95,8.2,106.4,4.5,10.5,,,
1930,DZU D/S KOHIMA TOWN,River,NAGALAND,2016,20.5,4.15,8.35,408.0,4.5,26.5,,,
