stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
19,"Well At Alwaye, Kerala",Groundwater,KERALA,2019,Unsafe,34.03,High BOD,27.5,,,6.05,142.5,0.2,0.115,520.0,
1581,"Well At Pappanamkode, Thiruvananthapuram, Kerala",Groundwater,KERALA,2019,Unsafe,33.53,High BOD,33.0,,,5.1,152.0,2.15,0.105,150.0,
1582,"Well At Nedumangad, Thiruvananthapuram, Kerala",Groundwater,KERALA,2019,Unsafe,33.47,High BOD,32.5,,,5.95,166.5,2.55,0.06,100.0,
1583,"Well At Kundara, Kollam Distt. , Kerala",Groundwater,KERALA,2019,Unsafe,33.38,High BOD,22.5,,,6.6,161.0,1.2,0.57,34.0,
1584,"Well At Cherthala, Alleppy, Kerala",Groundwater,KERALA,2019,Unsafe,33.53,High BOD,27.0,,,6.85,355.5,1.4,0.02,145.0,
1585,"Well At Vyttila, Ernakulam Distt. , Kerala",Groundwater,KERALA,2019,Unsafe,34.2,High BOD,28.5,,,7.6,398.5,0.8,0.43,650.0,
1586,"Well At Edayar Ernakulam Distt., Kerala",Groundwater,KERALA,2019,Unsafe,37.71,"High BOD, High Total Coliform",28.0,,,6.35,298.0,0.65,0.04,3285.0,
1587,"Well At Kalamassery Ernakulam Distt. , Kerala",Groundwater,KERALA,2019,Unsafe,33.56,High BOD,29.0,,,6.6,304.0,0.2,0.025,170.0,
1588,"Well At Punkunnam Trissur Distt. , Kerala",Groundwater,KERALA,2019,Unsafe,33.59,High BOD,24.0,,,6.15,213.5,1.0,0.255,190.0,
1590,"Well At Mavoor, Kozhikkode Distt. , Kerala",Groundwater,KERALA,2019,Unsafe,33.54,High BOD,26.0,,,6.5,97.5,0.15,3.29,135.0,
1591,"Well At Kannur (Municipality) Kannur Disttm , Kerala",Groundwater,KERALA,2019,Unsafe,33.36,High BOD,27.0,,,5.65,117.5,0.75,0.415,20.5,
1592,"Well At Payyannur, Kannur Distt. , Kerala",Groundwater,KERALA,2019,Unsafe,33.37,High BOD,27.5,,,6.6,343.5,1.6,0.485,24.5,
2308,Well At Fathimapuram (Changanassery),Groundwater,KERALA,2019,Unsafe,34.86,High BOD,29.0,,,7.15,222.0,0.8,0.42,1140.0,
2311,Well At Vadavathoor (Kottayam),River,KERALA,2019,Unsafe,10.42,"High Fecal Coliform, High Total Coliform",29.5,,6.65,131.5,0.35,0.47,1340.0,2750.0,
2313,"Well At Sarvodapuram, Alappuzha",River,KERALA,2019,Safe,4.2,None,27.0,,7.55,376.5,1.2,0.015,124.5,250.0,
2316,Well At Chellora Trenching Ground (Kannur),River,KERALA,2019,Unsafe,8.87,pH Out of Range,30.0,,6.0,97.0,2.35,0.28,30.0,280.0,
2317,Well At Punnalpettippalam (Tellicherry Municipality,River,KERALA,2019,Unsafe,6.2,pH Out of Range,29.0,,5.7,294.0,1.1,0.215,7.0,40.0,
2323,Well At Brahmapuram M.S.W. Dumpark (Ernakulam),River,KERALA,2019,Unsafe,6.4,High Fecal Coliform,28.0,,6.7,196.0,0.45,0.155,740.0,1450.0,
2324,Well At Hazardous Waste Dump (Ambalamughal),River,KERALA,2019,Unsafe,5.01,pH Out of Range,28.0,,5.85,81.0,0.75,0.285,61.0,120.0,
3463,"Well At Velliparamba, Kozhekode",River,KERALA,2019,Unsafe,20.96,"pH Out of Range, High Fecal Coliform, High Total Coliform",27.0,,5.7,89.5,0.5,4.14,2405.0,4470.0,
3472,"Well Of Temple Parassinikadavu, Kannur",River,KERALA,2019,Safe,2.77,None,27.0,,7.5,6181.0,0.95,0.49,10.0,80.0,
1383,"Oruvathilkotta Lake, Kerala",Pond/Tank,KERALA,2019,Unsafe,29.44,"pH Out of Range, High BOD",,32.5,3.65,7.15,458.5,4.4,0.05,840.0,1465.0
1385,"Sasthamcotta Lake, Kerala",Pond/Tank,KERALA,2019,Unsafe,20.1,High BOD,,20.0,6.8,6.6,123.0,1.6,0.57,120.0,300.0
