stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
1622,Bore Well Water Sample Near Tifra I.A. Bilaspur,Groundwater,CHHATTISGARH,2022,Safe,6.1,None,30.5,,7.65,316.0,1.1,0.46,,,
1623,Bore Well Water Sample From Bec Fertilizer Outside Of Factory Premises (Near Banak Chowk),Groundwater,CHHATTISGARH,2022,Safe,4.44,None,30.75,,7.75,311.0,1.2,0.465,,2.1,
3171,"Hand Pump Water 14/10 Nepali Mohlla, Shankar",Groundwater,CHHATTISGARH,2022,Unsafe,15.5,High BOD,26.0,,7.365,1425.0,5.5,20.05,40.0,34.0,
3172,"Borewell/ Handpump In Rogbahri Village, Korba",Groundwater,CHHATTISGARH,2022,Safe,0.02,None,26.25,,7.19,2033.5,,10.03,2.0,7.1,
3173,"Borewell/ Handpump In Parsabhata, Balco, Korba",Groundwater,CHHATTISGARH,2022,Safe,0.02,None,26.15,,7.23,2530.5,,8.42,2.0,5.1,
3174,"Borewell/ Handpump In Dhanras, Ntpc, Korba",Groundwater,CHHATTISGARH,2022,Safe,0.02,None,26.35,,7.245,922.0,,11.185,2.0,2.0,
1851,"River Mahanadi At Sihawa, Origin Point Of River Mahanadi",River,CHHATTISGARH,2022,Safe,4.95,None,27.0,7.2,7.36,323.0,2.2,,11.5,25.0,
1264,"River Mahanadi At Rudri Reservoir U/S At Rudri,Dhamtari",River,CHHATTISGARH,2022,Safe,4.76,None,26.5,7.3,7.495,312.0,2.1,,16.0,38.5,
1099,"River Mahanadi At Rajim,Near Road Bridge.",River,CHHATTISGARH,2022,Safe,5.64,None,27.5,6.5,7.435,413.0,2.5,,12.5,53.5,
1852,"River Mahanadi At Arrang, Near Gandhi Bridge",River,CHHATTISGARH,2022,Safe,5.64,None,27.5,7.05,7.375,344.0,2.5,,12.5,45.5,
1100,River Mahanadi At Kharod,River,CHHATTISGARH,2022,Unsafe,19.94,High BOD,28.0,7.35,7.795,299.5,8.9,2.85,30.0,79.0,
1282,River Mahanadi At Sheorinarayan Village D/S Near Road Bridge,River,CHHATTISGARH,2022,Unsafe,20.34,High BOD,26.5,6.75,8.015,442.0,10.0,4.0,58.0,130.0,
1467,"River Mahanadi After Confl. Of River Mand,Near Balpur Village.",River,CHHATTISGARH,2022,Unsafe,16.93,High BOD,28.1,7.85,7.95,275.5,7.55,3.3,28.0,76.0,
1101,"River Mahanadi At Interstate Boundry, Near Surjgarh Village",River,CHHATTISGARH,2022,Safe,4.01,None,23.0,7.2,7.5,238.0,1.75,1.03,20.0,53.5,
1107,"River Seonath At U/S Rajnandgaon,",River,CHHATTISGARH,2022,Safe,5.21,None,25.5,7.0,7.635,,2.1,15.385,105.0,160.0,
1266,River Seonath At Shimga Near Road Bridge,River,CHHATTISGARH,2022,Safe,5.42,None,27.5,7.3,7.56,427.5,2.4,,14.0,51.0,
1845,"River Seonath Water Supply Well, Durg, Chhatisgarh.",River,CHHATTISGARH,2022,Safe,5.23,None,26.0,7.0,7.61,,2.1,17.68,110.0,162.0,
3166,"River Seonath At Jhinghri Village, A/C Of Samoda Nalla, Chhatisgarh.",River,CHHATTISGARH,2022,Safe,6.99,None,27.5,5.45,7.42,,2.9,0.83,99.5,192.0,
3167,"River Seonath At Mohad, Rajnandgaon",River,CHHATTISGARH,2022,Safe,5.57,None,25.5,6.9,7.765,1912.0,2.25,1.2,107.5,182.0,
1265,River Kharoon At Bhatagaon Near Water Supply Intakewell Raipur,River,CHHATTISGARH,2022,Safe,5.64,None,27.0,7.1,7.495,305.5,2.5,,13.0,50.5,
1846,"River Kharoon B/C Khapri Nahla Raipur Road,Chhattisgarh",River,CHHATTISGARH,2022,Safe,6.33,None,16.8,6.4,7.555,,2.65,30.45,77.0,180.0,
1847,"River Kharoon A/C Khapri Nahla,Chhattisgarh",River,CHHATTISGARH,2022,Safe,6.91,None,26.5,6.5,7.53,5821.0,2.9,0.78,79.5,192.0,10.0
1853,"River Kharoon At Village Bendri, Near Water Supply Intakewell",River,CHHATTISGARH,2022,Safe,5.64,None,27.5,6.8,7.46,386.0,2.5,,13.0,53.5,
1105,River Hasdeo Up Stream Of Hasdeo Bango Hydel Power Station Station Machadoli Korba,River,CHHATTISGARH,2022,Safe,0.08,None,25.1,7.9,7.205,5003.0,,17.29,10.5,27.0,
1106,River Hasdeo At U/S Of Champa,River,CHHATTISGARH,2022,Unsafe,15.82,High BOD,26.0,7.25,7.805,409.5,7.0,2.595,52.0,96.0,
3165,"River Hasdeo 100 Meter Downstream After Confluence Of Dengur Nallah Nera C.S.E.B. East Guest House, Korba",River,CHHATTISGARH,2022,Safe,3.85,None,25.15,7.4,7.31,962.5,1.7,19.79,11.0,35.0,
3169,"River Hasdeo At Drinking Water Intank Well Of Municipal Co. Korba (Before Treatment ) At Lohadia Village,",River,CHHATTISGARH,2022,Safe,3.47,None,25.5,7.3,7.275,4923.0,1.55,17.415,4.0,16.0,
3170,River Hasdeo Drinking Water Intake Well Of Municipal Co. Korba After Treatment Plant At Village Kohadia Korba,River,CHHATTISGARH,2022,Safe,0.01,None,25.8,7.7,7.305,5128.5,,17.745,2.0,3.0,
1848,"River Arpa D/S Of Bilaspur City At Check Dam Outlet Near Deori Khurd, Bilaspur",River,CHHATTISGARH,2022,Unsafe,7.34,High BOD,27.45,6.35,8.24,701.5,3.2,5.1,35.0,117.0,
1849,River Kelo U/S Urdana Village,River,CHHATTISGARH,2022,Safe,4.11,None,24.1,7.45,7.85,244.5,1.8,1.385,18.5,50.5,
1850,River Kelo D/S Lahangapali Bridge Midmida Village,River,CHHATTISGARH,2022,Safe,5.01,None,24.5,8.05,7.5,265.0,2.15,1.025,43.5,75.0,6.0
3168,River Hasdeo Down Stream Of Hasdeo River Near Village Urga Korba,River,CHHATTISGARH,2022,Safe,4.32,None,25.2,7.1,7.375,1548.0,1.9,18.175,16.0,42.0,
1854,"River Indravati Nelsonnar,A/C Of Dantewada",River,CHHATTISGARH,2022,Safe,4.96,None,32.0,7.6,7.45,,2.2,,12.0,30.5,
1855,"River Indravati,Pandemurga B/C Of Godavari River",River,CHHATTISGARH,2022,Safe,5.4,None,32.0,7.5,7.45,,2.4,,11.0,30.0,
1856,"River Shankni Dantewada,A/C Of Dankani River",River,CHHATTISGARH,2022,Safe,5.64,None,29.5,7.45,7.5,,2.5,,14.0,36.5,
