stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
19,"Well At Alwaye, Kerala",Groundwater,KERALA,2021,Unsafe,11.75,High Fecal Coliform,24.5,,6.85,198.0,2.2,0.35,720.0,2042.0,
2323,Well At Brahmapuram M.S.W. Dumpark (Ernakulam),Groundwater,KERALA,2021,Unsafe,8.52,pH Out of Range,28.5,,6.25,181.0,2.1,0.3,190.0,785.0,
2316,Well At Chellora Trenching Ground (Kannur),Groundwater,KERALA,2021,Unsafe,8.59,pH Out of Range,27.5,,5.15,68.5,1.0,0.3,59.5,325.0,
1584,"Well At Cherthala, Alleppy, Kerala",Groundwater,KERALA,2021,Safe,7.35,None,29.5,,7.7,235.5,2.5,0.3,51.0,156.0,
22,"Well At Chungapally, Kerala",Groundwater,KERALA,2021,Unsafe,5.19,pH Out of Range,29.5,,5.95,122.0,1.0,1.53,43.0,80.0,
1586,"Well At Edayar Ernakulam Distt., Kerala",Groundwater,KERALA,2021,Unsafe,14.59,"pH Out of Range, High BOD",27.5,,6.15,325.5,3.6,0.35,460.0,950.0,
2308,Well At Fathimapuram (Changanassery),Groundwater,KERALA,2021,Unsafe,5.9,pH Out of Range,29.0,,6.35,182.5,1.0,0.45,355.0,775.0,
2324,Well At Hazardous Waste Dump (Ambalamughal),Groundwater,KERALA,2021,Unsafe,14.24,pH Out of Range,30.0,,5.25,120.5,2.5,0.3,172.5,1629.0,
2315,Well At K.M.M.L. (Kollam),Groundwater,KERALA,2021,Safe,4.18,None,23.0,,7.1,210.5,1.4,0.35,40.0,92.0,
1587,"Well At Kalamassery Ernakulam Distt. , Kerala",Groundwater,KERALA,2021,Unsafe,12.28,"pH Out of Range, High BOD",29.5,,5.75,324.5,3.3,0.3,5.0,210.0,
1591,"Well At Kannur (Municipality) Kannur Disttm , Kerala",Groundwater,KERALA,2021,Unsafe,8.58,pH Out of Range,28.0,,5.25,103.0,1.1,0.3,62.0,405.0,
3475,"Well At Karimbam, Kannur",Groundwater,KERALA,2021,Unsafe,7.37,pH Out of Range,27.5,,5.35,67.5,1.0,0.3,20.5,71.0,
2309,Well At Karoor (Pala),Groundwater,KERALA,2021,Unsafe,7.93,pH Out of Range,27.0,,5.7,71.5,1.0,0.6,295.0,600.0,
2327,Well At Karukamani,Groundwater,KERALA,2021,Safe,5.05,None,27.5,,7.35,772.5,1.1,1.145,280.0,600.0,
1583,"Well At Kundara, Kollam Distt. , Kerala",Groundwater,KERALA,2021,Safe,3.65,None,23.0,,6.85,173.5,1.25,0.35,20.0,81.0,
2314,Well At Kureepuzha (Kollam),Groundwater,KERALA,2021,Safe,4.03,None,22.0,,6.65,180.0,1.35,0.35,35.0,105.0,
2321,Well At Laloor (Thrissur),Groundwater,KERALA,2021,Unsafe,9.11,pH Out of Range,26.0,,5.0,246.0,1.2,0.55,2.0,2.0,
1589,"Well At Malapuram , Kerala",Groundwater,KERALA,2021,Safe,4.26,None,23.0,,6.95,366.5,1.35,0.55,74.5,145.0,
2320,Well At Manjeri,Groundwater,KERALA,2021,Safe,3.43,None,22.5,,7.4,238.0,1.15,0.555,32.5,77.0,
1590,"Well At Mavoor, Kozhikkode Distt. , Kerala",Groundwater,KERALA,2021,Unsafe,8.48,"pH Out of Range, High Fecal Coliform",29.5,,6.4,92.5,1.0,0.45,855.0,1045.0,
1582,"Well At Nedumangad, Thiruvananthapuram, Kerala",Groundwater,KERALA,2021,Unsafe,14.9,High BOD,26.0,,7.0,235.5,4.65,0.3,255.0,720.0,
2322,Well At Ollur (Thrissur),Groundwater,KERALA,2021,Unsafe,11.6,pH Out of Range,24.0,,5.55,210.0,1.65,0.55,490.0,920.0,
1581,"Well At Pappanamkode, Thiruvananthapuram, Kerala",Groundwater,KERALA,2021,Safe,6.54,None,26.0,,6.55,160.5,2.05,0.3,100.0,355.0,
3474,"Well At Payanoor, Kannur",Groundwater,KERALA,2021,Safe,3.19,None,28.0,,6.85,163.5,1.0,0.3,34.5,245.0,
1592,"Well At Payyannur, Kannur Distt. , Kerala",Groundwater,KERALA,2021,Unsafe,3.94,pH Out of Range,28.0,,6.3,276.0,1.0,0.3,32.5,235.0,
35,"Well At Punalur, Kerala",Groundwater,KERALA,2021,Unsafe,3.87,pH Out of Range,23.5,,6.3,148.0,1.05,0.4,20.5,87.0,
