stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
3461,"Kanoli Canal At Eranjikkal, Kazhekode",Canal,KERALA,2016,Unsafe,27.41,"pH Out of Range, High BOD",,30.5,4.3,7.3,500.0,0.85,0.3,800.0,1100.0
3467,"Unthithodu At Eloor, Ernakulam",Canal,KERALA,2016,Unsafe,33.24,"pH Out of Range, High BOD",,29.05,2.4,5.1,500.0,1.5,5.45,755.0,1120.0
3469,"Palakkattuthazha- Mthodu At Perumbavoor, Ernakulam",Canal,KERALA,2016,Unsafe,27.66,"pH Out of Range, High BOD",,27.3,4.1,6.65,113.0,1.55,0.75,340.0,570.0
19,Well At Eloor,Groundwater,KERALA,2016,Unsafe,3.85,pH Out of Range,27.3,,6.3,151.0,0.8,1.6,125.5,237.0,
22,Well At Chungapally,Groundwater,KERALA,2016,Safe,2.99,None,27.0,,7.1,120.0,1.0,0.25,31.0,56.0,
35,Well At Punalur,Groundwater,KERALA,2016,Unsafe,5.83,pH Out of Range,24.5,,5.45,214.5,0.6,0.7,15.0,50.0,
1581,"Pappanamkode,Thiruvananthapuram",Groundwater,KERALA,2016,Safe,3.59,None,32.5,,6.65,280.0,1.15,0.0,57.5,115.0,
1582,"Nedumangad,Thiruvananthapuram",Groundwater,KERALA,2016,Safe,2.98,None,32.5,,6.65,145.0,1.0,0.0,26.0,75.0,
1583,"Kundara,Kollam Distt.",Groundwater,KERALA,2016,Unsafe,4.24,pH Out of Range,24.5,,6.05,118.0,0.7,1.1,75.0,190.0,
1584,"Cherthala,Alleppy",Groundwater,KERALA,2016,Safe,2.24,None,28.75,,7.75,193.0,0.75,0.15,0.0,155.0,
1585,"Vyttila,Ernakulam Distt.",Groundwater,KERALA,2016,Safe,2.44,None,29.15,,7.3,481.5,0.85,2.85,12.5,19.0,
1586,Edayar Ernakulam Distt.,Groundwater,KERALA,2016,Unsafe,5.04,pH Out of Range,27.7,,5.75,139.5,0.75,0.8,10.0,24.0,
