stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
GEN-1EA97D,3666,Pond/Tank,KARNATAKA,2018,Safe,0.11,None,,,,,,25.0,,27.0,4.8
GEN-F095CE,3667,Pond/Tank,KARNATAKA,2018,Safe,0.11,None,,,,,,25.0,,27.0,4.2
GEN-1D2A48,3668,Pond/Tank,KARNATAKA,2018,Safe,0.1,None,,,,,,25.0,,26.0,5.5
GEN-E1228B,3669,Pond/Tank,KARNATAKA,2018,Safe,0.11,None,,,,,,24.0,,28.0,4.6
GEN-77EC6F,3670,Pond/Tank,KARNATAKA,2018,Safe,0.11,None,,,,,,25.0,,27.0,4.0
GEN-54EBDF,3671,Pond/Tank,KARNATAKA,2018,Safe,0.11,None,,,,,,25.0,,28.0,5.1
GEN-F3C89B,3672,Pond/Tank,KARNATAKA,2018,Safe,0.11,None,,,,,,25.0,,27.0,5.2
GEN-740A02,3673,Pond/Tank,KARNATAKA,2018,Safe,0.11,None,,,,,,25.0,,27.0,4.6
GEN-845F3C,3675,Pond/Tank,KARNATAKA,2018,Safe,0.11,None,,,,,,25.0,,28.0,5.4
GEN-71D723,3677,Pond/Tank,KARNATAKA,2018,Safe,0.12,None,,,,,,25.0,,30.0,4.4
GEN-74791E,3679,Pond/Tank,KARNATAKA,2018,Safe,0.13,None,,,,,,28.0,,33.0,5.1
GEN-2122C6,3680,Pond/Tank,KARNATAKA,2018,Safe,0.13,None,,,,,,20.0,,32.0,5.6
GEN-9426C3,3681,Pond/Tank,KARNATAKA,2018,Safe,0.12,None,,,,,,21.0,,29.0,0.0
GEN-898AEF,3682,Pond/Tank,KARNATAKA,2018,Safe,0.13,None,,,,,,21.0,,32.0,5.1
GEN-ACB5D1,3683,Pond/Tank,KARNATAKA,2018,Safe,0.11,None,,,,,,25.0,,27.0,4.2
GEN-C90E27,3684,Pond/Tank,KARNATAKA,2018,Safe,0.11,None,,,,,,24.0,,27.0,6.9
GEN-55A0DF,3685,Pond/Tank,KARNATAKA,2018,Safe,0.11,None,,,,,,23.0,,27.0,6.1
GEN-DC7271,3686,Pond/Tank,KARNATAKA,2018,Safe,0.11,None,,,,,,23.0,,27.0,7.2
GEN-6754E0,3687,Pond/Tank,KARNATAKA,2018,Safe,0.11,None,,,,,,23.0,,27.0,6.6
GEN-D88006,3688,Pond/Tank,KARNATAKA,2018,Safe,0.11,None,,,,,,23.0,,27.0,6.8
GEN-39EA40,3689,Pond/Tank,KARNATAKA,2018,Safe,0.11,None,,,,,,23.0,,27.0,6.2
GEN-781397,3690,Pond/Tank,KARNATAKA,2018,Safe,0.11,None,,,,,,23.0,,27.0,6.5
GEN-8ABFE8,3691,Pond/Tank,KARNATAKA,2018,Safe,0.12,None,,,,,,25.0,,31.0,6.5
GEN-882735,3692,Pond/Tank,KARNATAKA,2018,Safe,0.14,None,,,,,,25.0,,34.0,6.8
GEN-F23D12,3693,Pond/Tank,KARNATAKA,2018,Safe,0.13,None,,,,,,25.0,,33.0,4.2
GEN-4B26DC,3694,Pond/Tank,KARNATAKA,2018,Safe,0.11,None,,,,,,26.0,,28.0,6.9
GEN-AF1B57,3695,Pond/Tank,KARNATAKA,2018,Safe,0.12,None,,,,,,26.0,,30.0,5.9
GEN-95C9D9,3696,Pond/Tank,KARNATAKA,2018,Safe,0.12,None,,,,,,26.0,,31.0,3.0
GEN-0B105C,3697,Pond/Tank,KARNATAKA,2018,Safe,0.12,None,,,,,,23.0,,30.0,2.0
1444,"Kali At D/S West Coast Paper Mill, Karnataka",River,KARNATAKA,2018,Safe,8.02,None,28.85,7.55,7.25,85.0,2.8,0.92,215.0,1175.0,
2780,"Kali At U/S Of Wcpm, Dandeli, Karnataka",River,KARNATAKA,2018,Unsafe,8.96,High Fecal Coliform,27.0,7.0,7.3,72.0,2.65,0.45,535.0,1175.0,
3562,Thumbe Water Supply Stations To Mangalore City,River,KARNATAKA,2018,Safe,6.45,None,28.5,7.0,7.05,137.0,2.5,0.895,118.5,535.0,
3563,U/S Of Upiingady Town,River,KARNATAKA,2018,Safe,4.15,None,30.0,6.95,7.0,139.0,1.5,0.755,92.0,570.0,
GEN-6346DC,3566,River,KARNATAKA,2018,Unsafe,50.01,High BOD,,,,,23.0,26.0,,6.1,7.3
GEN-F8F516,3571,River,KARNATAKA,2018,Unsafe,50.01,High BOD,,,,,23.0,28.0,,5.2,7.0
